Index P1 P2
Russell 303 82
UGDP_Early_Strawberry 278 -
UNK_Scandinavian_1 - -
Unknown_Founder_10 6031 -
Unknown_Founder_12 - -
Unknown_Founder_14 - -
Unknown_Founder_15 278 -
Unknown_Founder_17 - -
Unknown_Founder_18 - -
Unknown_Founder_19 64 -
Unknown_Founder_20 - -
Unknown_Founder_21 - -
Unknown_Founder_22 - -
Unknown_Founder_23 - -
Unknown_Founder_24 114 -
Unknown_Founder_25 6031 -
Unknown_Founder_26 - -
Unknown_Founder_5 1114 -
Unknown_Founder_7 - -
Unknown_Founder_8 - -
Unknown_Founder_9 - -
UP_Agra - -
UP_Alastair_Cannon_White - -
UP_Alfred_Jolibois 780 1114
UP_Alka 508 47
UP_Genotype_26 - -
UP_Amber - -
UP_Angyal_Dezso - -
UP_Anisha_Hosta - -
UP_Anna - -
UP_Antonovka_1.5_pound - -
UP_Api_Noir - -
UP_Genotype_9 - -
UP_Arthur_Turner - -
UP_Atlas - -
UP_Baccaiana - -
UP_Barraude - -
UP_Barthelemy_du_Mortier - -
UP_Bascombe_Mystery - -
UP_Bassard - -
UP_Baumanns_Renette - -
UP_Beauty_of_Bath - -
UP_Bec_dOie - -
UP_Bedminster_Pippin - -
UP_Bela_d_Barge - -
UP_Belle_de_France - -
UP_Belle_et_Bonne - -
UP_Belle_Fille_de_Lindre - -
UP_Belle_Fleur_de_Saint_Benoit - -
UP_Belle_Fleur_Krasnyi PI_589857 653
UP_Belle_Fontaine - -
UP_Genotype_27 - -
UP_Bezjaderne - -
UP_Bianc_Brusc - -
UP_Binotta - -
UP_Bitternfelder - -
UP_Bjorka - -
UP_Black_Gilliflower - -
UP_Blanche_de_Baldenheim - -
UP_Bohusovicke - -
UP_Bondy_de_Vilbert - -
UP_Bonne_Hotture - -
UP_Bonnet_de_Comte - -
UP_Bouillenne - -
UP_Brabant_Bellefleur - -
UP_Breakey - -
UP_Bridgewater_Pippin_of_Cheal - -
UP_Broad_Eyed_Pippin_of_B - -
UP_Brown_Kenting - -
UP_Brownlees_Russet - -
UP_Browns_Seedling - -
UP_Brusatte - -
UP_Buckingham_Milam - -
UP_Burr_Knot - -
UP_Cabana_Sagarra - -
UP_Cabarette - -
UP_Cabusse - -
UP_Cachao_Sagarra - -
UP_Cagarlaou - -
UP_Calera - -
UP_Calville_dAout 69 722
UP_Calville_dUlzen - -
UP_Calville_Malingre - -
UP_Calville_St_Sauveur - -
UP_Camaron - -
UP_Camuesa_Verde - -
UP_Cannelle_Verte - -
UP_Genotype_18 - -
UP_Carle - -
UP_Carrey - -
UP_Carrol - -
UP_Caudal_Market - -
UP_Champ_Gaillard - -
UP_Genotype_7 - -
UP_Charlot - -
UP_Chataignier - -
UP_Chaux - -
UP_Chelmsfordske - -
UP_Chenango_Strawberry - -
UP_Chodske - -
UP_Chorister_Boy - -
UP_Choureau - -
UP_Cissy - -
UP_Clarinette - -
UP_Clemens - -
UP_Cocoine - -
UP_Coing_du_Cantal - -
UP_Collins_June - -
UP_Commercio - -
UP_Conventina_di_Gubbio - -
UP_Coupette - -
UP_Court_Pendu - -
UP_Court_Pendu_Henry - -
UP_Court_Pendu_Sugny - -
UP_Coxs_Pomona 2841 -
UP_Cravert_Rouge - -
UP_Crimson_Beauty - -
UP_Crimson_Gold - -
UP_Crimson_Queening - -
UP_DArcy_Spice - -
UP_De_LEstre - -
UP_De_Quint - -
UP_Decio - -
UP_Delia_73 - -
UP_Dewdulip_Seedling - -
UP_Dijkmanszoet - -
UP_Domo_Favorit - -
UP_Douce - -
UP_Downton_Pippin - -
UP_Drakenberg - -
UP_Drap_dOr_Guemene - -
UP_Drei - -
UP_Dudley - -
UP_Dumelows_Seedling - -
UP_Dunizza_Gialla - -
UP_Easter_Orange - -
UP_Ecklinville - -
UP_Edelbohmer - -
UP_Edelroter - -
UP_Egremont_Russet - -
UP_Elisa_Ratkee - -
UP_Ella 239 78
UP_Eve - -
UP_Fearns_Pippin - -
UP_Fenouillet_de_Ribours - -
UP_Fer_de_Dolomieu - -
UP_Ferro_Cesio - -
UP_Feuillemorte - -
UP_Filippa - -
UP_Fior_dAcacia_PC - -
UP_Foiassa - -
UP_Forest_Winter - -
UP_France_Deliquet 278 3050
UP_Frau_Margarete_v_S - -
UP_Fredrik - -
UP_Frida - -
UP_Frogmore_Prolific - -
UP_Fullero - -
UP_Gabiola - -
UP_Gambe_Fine_Piatte - -
UP_Gambefine_Fine_Lunghe - -
UP_Garola - -
UP_Gelade - -
UP_Generos - -
UP_Gian_dAndre - -
UP_Giant_Geniton - -
UP_Gibbons_Russet - -
UP_Golden_Delicious - -
UP_Golden_Harvey - -
UP_Golden_Knob - -
UP_Golden_Pippin - -
UP_Goldparmaene - -
UP_Goteborgs_Flickapple - -
UP_Green_Harvey - -
UP_Grenoble_PC - -
UP_Gris_dla_Composta - -
UP_Groninger_Krone - -
UP_Gros_Api - -
UP_Grosse_Pomme_du_Marche - -
UP_Gueule_de_Mouton_Blanche - -
UP_Gueule_de_Mouton_CRAW - -
UP_Guldborg - -
UP_Gyllenkroks_Astrakan - -
UP_Hardapfel - -
UP_Harling_Hero - -
UP_Harvey - -
UP_Haugmann - -
UP_Hedenlunda - -
UP_Henry_Clay - -
UP_Heyer12 - -
UP_Himmelstalund - -
UP_Holland_Pippin - -
UP_Holsteiner_Zitronenapfel - -
UP_Horal - -
UP_Hugoapple - -
UP_Hunts_Duke_of_Gloucester - -
UP_Ilzer_Rosenapfel - -
UP_Ingalls_Pippin - -
UP_Jacquin - -
UP_Jantarnoe - -
UP_Jasapel - -
UP_Jaune_de_Suzeril - -
UP_Jean_Hardy - -
UP_Jennifer - -
UP_Jennifer_Wastie - -
UP_Jerusalem - -
UP_John_Divers 2092 340
UP_John_Standish - -
UP_John_Waterer - -
UP_Jonas_Hanes - -
UP_Jonathan - -
UP_Jonlet - -
UP_Josefiner - -
UP_Kalterer_Bohmer - -
UP_Kalvil_bily_podzimni - -
UP_Kansas_Queen - -
UP_Katinka - -
UP_Kavlas - -
UP_Kerry_Pippin - -
UP_Kesater - -
UP_Kilkenny_Pearmain - -
UP_Kmenotvorna - -
UP_Genotype_12 - -
UP_Konigin_Luisenapfel - -
UP_Kosikove - -
UP_La_Limbourgeoise - -
UP_Lamb_Abbey_Pearmain - -
UP_Lanes_P_A - -
UP_Large_Mouche_Douce - -
UP_Laxtons_Reward 163 105
UP_Lazzeruola - -
UP_Leboulle - -
UP_Leclercq_n3 - -
UP_Lemon_Queen - -
UP_Linnes_apple - -
UP_Lombarts_Calville 278 344
UP_Lord_Hindlip - -
UP_Lord_Stradbroke - -
UP_Losa - -
UP_Lowland_Raspberry - -
UP_Lusin - -
UP_M_9 - -
UP_Macleans_Favourite - -
UP_Magnana_TN - -
UP_Maiolino_PA - -
UP_Madam_Palm - -
UP_Mantet - -
UP_Marbree_de_Watervliet - -
UP_Marechal - -
UP_Margaret_Taylor - 42
UP_Marie_Joseph_dOthee - -
UP_Martrange - -
UP_Mary_Green_Taborita PI_437063 2818
UP_Matan - -
UP_Mela_del_Giappone - -
UP_Mela_del_Sangue - -
UP_Mela_Donna - -
UP_Mela_Gialla_I - -
UP_Mela_Mezza_Rosa - -
UP_Mela_Rosa_PD - -
UP_Mela_Rossa_Alessandro - -
UP_Mela_Tosta - -
UP_Mele_Galliane - -
UP_Melmoth - -
UP_Melonkalvill - -
UP_Meunier - -
UP_Mi_Aout_de_Chaussan - -
UP_Miali - -
UP_Mignonnette - -
UP_Milwaukee - -
UP_Missouri_Pippin - -
UP_Mohringer_Rosenapfel - -
UP_Molleskov 2258 42
UP_Morello - -
UP_Mrs._Phillimore 278 -
UP_Munster_Tulip - -
UP_Nathusius_Taubenapfel_FEM - -
UP_Nesta - -
UP_New_Bess_Pool - -
UP_Nolan_Pippin - -
UP_Nonsuch_Park - -
UP_Norland - -
UP_Normans_Pippin - -
UP_O_Muskatrenette - -
UP_Okrouhla - -
UP_Old_Rock_Pippin - -
UP_Olesnice - -
UP_Olga 57 4
UP_Opalescent - -
UP_Orange_Goff - -
UP_Oranie - -
UP_Paoluccia_LT - -
UP_Parkland - -
UP_Patte_de_Loup - -
UP_Patterson - -
UP_Pepin_Meunier - -
UP_Perregue - -
UP_Peterselie_Appel - -
UP_Petit_Api - -
UP_Petrel - -
UP_Picard - -
UP_Pickerings_Seedling - -
UP_Pigeon_de_Jerusalem - -
UP_Pigeonnet 357 2841
UP_Pilette - -
UP_Pitmaston_Pineapple - -
UP_Pitmaston_Russet_Nonpareil 278 -
UP_PJDTF - -
UP_Platet - -
UP_Pom_Fer - -
UP_Pom_Sandri - -
UP_Pomi_Rosini - -
UP_Pomme_Blanche_Dete - -
UP_Pomme_Citron - -
UP_Pomme_dAdam - -
UP_Pomme_de_Dolomieu - -
UP_Pomme_de_lEtang - -
UP_Pomme_de_Marchau - -
UP_Pomme_de_Quesme - -
UP_Pomme_de_Sore - -
UP_Pomme_de_Sucre - -
UP_Pomme_Fer - -
UP_Pomme_Fougere - -
UP_Pomme_Olivet - -
UP_Pomme_Poire - -
UP_Pomme_Rose - -
UP_Pommier_Tombe_Desaive - -
UP_Potts_Seedling - -
UP_Pouzac - -
UP_Primate - -
UP_Prinz_Albert - -
UP_Priscilla_NL - -
UP_Pron - -
UP_Pum_Bargnol - -
UP_Pum_Darcucu - -
UP_Pum_Persegh - -
UP_Pum_Rosa - -
UP_Pum_Tosc - -
UP_Puma_Olio - -
UP_R_Tardive_du_Chateau - -
UP_Raja 25 1041
UP_Ralls_Janet - -
UP_Ramane - -
UP_Rambour_Toussaint - -
UP_Raskubsky_zakusek - -
UP_Reale_dEntraygues - -
UP_Red_Winter - -
UP_Reinette_Blanche - -
UP_Reinette_Clochard - -
UP_Reinette_Daniel - -
UP_Reinette_dAnthezieux - -
UP_Reinette_de_Bordeaux - -
UP_Reinette_de_Breda_Grise - -
UP_Reinette_de_Lucas - -
UP_Reinette_de_Luneville - -
UP_Reinette_de_Maurs - -
UP_Reinette_de_Montbard - -
UP_Reinette_de_Provence - -
UP_Reinette_de_Raffray - -
UP_Reinette_de_Seguin - -
UP_Reinette_Doree - -
UP_Reinette_du_Ham - -
UP_Reinette_du_Mans - -
UP_Reinette_Franche - -
UP_Reinette_G_d_S - -
UP_Reinette_Gris - -
UP_Reinette_Michiels - -
UP_Reinette_Rouge_Etoilee - -
UP_Reinette_Struel - -
UP_Reinette_van_Berks - -
UP_Reinette_Verte_Gillet - -
UP_Renetta_di_Grenoble - -
UP_Repinaldo - -
UP_Roggeappel - -
UP_Roi_Franc - -
UP_Romarin - -
UP_Ros_Tomasin - -
UP_Rosa_FI - -
UP_Rosappel - -
UP_Rose_Rouge - -
UP_Rosendals_Klar - -
UP_Rossa_Manfenera - -
UP_Roter_Ananas - -
UP_Roter_Ananas_SLU - -
UP_Roter_Wint_Him - -
UP_Rouget_de_Born - -
UP_Ruggine_Roggia - -
UP_Ruhm_aus_Kirchwarder - -
UP_Saint_Francois - -
UP_Saint_Omer - -
UP_Sapis - -
UP_Savstaholm - -
UP_Scarlet_Pearmain - -
UP_Schoner_aus_Hh - -
UP_Sel._Monteromano_79 - -
UP_September_Beauty - -
UP_Sergeant_Peggy - -
UP_Shiemer - -
UP_Shone_von_Fontenay - -
UP_Sjogesta_Pippin - -
UP_Slava_Petersburg - -
UP_Solie - -
UP_Sonadore - -
UP_Sops_in_Wine - -
UP_Sormlands - -
UP_Souvenir_dEtichove - -
UP_Spasserud - -
UP_Speeckaert_Appel - -
UP_Starr - -
UP_Stars - -
UP_Stonehenge - -
UP_Strippy - -
UP_Sukkertop - -
UP_Summer_Golden_Pippin - -
UP_Surprise_Veitch 278 -
UP_Suzette - -
UP_Symonds_Winter - -
UP_Tete_de_Cheval_CRAW - -
UP_Tetofsky - -
UP_Tewkesbury_Baron - -
UP_Thodays_Quarrenden - -
UP_Tilsith - -
UP_Tinella - -
UP_Titan 42 -
UP_Tonnorella - -
UP_Transparente_Blanche_S - -
UP_Trogsta - -
UP_Trompe_Gelee - -
UP_Tuinzoet - -
UP_Type_Pepin_dOr___FAUX - -
UP_UGDP_Early_Strawberry - -
UP_Ulmer_Reinette - -
UP_unknown_1948_038 - -
UP_unknown_1948_209 - -
UP_Unknown_Founder_10 - -
UP_Unknown_Founder_15 - -
UP_Unknown_Founder_19 - -
UP_Unknown_Founder_23 - -
UP_Unknown_Founder_24 - -
UP_Unknown_Founder_25 - -
UP_Unknown_Founder_5 - -
UP_Varmlands_Sotapple - -
UP_Vernerovicke_tmave - -
UP_Vigneronne - -
UP_Vinne_hrebickove - -
UP_Virticchiaro - -
UP_Vishnevoe - -
UP_Vittsjoapple - -
UP_Von_Zuccalmaglios_Renette - -
UP_Wagener - -
UP_Warden - -
UP_Genotype_22 - -
UP_Winterbananenapfel 2928 77
UP_Worcester_Woodsil - -
UP_Wyken_Pippin - -
UP_X2044 - -
UP_Ye_Old_Peasgood - -
UP_Yellow_Ingestrie - -
UP_Zapovezene - -
UP_Zoete_Ermgaard - -
UP1_Beacon PI_644176 29
UP1_Beausoleil 278 1114
UP1_Calville_Rouge_des_Vignes 278 1114
UP1_F2_26829_2_2 334 998
UP1_Fameuse 10 1509
UP1_Frostbite 29 USA_SSE0108
UP1_May_Beauty 787 106
UP1_Sweet_Bough 344 4438
UP1_Tukker 6 163
UP2_Beacon USA_TOC_1003311 PI_644176
UP2_Beausoleil - -
UP2_Calville_Rouge_des_Vignes - -
UP2_F2_26829_2_2 334 106
UP2_Fameuse - -
UP2_Frostbite - -
UP2_May_Beauty 622 340
UP2_Sweet_Bough - -
UP2_Tukker - -
US_PRI_Williams_x_Starr 591 2395
X3188 267 447
X4598 - -
X6820 267 566
UP_UP_Coxs_Pomona 278 344
6341 1 -
5993 - -
4438 - -
5997 - -
4922 - -
2452 291 -
1509 - -
6379 278 1114
6393 - -
971 - -
Genotype_17 30 91
Genotype_18 278 -
Genotype_19 - -
Unknown_Founder_1 - -
2688.3 448 71
Genotype_21 - -
Genotype_22 344 -
2692 357 -
Genotype_9 24 -
Genotype_23 - -
7881 - -
Genotype_24 65 2382
Genotype_25 163 6
2928 - -
1132 - -
USA_SSE0107 - -
2755.2 - -
USA_SSE0090 - -
UP_Golden_Parmaene - -
Abondance - -
- - -
