MUNQ	Index	P1	P2
1591	Vierge_du_Pilat	Golden_Delicious	Kansas_Queen
1592	Colate	-	-
1593	Fer_de_Dolomieu	Genotype_7	UP_Fer_de_Dolomieu
1594	Mirail	-	-
1595	Pomme_de_Commere	-	-
1596	Pomme_de_Quesme	-	-
1597	Pomme_de_Cimetiere	-	-
1598	Pomme_de_Puits	-	-
1599	Merillon	-	-
1600	Pomme_de_Dolomieu	San_Baril	UP_Pomme_de_Dolomieu
1601	Reinette_de_Provence	Reinette_Franche	UP_Reinette_de_Provence
1602	Tete_de_Cheval_INRA	-	-
1603	Pacheroux	Opetian	Genotype_7
1604	Pigeon_du_Felgeadou	-	-
1605	Blanche_de_Baldenheim	Champagner_Renette	UP_Blanche_de_Baldenheim
1606	Fenouillet_Anise	-	-
1607	Saint_Francois	-	-
1611	Fevrette	-	-
1613	Amadou	-	-
1614	Couard	-	-
1615	Nez_de_Chat	-	-
1616	Calville_Rouge_des_Vignes	UP1_Calville_Rouge_des_Vignes	UP2_Calville_Rouge_des_Vignes
1617	Fenouillet_Gris_1	-	-
1618	Orange_dAnjou	Oxiu	Reinette_Franche
1619	Poire	-	-
1620	Ramane	-	-
1621	Roi_Franc	Reinette_du_Mans	UP_Roi_Franc
1622	Cannelle_Verte	Genotype_7	UP_Cannelle_Verte
1623	Reinette_de_Montbard	Reinette_Franche	UP_Reinette_de_Montbard
1624	Amere_de_Berthecourt	-	-
1630	Virticchiaro	-	-
1631	Vignone	-	-
1632	Tonnorella	Genotype_7	UP_Tonnorella
1633	Tinella	Lady	UP_Tinella
1634	Spennacchino	-	-
1635	Sonalio	-	-
1636	Sonadore	Oxiu	UP_Sonadore
1637	Serpente	-	-
1638	Sel._Marzabotto_1	-	-
1639	Sel._Monteromano_79	Calville_Rouge_dHiver	UP_Sel._Monteromano_79
1640	Sel_Idice_No.4	Rambour_Frank_MI	Commercio
1642	Scodellino	Missouri_Pippin	Decio
1643	Sapis	Reinette_Franche	UP_Sapis
1644	San_Baril	Calville_Rouge	Reinette_Franche
1646	S.Giuseppe	Missouri_Pippin	Rambour_Frank_MI
1648	Crimson_Gold	Calville_Rouge_dHiver	UP_Crimson_Gold
1649	Ruggine_Roggia	-	-
1652	Rossi	Calville_Rouge_dHiver	Pasarot
1653	Rossa_Manfenera	Genotype_7	UP_Rossa_Manfenera
1656	Rosa_FI	Kostlicher	UP_Rosa_FI
1657	Ros_Tomasin	-	-
1658	Ros_Magior	Rome_Beauty	Rus_d_Muslot
1661	Renetta_Rossa	-	-
1665	Puppino_Ferrarese	Genotype_7	UP_Puppino_Ferrarese
1667	Puma_Rosa_Bianca	-	-
1668	Puma_Olio	Oxiu	UP_Puma_Olio
1669	Pum_Tosc	-	-
1670	Pum_Bargnol	-	-
1671	Pum_Rusnein	Renetta_Grigia_di_Torriana	Magnana_TN
1672	Pum_Ros	Genotype_7	UP_Pum_Ros
1673	Pum_Persegh	Genotype_7	UP_Pum_Persegh
1674	Pom_Fer	Genotype_7	UP_Pom_Fer
1675	Pum_Darcucu	Lady	UP_Pum_Darcucu
1676	Pum_dAcacia	Genotype_7	UP_Pum_dAcacia
1677	Pron	Magnana_TN	UP_Pron
1679	Pomo_Rosso_Lillo	-	-
1680	Pomi_Rosini	Genotype_7	UP_Pomi_Rosini
1682	Pumella_Brusca	Genotype_7	UP_Pumella_Brusca
1683	Pom_Sandri	Genotype_7	UP_Pom_Sandri
1684	Pasarot	-	-
1685	Nesta	Genotype_7	UP_Nesta
1686	Muso_di_Bue	-	-
1687	Moscarello	-	-
1688	Miali	-	-
1689	Melo_di_Metzechi	-	-
1690	Mele_Galliane	Reinette_Franche	UP_Mele_Galliane
1692	Mela_Golden_Simile	Kalterer_Bohmer	Yellow_Bellflower
1693	Mela_del_Sangue	Calville_Rouge_dHiver	UP_Mela_del_Sangue
1694	Mela_Bastone	-	-
1695	Mela_Tardiva_1	Mela_Maggiaiola	Mela_di_Inverno
1696	Mela_Rozza	-	-
1697	Mela_Rossa_Alessandro	Missouri_Pippin	UP_Mela_Rossa_Alessandro
1698	Mela_Rosa_PD	Edelbohmer	UP_Mela_Rosa_PD
1699	Mela_del_Giappone	Calville_Rouge_dHiver	UP_Mela_del_Giappone
1700	Mela_Donna	Genotype_7	UP_Mela_Donna
1701	Mela_dAutunno	-	-
1703	Matan	Calville_Rouge_dHiver	UP_Matan
1706	Maiolino_PA	M_8	UP_Maiolino_PA
1707	Magnana_dManavela	-	-
1708	Magnana_TN	Reinette_Franche	UP_Magnana_TN
1709	Mela_di_Inverno	-	-
1710	Losa_d_Giaveno	Renetta_di_Grenoble	Gris_Canaviot
1711	Losa	Reinette_Franche	UP_Losa
1712	Locale_di_Trento	Golden_Noble	Kalterer_Bohmer
1713	Liscio_di_Cumiana	Renetta_di_Grenoble	Kostlicher
1714	Gris_dla_Composta	Reinette_Franche	UP_Gris_dla_Composta
1715	Gialla_di_Villa_Collemandina	-	-
1717	Gambe_Fine_Piatte	Calville_Rouge_dHiver	UP_Gambe_Fine_Piatte
1719	Foiassa	Genotype_7	UP_Foiassa
1720	Ferro_Cesio	Genotype_7	UP_Ferro_Cesio
1721	Eppia_IS	-	-
1722	Kinsei	Delicious	Golden_Delicious
1723	Dunizza_Gialla	Mosancelj	UP_Dunizza_Gialla
1724	Drei	Commercio	UP_Drei
1725	Dolcino	-	-
1726	Dolce	-	-
1727	Di_Bonacardo	Sonadore	UP_Di_Bonacardo
1728	Delieggio	Rosmarina_Bianca_MI	Rome_Beauty
1729	Conventina_di_Gubbio	Genotype_7	UP_Conventina_di_Gubbio
1730	Cocoine	Genotype_7	UP_Cocoine
1731	Cipolla	-	-
1732	Cavicchio_di_Levizzano	Calville_Rouge_dHiver	Commercio
1735	Carle	Kostlicher	UP_Carle
1736	Carla_Rossa	Kostlicher	Crimson_Gold
1737	Cardinale	-	-
1738	Carbone	-	-
1740	Camaron	-	-
1741	Calvilla_TO	-	-
1742	Calvilla_Estiva	-	-
1743	Busiard	-	-
1745	Bommino	-	-
1747	Binotta	-	-
1748	Biancuccia	-	-
1749	Bianc_Brusc	Renetta_di_Grenoble	UP_Bianc_Brusc
1750	Belfiore_Trento_PD	-	-
1751	Baccaiana	-	-
1752	Appiona	-	-
1753	Alka	Primula	UP_Alka
1755	Ella	Golden_Delicious	UP_Ella
1756	Katinka	Katja	UP_Katinka
1758	Veteran	Antonovka_Krasnobochka	Cortland
1759	Kronprins	-	-
1761	Sultanat	Gold_Reinette	Kaiser_Alexander
1762	Sawa	Fantazja	Primula
1764	Zarya_Alatau	Gold_Reinette	Reinette_de_Hollande
1765	Frida	Aromaapfel	UP_Frida
1766	Agra	Quinte	UP_Agra
1767	Apelsinoe	Kanelapple	Yellow_Transparent
1768	Barchatnoje	Longfield	Anis_Aliy_K-32
1769	Dronning_Louise	Prinzen_Apfel	Margil
1770	Eir	Katja	Buckley_Giant
1772	Fredrik	Aromaapfel	UP_Fredrik
1773	Haugmann	Weisser_Astrachan	UP_Haugmann
1774	Heta	Lobo_SGGW	Huvitus
1775	Idunn	Katja	Buckley_Giant
1776	Jaspi	Lobo_SGGW	Huvitus
1777	Juuso	Antonovka_OB	Lobo_SGGW
1778	Konsta	Antonovka_OB	Lobo_SGGW
1780	Lavia	-	-
1781	Luke	Malinda	Duchess_of_Oldenburg
1782	Maikki	Melba	Huvitus
1783	Nanna	Katja	Buckley_Giant
1784	Oberle	Crimson_Beauty	Stark_Earliest
1785	Rescue	-	-
1787	Raby_Rubin	Maglemer	Savstaholm
1788	Roter_Ananas_SLU	Pigeon_Hvid_Vinter	UP_Roter_Ananas_SLU
1789	Sandra	Lobo_SGGW	Huvitus
1790	Siv	Katja	Buckley_Giant
1791	Slava_Petersburg	Duchess_of_Oldenburg	UP_Slava_Petersburg
1792	Vitgylling	Gragylling	Saint_Germain
1793	Westland	-	-
1794	Olands_Kungsapple	-	-
1795	Sjogesta_Pippin	Gragylling	UP_Sjogesta_Pippin
1796	Alro	Peasgoods_Nonsuch	Berner_Rosen
1797	Ilga	Ruhm_aus_Kirchwarder	Delicious
1798	Kavlas	Gragylling	UP_Kavlas
1799	Linnes_apple	Calamano	UP_Linnes_apple
1800	Stars	Delicious	UP_Stars
1801	Carrol	Melba	UP_Carrol
1803	Farmors_Julapple	Roter_Astrachan	Weisser_Wintertaffetapfel
1804	Forlovningsapple	Saint_Germain	Heuapfel
1806	Gragylling	-	-
1807	Hanaskog	Oranie	Saint_Germain
1808	Hedenlunda	Weisser_Astrachan	UP_Hedenlunda
1809	Hugoapple	Saint_Germain	UP_Hugoapple
1810	Kesater	Calamano	UP_Kesater
1811	Kramforsapple	Savstaholm	Apfel_von_Akero
1812	Melonkalvill	Prinzen_Apfel	UP_Melonkalvill
1813	Malsaker	Saint_Germain	UP_Malsaker
1814	Norrviken	-	-
1815	Sandbergs_Roda	Gragylling	Saint_Germain
1816	Sparreholm	Weisser_Astrachan	Svensk_Rosenhager
1819	Arona	Iedzenu	Lobo_SGGW
1820	Olga	Delicious	UP_Olga
1821	Bersis	Antonovka_OB	Genotype_12
1822	Iedzenu	Peasgoods_Nonsuch	Genotype_12
1823	Raja	Peasgoods_Nonsuch	UP_Raja
1824	Rigas_Rozabele	Oranie	Maglemer
1825	Transparente_Blanche_S	Astrakan_Stor_Klar	UP_Transparente_Blanche_S
1826	Ausma	James_Grieve	UP_Ausma
1827	Stinas_apple	Gragylling	Golden_Parmaene
1828	Zimnaya_Krasavica	Antonovka_OB	Delicious
1829	Brunnsapple_Hallands	-	-
1830	Annas_Hulta	Oranie	Yellow_Transparent
1831	Boapple	-	-
1832	Kestrel	Macoun	Northern_Spy
1833	Vara	-	-
1835	Breakey	-	-
1836	Collet	McIntosh	Wealthy
1837	Heyer12	-	-
1838	Norland	Melba	UP_Norland
1839	Parkland	Melba	UP_Parkland
1840	Patterson	Melba	UP_Patterson
1841	Trail	-	-
1842	Severniy_Sinap	Antonovka_OB	UP_Severniy_Sinap
1843	Drejeaeble	Elmelund	Genotype_10
1844	Varmlands_Sotapple	Weisser_Astrachan	UP_Varmlands_Sotapple
1845	Hannaapple	Peasgoods_Nonsuch	Goteborgs_Flickapple
1846	Huvitus_NTTT	Lord_Lambourne	Apfel_von_Akero
1847	Spasserud	Saint_Germain	UP_Spasserud
1848	Sukkertop	Pigeon_Hvid_Vinter	UP_Sukkertop
1849	Trogsta	Weisser_Astrachan	UP_Trogsta
1850	Vittsjoapple	Weisser_Astrachan	UP_Vittsjoapple
1851	Starringeapple_Karin	Gragylling	Weisser_Astrachan
1852	Sormlands	Gragylling	UP_Sormlands
1853	Valldaapple	Goteborgs_Flickapple	Heuapfel
1854	Veseapple	-	-
1855	Aspa	-	-
1856	Domo_Favorit	Saint_Germain	UP_Domo_Favorit
1857	Fullero	Krippele_Apfel	UP_Fullero
1858	Josefiner	-	-
1860	Larsmasseapple	-	-
1861	Nyckelby	Coxs_Pomona	Lobo_SGGW
1862	Rosendals_Klar	Weisser_Astrachan	UP_Rosendals_Klar
1863	Goteborgs_Flickapple	Saint_Germain	UP_Goteborgs_Flickapple
1864	Fladie	Osenee_Polosatoe	Golden_Parmaene
1865	Himmelstalund	Reinette_de_Hollande	UP_Himmelstalund
1867	Tornstein	-	-
1868	Hampus	-	-
1869	Drakenberg	-	-
1870	Ard_Cairn_Russet	-	-
1871	Gibbons_Russet	-	-
1872	Beeley_Pippin	Golden_Russet	Roter_Astrachan
1873	Lord_Stradbroke	Calville_du_Roi	UP_Lord_Stradbroke
1874	Forge	-	-
1875	Harvey	-	-
1876	Schoolmaster	Golden_Noble	Dumelows_Seedling
1877	Nolan_Pippin	Nonpareil	UP_Nolan_Pippin
1878	Millet	-	-
1879	Holly	-	-
1880	Autumn_Pearmain	-	-
1881	Feltham_Beauty	Coxs_Orange_Pippin	Gladstone
1882	Climax	Northern_Spy	Weisser_Astrachan
1883	Cambusnethan_Pippin	-	-
1884	Oaken_Pin_of_Taylor	Genotype_14	UP_Oaken_Pin_of_Taylor
1885	Early_Strawberry_of_Great_M	-	-
1886	Carlisle_Codlin_of_Bultitude	Lord_Suffield	Devonshire
1887	Fillingham_Pippin	Keswick_Codlin	Golden_Parmaene
1888	Stobo_Castle	Coxs_Pomona	Ecklinville
1889	Scilly_Pearl	-	-
1890	Cottenham_Seedling	Bess_Pool	Dumelows_Seedling
1891	Cutler_Grieve	Lord_Suffield	Worcester_Pearmain
1892	George_Neal	Fearns_Pippin	Kaiser_Alexander
1893	Bushey_Grove	Kaiser_Alexander	Dumelows_Seedling
1895	S.T._Wright	Peasgoods_Nonsuch	Lord_Grosvenor
1896	Sowmans_Seedling	Grenadier	Bismarkapfel
1897	Maggie_Grieve	-	-
1898	Thorpes_Peach	Lanes_Prince_Albert	Worcester_Pearmain
1899	Morleys_Seedling	Lord_Derby	UP_Morleys_Seedling
1900	New_Bess_Pool	Court_of_Wick	UP_New_Bess_Pool
1901	Summer_Golden_Pippin	Golden_Harvey	UP_Summer_Golden_Pippin
1902	Ingalls_Pippin	Gascoynes_Scarlet	UP_Ingalls_Pippin
1903	Green_Harvey	Genotype_16	UP_Green_Harvey
1904	Cocketts_Red	-	-
1905	Northland_Seedling	Coxs_Orange_Pippin	UP_Northaland_Seedling
1906	Peche_Melba	-	-
1907	William_Peters	Coxs_Pomona	Coxs_Orange_Pippin
1908	Colonel_Yate	Lanes_Prince_Albert	UP_Colonel_Yate
1909	John_Divers	Bismarkapfel	UP_John_Divers
1910	Sam_Young	-	-
1911	Chorister_Boy	Cellini	UP_Chorister_Boy
1912	Bascombe_Mystery	Reinette_Franche	UP_Bascombe_Mystery
1913	Youngs_Pinello	Golden_Russet	Fameuse
1914	Ruby_Seabrook	Bismarkapfel	Wealthy
1915	Ducks_Bill	-	-
1916	Cleeve	Coxs_Orange_Pippin	Duchess_of_Oldenburg
1917	Hoods_Supreme	James_Grieve	Charles_Ross
1918	Easter_Orange	Margil	UP_Easter_Orange
1919	Curl_Tail	-	-
1920	Forester	-	-
1921	Crawley_Reinette	Golden_Parmaene	Dumelows_Seedling
1922	Tinsley_Quince	-	-
1923	DArcy_Spice	Reinette_Franche	UP_DArcy_Spice
1924	Pickerings_Seedling	Genotype_14	UP_Pickerings_Seedling
1925	Beauty_of_Moray	Keswick_Codlin	Stirling_Castle
1926	West_View_Seedling	Ben_Davis	York_Imperial
1927	Burr_Knot	Genotype_15	UP_Burr_Knot
1928	Bridgewater_Pippin_of_Cheal	-	-
1929	Star_of_Devon	-	-
1930	June_Crewdson	Devonshire	Melba
1931	Fairie_Queen	Coxs_Orange_Pippin	James_Grieve
1932	Forty_Shilling	-	-
1933	Jennifer	Margaret	UP_Jennifer
1934	Margaret_Taylor	Lanes_Prince_Albert	UP_Margaret_Taylor
1935	Storeys_Seedling	Newtown_Pippin	Bonum
1936	May_Beauty	UP1_May_Beauty	UP2_May_Beauty
1937	Mareda	Jonathan	Northern_Spy
1938	Corrys_Wonder	Lanes_Prince_Albert	Dumelows_Seedling
1939	Jennifer_Wastie	Worcester_Pearmain	UP_Jennifer_Wastie
1941	Burns_Seedling	-	-
1942	Stoke_Edith_Pippin	-	-
1943	Lamb_Abbey_Pearmain	Reinette_de_Hollande	UP_Lamb_Abbey_Pearmain
1944	Fearns_Pippin	Reinette_de_Hollande	UP_Fearns_Pippin
1945	Kilkenny_Pearmain	Karmelitter_Renette	UP_Kilkenny_Pearmain
1946	Knobby_Russet	-	-
1947	Queen_Caroline	Ye_Old_Peasgood	Alfriston
1948	Pine_Apple_Russet	-	-
1949	Mary_Barnett	Coxs_Orange_Pippin	Dumelows_Seedling
1950	Golden_Knob	Golden_Harvey	UP_Golden_Knob
1951	Browns_Seedling	Genotype_11	UP_Browns_Seedling
1952	Holland_Pippin	Reinette_Franche	UP_Holland_Pippin
1953	Dewdulip_Seedling	Reinette_de_Hollande	UP_Dewdulip_Seedling
1954	Eastbourne_Pippin	Beauty_of_Bath	Fruher_Viktoria_Apfel
1955	Rock_Lanarkshire	-	-
1956	Morriss_Russet	-	-
1957	Rathe_Ripe	-	-
1958	Konigin_Sophiensapfel	-	-
1959	Hogs_Snout	Eve	Sturmer_Pippin
1960	Martin_Becker	Golden_Harvey	Reinette_de_Hollande
1961	Castle_Major	-	-
1962	Montfort	Jonathan	Rome_Beauty
1963	Moores_Seedling	Genotype_4	Esopus_Spitzenburg
1964	Shoreditch_White	-	-
1965	Lucombes_Pine	-	-
1966	Downton_Pippin	Golden_Harvey	UP_Downton_Pippin
1967	Brown_Kenting	-	-
1969	Melmoth	Scarlet_Nonpareil	UP_Melmoth
1970	Monks_Golden_Pippin	-	-
1971	Hunts_Duke_of_Gloucester	Parkerovo	UP_Hunts_Duke_of_Gloucester
1972	Granny_Giffard	-	-
1973	Topaz_NFC	Worcester_Pearmain	Coxs_Orange_Pippin
1974	Hapsburg	-	-
1975	Wayside	Worcester_Pearmain	Coxs_Orange_Pippin
1976	Breedon_Pippin	-	-
1977	Lady_Isabel	Kaiser_Alexander	Sturmer_Pippin
1978	Crimson_Queening	Calville_Rouge	UP_Crimson_Queening
1979	Elmore_Pippin	-	-
1980	Longney_Russet	-	-
1982	Paroquet	-	-
1983	Dockney	-	-
1984	Strippy	Margaret	UP_Strippy
1985	Barnhill_Pippin	-	-
1986	Kemp	-	-
1987	Old_Somerset_Russet	-	-
1988	Summer_John	-	-
1989	Ballyfatten	-	-
1990	Lord_Lennox_Finzi	-	-
1991	Lass_o_Gowrie	-	-
1992	Scotch_Dumpling	Keswick_Codlin	Stirling_Castle
1993	Early_Julyan	-	-
1994	Laxtons_Rearguard	Court_Pendu	Coxs_Orange_Pippin
1995	Laxtons_Reward	UP1_Laxtons_Reward	UP2_Laxtons_Reward
1996	Sussex_Mother	-	-
1997	Stoke_Allow	-	-
1998	Saint_Albans_Pippin	-	-
1999	Prince_Edward	Coxs_Pomona	Coxs_Orange_Pippin
2000	Thompsons_Apple	-	-
2001	Golden_Royal	-	-
2002	Munster_Tulip	Genotype_15	UP_Munster_Tulip
2003	Eight_Square	-	-
2004	Cissy	Genotype_14	UP_Cissy
2005	Macleans_Favourite	-	-
2006	Carnet	McMahan	McIntosh
2007	Brenchley_Pippin	-	-
2008	Leonard_Lush	-	-
2009	Admiral	Ralls_Janet	Jonathan
2010	Longstart	-	-
2011	Brighton	Northern_Spy	Red_Dougherty
2012	Bedminster_Pippin	Reinette_Franche	UP_Bedminster_Pippin
2013	Gilliflower_of_Gloucester	-	-
2014	Martins_Kernel	-	-
2015	Delectable	Queen	Coxs_Orange_Pippin
2016	Wickham_Green	French_Crab	Genotype_16
2017	Caudal_Market	Lanes_Prince_Albert	UP_Caudal_Market
2018	Dillington_Beauty	-	-
2019	Welcome	American_Golden_Russet	Korobovka
2020	Symonds_Winter	Smiths_Cider	UP_Symonds_Winter
2021	Bensemans_Seedling	King_David	Red_Dougherty
2022	Fromme_Scab_Resistant	-	-
2023	Benenden_Early	St_Edmunds_Russet	Tilsith
2024	Pitmaston_Pineapple	Golden_Harvey	UP_Pitmaston_Pineapple
2025	Box_Apple	-	-
2026	Cornish_Honeypin	-	-
2027	Sissonss_Worksop_Newtown	Grimes_Golden	York_Imperial
2028	Victory_Carpenter	Lanes_Prince_Albert	Peasgoods_Nonsuch
2029	Lord_Hindlip	Cornish_Gilliflower	UP_Lord_Hindlip
2030	Alfriston	-	-
2031	Frogmore_Prolific	Hawthordenske	UP_Frogmore_Prolific
2032	Joybells	Queen	Coxs_Orange_Pippin
2034	John_Waterer	Peasgoods_Nonsuch	UP_John_Waterer
2035	Bens_Red	Box_Apple	Devonshire
2036	Bess_Pool	-	-
2037	Scarlet_Pearmain	Reinette_Franche	UP_Scarlet_Pearmain
2038	Fosters_Seedling	Cellini	Golden_Parmaene
2039	Bedwyn_Beauty	-	-
2040	Clarks_Seedling	-	-
2041	Shoesmith	Lanes_Prince_Albert	Peasgoods_Nonsuch
2042	Bramshott_Rectory	-	-
2043	Nelsons_Favourite	-	-
2044	Port_Allen_Russet	-	-
2045	Eynsham_Challenger	Lanes_Prince_Albert	Golden_Noble
2046	Sergeant_Peggy	Lanes_Prince_Albert	UP_Sergeant_Peggy
2047	Robert_Blatchford	Hawthordenske	Golden_Noble
2048	Robin_Pippin	Beauty_of_Bath	Worcester_Pearmain
2049	Thodays_Quarrenden	Devonshire	UP_Thodays_Quarrenden
2050	Lodgemore_Nonpareil	Nonpareil	Brown_Crofton
2051	Nancy_Jackson	-	-
2052	Mosss_Seedling	Jonathan	Genotype_1
2053	Nonsuch_Park	Reinette_Franche	UP_Nonsuch_Park
2054	Fred_Webb	Winter_Marigold	Gascoynes_Scarlet
2055	Lady_Hollendale	-	-
2056	Warden	Rome_Beauty	UP_Warden
2057	Wright	Jonathan	Ben_Davis
2058	Aldwick_Beauty	Beauty_of_Bath	Worcester_Pearmain
2059	Florence_Bennett	Golden_Spire	James_Grieve
2060	Alastair_Cannon-White	Peasgoods_Nonsuch	UP_Alastair_Cannon-White
2061	Unnamed_1974-496	McIntosh	Delicious
2062	Joaneting	-	-
2063	Arthur_Turner	Alfriston	UP_Arthur_Turner
2064	Redstart	Beauty_of_Bath	Coxs_Orange_Pippin
2065	St_Edmunds_Russet	-	-
2066	Unnamed_1978-366	Keswick_Codlin	Krasne_z_Hans
2067	White_Quarrenden	-	-
2068	Chivers_Delight	Barthelemy_du_Mortier	Coxs_Orange_Pippin
2069	I.B._Reid	Lord_Derby	Lanes_Prince_Albert
2070	Unnamed_1981-147	Peasgoods_Nonsuch	Coxs_Orange_Pippin
2071	Old_Rock_Pippin	-	-
2072	Strawberry_Pippin	-	-
2073	Proctors_Seedling	-	-
2074	Mother_Taylor	-	-
2075	Rough_Pippin_Cornwall	-	-
2076	Unnamed_1984-104	Beauty_of_Bath	Bismarkapfel
2077	Craggys_Seedling	-	-
2078	Worcester_Woodsil	Genotype_14	UP_Worcester_Woodsil
2079	Herefordshire_Russet	Coxs_Orange_Pippin	Golden_Delicious
2080	Harling_Hero	Old_Pearmain	UP_Harling_Hero
2081	Ambro	Golden_Delicious	James_Grieve
2082	Berna	Coxs_Orange_Pippin	Winter_Banana
2083	Tukker	UP1_Tukker	UP2_Tukker
2084	Blackmoors_Upright	-	-
2085	Hunts_Early	Margaret	Reinette_de_Hollande
2086	Sunrise_NFC	Lanes_Prince_Albert	Worcester_Pearmain
2087	Tommy_Knight	-	-
2089	Christmas_Pearmain	Orange_Goff	UP_Christmas_Pearmain
2090	Domino	Keswick_Codlin	Ye_Old_Peasgood
2091	Golden_Spire	Keswick_Codlin	Eve
2092	Grantonian	Maharaji	Genotype_11
2093	Irish_Peach	-	-
2094	Kentish_Quarrenden	Devonshire	Genotype_3
2095	King_Albert	Lanes_Prince_Albert	Tilsith
2096	Mary_Green	Wealthy	UP_Mary_Green_Taborita
2097	Norfolk_Beauty	Harvey	Hawthordenske
2098	Pitmaston_Russet_Nonpareil	Reinette_de_Hollande	UP_Pitmaston_Russet_Nonpareil
2099	Rivers_Early_Peach	Irish_Peach	Aspa
2100	Ross_Nonpareil	-	-
2101	Saint_Martins	Bess_Pool	Coxs_Orange_Pippin
2102	September_Beauty	Margil	UP_September_Beauty
2103	Stirling_Castle	Ye_Old_Peasgood	Hawthordenske
2104	Surprise_Veitch	Lord_Suffield	UP_Surprise_Veitch
2105	Thorle_Pippin	-	-
2106	Winter_Quarrenden	Calville_du_Roi	Devonshire
2107	Amber	Coxs_Orange_Pippin	UP_Amber
2108	Holaart_Doux	-	-
2109	Speeckaert_Appel	Court_Pendu	UP_Speeckaert_Appel
2110	Saint-Bernard	-	-
2111	Reinette_de_la_Dief	Barthelemy_du_Mortier	Bismarkapfel
2112	Pigeonnet	Genotype_3	UP_Pigeonnet
2113	Pepin_dOr_de_Bovelingen	Lord_Suffield	UP_Pepin_dOr_de_Bovelingen
2114	Reinette_Gris	Court_Pendu	UP_Reinette_Gris
2115	Souvenir_dEtichove	Holaart_Doux	UP_Souvenir_dEtichove
2116	Godelieve_Hegmans	Roter_Astrachan	Croncels
2117	Antonowka_Safran	Antonovka_OB	Duchess_of_Oldenburg
2118	Ceres_CRAW	Jonathan	Coxs_Orange_Pippin
2119	Keiing	-	-
2120	Mac_Intosh_Falso	-	-
2121	Court-Pendu_Noir	-	-
2125	Leboulle	Baumanns_Renette	UP_Leboulle
2126	Laubain_n1	Bismarkapfel	Golden_Noble
2127	Laubain_n2	Bismarkapfel	Golden_Noble
2128	Semis_Laubain	Landsberger_Reinette	Duchess_of_Oldenburg
2129	Leclercq_n3	Calville_Blanc	UP_Leclercq_n3
2130	Reinette_Parmentier_CRAW	-	-
2132	Speche	-	-
2133	Pomme_Obus_Vivier	-	-
2134	Bon-Pommier_Nouveau	Calville_des_Prairies	Gloire_de_Fauquemont
2135	Golden_Kroon	Jonathan	York_Imperial
2136	Miel_dAcren	Yellow_Transparent	Coxs_Orange_Pippin
2137	Reinette_Tardive_du_Chateau	Reinette_de_Hollande	UP_R_Tardive_du_Chateau
2138	Multhaupts_Reinette	-	-
2139	Blanc_Braibant	-	-
2140	Gris_Cou	-	-
2141	Jean-Jacques	-	-
2142	Jean_Hardy	Reinette_de_Hollande	UP_Jean_Hardy
2143	Semis_Louette	-	-
2145	Winterperzikappel	Jonathan	Brabant_Bellefleur
2146	Grosse_Reinette_Transparente	Bismarkapfel	Golden_Noble
2147	Pomme_de_Douce	-	-
2148	Semis_Bournonville	Reinette_Rouge_Etoilee	Yellow_Transparent
2149	Pomme-Poire	Grosse_Saint_Clement	UP_Pomme-Poire
2150	Reinette_Verbraeck	-	-
2151	Coupette	Copette	UP_Coupette
2153	Pomme_Cotelee_Nisol	-	-
2154	Pomme_de_Cotes_Simple	Calville_des_Prairies	Copette
2155	Pomme_de_Marchau	-	-
2156	Court-Pendu_Henry	Brabant_Bellefleur	UP_Court-Pendu_Henry
2157	Tequenne	Keswick_Codlin	Kasseler_Renette
2158	Rambour_Toussaint	Copette	UP_Rambour_Toussaint
2159	Pomme_Fraise_1	-	-
2160	Pomme_Rouge_Schyns	Roter_Jungfernapfel	Genotype_11
2161	Pomme_Douce_Schyns	-	-
2162	Pomme_Douce_Bruwier	-	-
2163	Delincee	Court_Pendu	Reinette_de_Hollande
2164	Pommier_Tombe_Desaive	-	-
2165	Reinette_Michiels	-	-
2166	Speche_Falso	-	-
2167	Pomme_Olivet	-	-
2169	Bouillenne	Copette	UP_Bouillenne
2170	Belle_Fontaine	Bouillenne	UP_Belle_Fontaine
2171	Pater_von_der_Ebzen	Groninger_Krone	Bismarkapfel
2172	Reinette_Struel	Genotype_15	UP_Reinette_Struel
2173	Collins_June	Sine_Quanon	UP_Collins_June
2174	Reinette_de_Cuzy	-	-
2175	Hative_de_Belquerau	Lord_Derby	Hawthordenske
2176	Pomme_Gare_Gembloux	Brabant_Bellefleur	Reinette_Rouge_Etoilee
2177	Malus_Stationis_1	-	-
2178	Malus_Stationis_2	-	-
2179	Reinette_Verte_Gillet	-	-
2181	Saint-Omer	Genotype_11	UP_Saint-Omer
2182	Tuinzoet	-	-
2183	Zoete_Rebbeling	-	-
2185	Rosappel	Brabant_Bellefleur	UP_Rosappel
2186	Pomme_Rose	Brabant_Bellefleur	UP_Pomme_Rose
2187	Koningszoet	-	-
2188	Roggeappel	Saint_Germain	UP_Roggeappel
2189	Zoete_Bloemee	Zwiebelborsdorfer	UP_Zoete_Bloemee
2190	Schoner_aus_Elmpt	Reinette_Rouge_Etoilee	Gloire_de_Fauquemont
2191	Jasapel	-	-
2193	Dijkmanszoet	Kasseler_Renette	UP_Dijkmanszoet
2194	Kaneelzoet	-	-
2195	Peterselie_Appel	Genotype_13	UP_Peterselie_Appel
2196	Pomme_Ronvaux_Jose	Calville_des_Prairies	Genotype_11
