Row,Position,Genotype,Management,Checks,Year,Country,Country_Year,Harvest_date,Fruit_weight,Fruit_number,Fruit_weight_single,Color_over,Russet_freq_all,Trunk_diameter,Trunk_increment,Flowering_intensity,Flowering_begin,Flowering_full,Flowering_end,Scab,Powdery_mildew,Scab_fruits,Sample_size,Weight_sample,Country_Management,Envir
28,49,12_I005,1,"",2019,CHE,CHE_2019,255,0.361,1,361,,,15.71,0.91,12.5,116,,,,,,,,CHE_1,CHE_2019_1
28,76,2794,1,"",2019,CHE,CHE_2019,255,1.518,4,379.5,,,18.01,2.51,62.5,109,,,,,,,,CHE_1,CHE_2019_1
28,77,249,1,"",2019,CHE,CHE_2019,255,1.518,4,379.5,,,18.01,3.21,62.5,109,,,,,,,,CHE_1,CHE_2019_1
34,68,12_I010,1,"",2019,CHE,CHE_2019,269,0.651,1,651,1,,27.29,3.99,25,114,,,,,,,,CHE_1,CHE_2019_1
35,1,3148,1,"",2019,CHE,CHE_2019,269,1.16,3,386.6666667,,,22.69,4.19,75,111,,,,,,,,CHE_1,CHE_2019_1
23,42,89,BUFFER,"",2019,CHE,CHE_2019,,0.204,1,204,,,19.56,2.26,12.5,111,,,,,,,,CHE_BUFFER,CHE_2019_BUFFER
29,85,12_B006,BUFFER,"",2019,CHE,CHE_2019,255,0.208,1,208,,,11.87,0,12.5,114,,,,,,,,CHE_BUFFER,CHE_2019_BUFFER
34,85,25,BUFFER,"",2019,CHE,CHE_2019,262,0.506,2,253,,,27.51,12.51,25,111,,,,,,,,CHE_BUFFER,CHE_2019_BUFFER
23,33,51,1,"",2020,CHE,CHE_2020,237,4.625,11,420.4545455,1,90.90909091,21.3,2.74,62.5,104,,,,,,,,CHE_1,CHE_2020_1
24,14,2974,1,"",2020,CHE,CHE_2020,247,2.526,6,421,1,100,24.9,4.73,75,110,,,,,,,,CHE_1,CHE_2020_1
28,26,12_B064,1,"",2020,CHE,CHE_2020,254,1.452,4,363,0,100,23.9,3.36,12.5,100,,,,,,,,CHE_1,CHE_2020_1
28,27,548,1,"",2020,CHE,CHE_2020,296,0.34,1,340,,,21.2,0.66,12.5,110,,,,,,,,CHE_1,CHE_2020_1
28,79,51,1,"",2020,CHE,CHE_2020,254,0.637,1,637,,,23.1,4.77,25,104,,,,,,,,CHE_1,CHE_2020_1
31,2,308,1,"",2020,CHE,CHE_2020,216,0.356,1,356,,,22.3,2.27,12.5,113,,,,,,,,CHE_1,CHE_2020_1
31,47,2785,1,"",2020,CHE,CHE_2020,302,0.657,2,328.5,,,20.9,2.04,12.5,110,,,,,,,,CHE_1,CHE_2020_1
32,48,757,1,"",2020,CHE,CHE_2020,275,0.794,2,397,,,20.7,1.98,12.5,120,,,,,,,,CHE_1,CHE_2020_1
32,55,592,1,"",2020,CHE,CHE_2020,237,2.189,6,364.8333333,2,100,26.3,4.2,37.5,110,,,,,,,,CHE_1,CHE_2020_1
33,7,JoPr_1990_102_242,1,"",2020,CHE,CHE_2020,254,0.426,1,426,,,23.5,5.8,12.5,102,,,,,,,,CHE_1,CHE_2020_1
35,81,112,1,"",2020,CHE,CHE_2020,289,0.198,3,66,,,19.3,0,12.5,110,,,,,,,,CHE_1,CHE_2020_1
36,44,197,1,"",2020,CHE,CHE_2020,296,0.138,2,69,,,19.8,4.31,12.5,107,,,,,,,,CHE_1,CHE_2020_1
18,78,2796,2,"",2020,CHE,CHE_2020,237,0.722,2,361,,,34.5,7.26,50,107,,,,,,,,CHE_2,CHE_2020_2
18,82,653,2,"",2020,CHE,CHE_2020,237,3.166,7,452.2857143,1,71.42857143,28.6,4.25,12.5,102,,,,,,,,CHE_2,CHE_2020_2
18,85,74,2,"",2020,CHE,CHE_2020,261,0.764,2,382,,,22.7,4.26,50,115,,,,,,,,CHE_2,CHE_2020_2
19,38,2794,2,"",2020,CHE,CHE_2020,230,0.678,2,339,,,26.3,2.97,25,102,,,,,,,,CHE_2,CHE_2020_2
18,44,353,BUFFER,"",2020,CHE,CHE_2020,302,0.778,3,259.3333333,,,36.6,3.47,37.5,110,,,,,,,,CHE_BUFFER,CHE_2020_BUFFER
18,86,NOVADI_0330,BUFFER,"",2020,CHE,CHE_2020,,19.388,91,213.0549451,,,34.1,5.87,100,107,,,,,,,,CHE_BUFFER,CHE_2020_BUFFER
23,42,89,BUFFER,"",2020,CHE,CHE_2020,,9.934,99,100.3434343,,,29.5,9.94,100,104,,,,,,,,CHE_BUFFER,CHE_2020_BUFFER
23,51,2670,1,"",2021,CHE,CHE_2021,,,,,,,32,3.8,,,,,,,,,,CHE_1,CHE_2021_1
24,2,25,1,"",2021,CHE,CHE_2021,245,0.23,1,230,0,100,,,,,,,,,,,,CHE_1,CHE_2021_1
24,57,691,1,"",2021,CHE,CHE_2021,,,,,,,39.4,3.5,,,,,,,,,,CHE_1,CHE_2021_1
24,58,786,1,"",2021,CHE,CHE_2021,,,,,,,36.5,2.2,,,,,,,,,,CHE_1,CHE_2021_1
25,66,267,1,"",2021,CHE,CHE_2021,,,,,,,36.8,2.9,,,,,,,,,,CHE_1,CHE_2021_1
27,39,25,1,"",2021,CHE,CHE_2021,231,0.313,1,313,0,0,23.4,2.8,100,120,,,,,,,,CHE_1,CHE_2021_1
27,64,2810,1,"",2021,CHE,CHE_2021,,,,,,,26.9,3,,,,,,,,,,CHE_1,CHE_2021_1
27,67,639,1,"",2021,CHE,CHE_2021,259,0.775,2,387.5,1,,22.1,0,0,116,,,,,,,,CHE_1,CHE_2021_1
28,28,12_B006,1,"",2021,CHE,CHE_2021,,,,,,,19.5,0,,,,,,,,,,CHE_1,CHE_2021_1
33,25,43,1,"",2021,CHE,CHE_2021,,,,,,,24.4,7.3,,,,,,,,,,CHE_1,CHE_2021_1
34,50,1893,1,"",2021,CHE,CHE_2021,259,0.447,1,447,1,,33.9,2.8,0,116,,,,,,,,CHE_1,CHE_2021_1
35,80,JoPr_1990_102_108,1,"",2021,CHE,CHE_2021,266,1.669,8,208.625,2,87.5,27.9,1.9,25,109,,,,,,,,CHE_1,CHE_2021_1
19,28,249,2,"",2021,CHE,CHE_2021,273,1.474,6,245.6666667,4,83.33333333,,,,,,,,,,,,CHE_2,CHE_2021_2
19,86,167,2,"",2021,CHE,CHE_2021,,,,,,,15.1,0.9,,,,,,,,,,CHE_2,CHE_2021_2
20,43,2796,2,"",2021,CHE,CHE_2021,245,1.415,4,353.75,1,100,25.4,2.1,75,116,,,,,,,,CHE_2,CHE_2021_2
20,68,JoPr_1990_102_169,2,"",2021,CHE,CHE_2021,,,,,,,20.9,1.1,,,,,,,,,,CHE_2,CHE_2021_2
19,87,286,BUFFER,"",2021,CHE,CHE_2021,,7.947,99,80.27272727,4,,30.3,7.7,87.5,111,,,,,,,,CHE_BUFFER,CHE_2021_BUFFER
24,42,12_O072,BUFFER,"",2021,CHE,CHE_2021,273,15.917,133,119.6766917,2,,50.2,7.4,100,116,,,,,,,,CHE_BUFFER,CHE_2021_BUFFER
29,86,FuGa_243,BUFFER,"",2021,CHE,CHE_2021,294,19.207,215,89.33488372,3,100,40.4,11,100,120,,,,,,,,CHE_BUFFER,CHE_2021_BUFFER
23,28,2936,1,"",2022,CHE,CHE_2022,237,2.248,14,160.5714286,1,26.66666667,35.81,3.71,62.5,105,,,,,,15,,CHE_1,CHE_2022_1
23,33,51,1,"",2022,CHE,CHE_2022,230,2.621,6,436.8333333,2,100,25.96,2.16,25,108,,,,,,6,,CHE_1,CHE_2022_1
24,51,135,1,"",2022,CHE,CHE_2022,300,3.244,18,180.2222222,1,100,25.61,0.51,75,111,,,,,,19,,CHE_1,CHE_2022_1
25,22,82,1,"",2022,CHE,CHE_2022,307,0.13,4,32.5,4,100,42.17,2.07,12.5,104,,,,,,4,,CHE_1,CHE_2022_1
25,37,317,1,"",2022,CHE,CHE_2022,307,0.057,1,57,2,100,36.08,2.48,,,,,,,,1,,CHE_1,CHE_2022_1
25,45,2992,1,"",2022,CHE,CHE_2022,237,1.918,14,137,1,6.25,29.32,2.82,87.5,104,,,,,,16,,CHE_1,CHE_2022_1
26,24,I_CC075,1,"",2022,CHE,CHE_2022,279,2.404,14,171.7142857,1,73.33333333,26.55,3.45,12.5,109,,,,,,15,,CHE_1,CHE_2022_1
26,58,I_CC044,1,"",2022,CHE,CHE_2022,307,25.979,256,101.4804688,1,100,42.45,6.55,100,109,,,,,,20,,CHE_1,CHE_2022_1
27,83,653,1,"",2022,CHE,CHE_2022,251,3.062,7,437.4285714,1,100,23.93,8.93,50,105,,,,,,6,,CHE_1,CHE_2022_1
28,20,12_J004,1,"",2022,CHE,CHE_2022,272,2.953,19,155.4210526,3,100,53.79,12.69,25,122,,,,,,20,,CHE_1,CHE_2022_1
28,37,653,1,"",2022,CHE,CHE_2022,230,1.966,4,491.5,0,25,20.86,6.16,50,105,,,,,,4,,CHE_1,CHE_2022_1
28,69,1020,1,"",2022,CHE,CHE_2022,265,3.204,15,213.6,2,100,30.95,8.75,12.5,122,,,,,,16,,CHE_1,CHE_2022_1
29,66,748,1,"",2022,CHE,CHE_2022,293,3.624,15,241.6,0,100,39.57,3.17,12.5,112,,,,,,16,,CHE_1,CHE_2022_1
29,68,435,1,"",2022,CHE,CHE_2022,307,0.101,2,50.5,1,100,31.12,2.32,12.5,109,,,,,,1,,CHE_1,CHE_2022_1
31,47,2785,1,"",2022,CHE,CHE_2022,272,0.659,2,329.5,0,100,28.5,1.4,12.5,117,,,,,,2,,CHE_1,CHE_2022_1
31,61,DLO_12_221,1,"",2022,CHE,CHE_2022,293,4.703,14,335.9285714,4,100,40.2,,37.5,112,,,,,,20,,CHE_1,CHE_2022_1
32,55,592,1,"",2022,CHE,CHE_2022,251,1.118,3,372.6666667,5,100,36.54,1.44,12.5,117,,,,,,3,,CHE_1,CHE_2022_1
33,23,58,1,"",2022,CHE,CHE_2022,244,1.526,8,190.75,1,100,37.37,4.07,12.5,108,,,,,,9,,CHE_1,CHE_2022_1
33,64,FuPi_005,1,"",2022,CHE,CHE_2022,300,18.089,203,89.10837438,1,100,39.47,5.47,87.5,109,,,,,,20,,CHE_1,CHE_2022_1
34,67,676,1,"",2022,CHE,CHE_2022,216,3.334,16,208.375,1,60,29.26,4.66,87.5,104,,,,,,20,,CHE_1,CHE_2022_1
35,9,652,1,"",2022,CHE,CHE_2022,279,2.13,14,152.1428571,4,100,35.08,4.08,25,105,,,,,,15,,CHE_1,CHE_2022_1
35,16,NOVADI_0622,1,"",2022,CHE,CHE_2022,286,2.773,14,198.0714286,5,100,40.66,7.06,37.5,105,,,,,,20,,CHE_1,CHE_2022_1
36,12,NOVADI_0347,1,"",2022,CHE,CHE_2022,279,16.701,190,87.9,4,30,34.55,0,75,105,,,,,,20,,CHE_1,CHE_2022_1
36,18,I_J056,1,"",2022,CHE,CHE_2022,265,3.586,12,298.8333333,5,69.23076923,33.2,4.2,12.5,115,,,,,,13,,CHE_1,CHE_2022_1
36,58,584,1,"",2022,CHE,CHE_2022,265,0.94,4,235,4,100,39.14,4.44,75,112,,,,,,5,,CHE_1,CHE_2022_1
36,68,NOVADI_0042,1,"",2022,CHE,CHE_2022,279,8.021,65,123.4,4,100,,,12.5,109,,,,,,3,,CHE_1,CHE_2022_1
18,47,I_CC044,2,"",2022,CHE,CHE_2022,286,21.762,241,90.29875519,1,100,55.5,7.9,75,109,,,,,,20,,CHE_2,CHE_2022_2
18,48,12_J028,2,"",2022,CHE,CHE_2022,286,2.143,15,142.8666667,4,100,48.63,6.33,12.5,120,,,,,,16,,CHE_2,CHE_2022_2
18,82,653,2,"",2022,CHE,CHE_2022,272,2.409,6,401.5,1,100,34.03,1.93,50,105,,,,,,5,,CHE_2,CHE_2022_2
19,2,6,2,"",2022,CHE,CHE_2022,237,1.319,10,131.9,3,90.90909091,29.69,2.09,12.5,108,,,,,,11,,CHE_2,CHE_2022_2
19,22,12_J011,2,"",2022,CHE,CHE_2022,272,12.937,161,80.35403727,4,100,57.98,10.78,87.5,109,,,,,,20,,CHE_2,CHE_2022_2
19,61,6,2,"",2022,CHE,CHE_2022,237,1.799,14,128.5,4,66.66666667,19.01,0,50,104,,,,,,15,,CHE_2,CHE_2022_2
20,30,601,2,"",2022,CHE,CHE_2022,223,2.911,17,171.2352941,4,10,36.94,,,,,,,,,20,,CHE_2,CHE_2022_2
20,37,13_32,2,"",2022,CHE,CHE_2022,237,2.124,18,118,3,36.84210526,47.27,6.87,50,106,,,,,,19,,CHE_2,CHE_2022_2
20,41,653,2,"",2022,CHE,CHE_2022,258,4.623,10,462.3,1,90,24.11,0,50,105,,,,,,10,,CHE_2,CHE_2022_2
20,42,12_P027,2,"",2022,CHE,CHE_2022,293,2.467,11,224.2727273,1,100,51.4,10.2,62.5,108,,,,,,20,,CHE_2,CHE_2022_2
20,43,2796,2,"",2022,CHE,CHE_2022,230,4.632,15,308.8,1,25,27.69,2.29,37.5,106,,,,,,16,,CHE_2,CHE_2022_2
20,59,1015,2,"",2022,CHE,CHE_2022,244,1.154,8,144.25,3,100,30.51,0.81,12.5,109,,,,,,9,,CHE_2,CHE_2022_2
18,42,1448,BUFFER,"",2022,CHE,CHE_2022,230,0.47,2,235,3,100,27.89,3.69,25,108,,,,,,7,,CHE_BUFFER,CHE_2022_BUFFER
19,88,1872,BUFFER,"",2022,CHE,CHE_2022,230,6.512,51,127.6862745,2,100,35.86,3.46,87.5,101,,,,,,20,,CHE_BUFFER,CHE_2022_BUFFER
28,42,750,BUFFER,"",2022,CHE,CHE_2022,279,8.574,43,199.3953488,3,90,32.46,12.46,75,105,,,,,,20,,CHE_BUFFER,CHE_2022_BUFFER
31,85,1125,BUFFER,"",2022,CHE,CHE_2022,307,10.737,82,130.9390244,2,85,37.35,7.45,50,109,,,,,,20,,CHE_BUFFER,CHE_2022_BUFFER
24,59,3190,1,"",2023,CHE,CHE_2023,,,,,,,35.22,1.32,,,,,,,,,,CHE_1,CHE_2023_1
26,32,12_N057,1,"",2023,CHE,CHE_2023,,,,,,,14.46,0.21,,,,,,,,,,CHE_1,CHE_2023_1
29,23,1989,1,"",2023,CHE,CHE_2023,271,0.387,2,193.5,2,,18.03,2.05,12.5,118,,,,,,,,CHE_1,CHE_2023_1
36,42,FuGa_187,1,"",2023,CHE,CHE_2023,,,,,,,28.6,0,,,,,,,,,,CHE_1,CHE_2023_1
19,9,Modi,2,Modi,2023,CHE,CHE_2023,,,,,,,27.97,0.29,,,,,,3,,,,CHE_2,CHE_2023_2
19,64,I_CC075,2,"",2023,CHE,CHE_2023,292,27.163,262,103.6755725,1,,48.38,3.89,87.5,118,,,,1,,,,CHE_2,CHE_2023_2
20,35,12_F046,2,"",2023,CHE,CHE_2023,278,19.231,210,91.57619048,3,,55.14,4.88,100,120,,,,3,,,,CHE_2,CHE_2023_2
20,57,601,2,"",2023,CHE,CHE_2023,229,4.928,48,102.6666667,3,,27.64,1.38,,,,,,2,,,,CHE_2,CHE_2023_2
24,42,12_O072,BUFFER,"",2023,CHE,CHE_2023,257,18.584,105,176.9904762,1,,,,62.5,116,,,,,,,,CHE_BUFFER,CHE_2023_BUFFER
26,42,1478,BUFFER,"",2023,CHE,CHE_2023,229,11.806,83,142.2409639,2,,,,100,116,,,,,,,,CHE_BUFFER,CHE_2023_BUFFER
27,86,290,BUFFER,"",2023,CHE,CHE_2023,257,3.749,14,267.7857143,1,,42.73,2.23,25,116,,,,,,,,CHE_BUFFER,CHE_2023_BUFFER
1,125,51,1,"",2018,ESP,ESP_2018,228,2.8,8,350,2,,32.77,,25,106,,,,,,,,ESP_1,ESP_2018_1
2,26,3013,1,"",2018,ESP,ESP_2018,283,0.7,3,233.33,0,,30.34,,62.5,110,,,,,,,,ESP_1,ESP_2018_1
3,76,330,1,"",2018,ESP,ESP_2018,263,0.72,3,240,0,,35.82,,62.5,99,,,,,,,,ESP_1,ESP_2018_1
4,109,676,1,"",2018,ESP,ESP_2018,198,0.46,2,230,1,,21.3,,87.5,99,,,,,,,,ESP_1,ESP_2018_1
5,1,473,1,"",2018,ESP,ESP_2018,249,0.84,3,280,0,,29,,25,99,,,,,,,,ESP_1,ESP_2018_1
5,46,653,1,"",2018,ESP,ESP_2018,182,0.68,3,226.67,0,,29.7,,62.5,99,,,,,,,,ESP_1,ESP_2018_1
5,129,3173,1,"",2018,ESP,ESP_2018,235,0.48,2,240,2,,34.7,,12.5,113,,,,,,,,ESP_1,ESP_2018_1
6,51,2836,1,"",2018,ESP,ESP_2018,207,0.26,1,260,1,,16.8,,12.5,113,,,,,,,,ESP_1,ESP_2018_1
6,68,473,1,"",2018,ESP,ESP_2018,242,1.04,4,260,0,,34.5,,62.5,101,,,,,,,,ESP_1,ESP_2018_1
6,86,7828,1,"",2018,ESP,ESP_2018,220,0.22,1,220,0,,33.8,,25,106,,,,,,,,ESP_1,ESP_2018_1
7,68,2794,1,"",2018,ESP,ESP_2018,229,0.98,4,245,2,,27.1,,37.5,94,,,,,,,,ESP_1,ESP_2018_1
7,123,93,1,"",2018,ESP,ESP_2018,229,1.62,5,324,0,,38.2,,50,110,,,,,,,,ESP_1,ESP_2018_1
8,8,12_N057,1,"",2018,ESP,ESP_2018,263,1.3,5,260,1,,22.3,,62.5,101,,,,,,,,ESP_1,ESP_2018_1
8,23,45,1,"",2018,ESP,ESP_2018,256,0.46,2,230,1,,29.1,,12.5,113,,,,,,,,ESP_1,ESP_2018_1
8,45,GaCr_043,1,"",2018,ESP,ESP_2018,249,4.24,10,424,2,,23.7,,50,101,,,,,,,,ESP_1,ESP_2018_1
9,51,FuGa_243,1,"",2018,ESP,ESP_2018,270,1.18,3,393.33,2,,32,,75,106,,,,,,,,ESP_1,ESP_2018_1
9,75,15,1,"",2018,ESP,ESP_2018,242,1.32,5,264,1,,36.8,,25,110,,,,,,,,ESP_1,ESP_2018_1
2,127,737,1,"",2019,ESP,ESP_2019,205,0.38,2,190,3,100,39.152116,8.512116001,0,79,86,98,,,,2,0.38,ESP_1,ESP_2019_1
3,40,NOVADI_0382,1,"",2019,ESP,ESP_2019,240,0.86,4,286.6666667,1,100,44.56338407,5.093384066,0,92,98,108,,,,3,0.86,ESP_1,ESP_2019_1
4,69,2762,1,"",2019,ESP,ESP_2019,247,2.88,8,411.4285714,0,100,40.74366543,8.943665432,0,86,92,98,,,,7,2.88,ESP_1,ESP_2019_1
5,3,JoPr_1990_102_001,1,"",2019,ESP,ESP_2019,247,0.42,2,210,2,100,35.65070725,4.650707253,0,86,92,108,,,,2,0.42,ESP_1,ESP_2019_1
5,15,143,1,"",2019,ESP,ESP_2019,233,0.15,2,150,0,100,39.47042589,11.27042589,12.5,86,92,108,,,,1,0.15,ESP_1,ESP_2019_1
5,52,757,1,"",2019,ESP,ESP_2019,247,3.9,9,433.3333333,3,100,38.19718634,10.19718634,0,108,116,116,,,,9,3.9,ESP_1,ESP_2019_1
5,129,3173,1,"",2019,ESP,ESP_2019,233,0.156,2,156,1,100,39.152116,4.452116001,0,86,93,98,,,,1,0.156,ESP_1,ESP_2019_1
6,87,5,1,"",2019,ESP,ESP_2019,191,1.46,5,292,0,100,39.152116,7.452116001,0,93,101,108,,,,5,1.46,ESP_1,ESP_2019_1
6,100,2813,1,"",2019,ESP,ESP_2019,274,0.38,2,190,2,50,41.3802852,7.280285204,0,86,93,101,,,,2,0.38,ESP_1,ESP_2019_1
7,3,587,1,"",2019,ESP,ESP_2019,247,1.52,5,304,2,100,31.51267873,2.912678732,37.5,87,93,101,,,,5,1.52,ESP_1,ESP_2019_1
7,34,779,1,"",2019,ESP,ESP_2019,184,0.02,2,10,2,100,39.152116,6.552116001,0,87,93,101,,,,2,0.02,ESP_1,ESP_2019_1
7,77,743,1,"",2019,ESP,ESP_2019,240,,1,,,,32.46760839,5.417608391,0,93,108,116,,,,1,,ESP_1,ESP_2019_1
8,49,72,1,"",2019,ESP,ESP_2019,233,0.134,2,134,0,100,31.83098862,8.230988618,0,101,108,,,,,1,0.134,ESP_1,ESP_2019_1
8,111,12_B057,1,"",2019,ESP,ESP_2019,240,1.02,5,255,3,100,28.01126998,4.311269984,0,87,93,101,,,,4,1.02,ESP_1,ESP_2019_1
8,120,118,1,"",2019,ESP,ESP_2019,274,0.394,2,197,,,36.28732702,8.077327025,12.5,87,93,101,,,,2,0.394,ESP_1,ESP_2019_1
9,16,25,1,"",2019,ESP,ESP_2019,178,,1,,0,100,29.28450953,3.984509529,0,93,101,101,,,,1,,ESP_1,ESP_2019_1
9,88,2980,1,"",2019,ESP,ESP_2019,261,0.38,7,190,0,100,35.96901714,8.569017139,25,87,93,108,,,,2,0.38,ESP_1,ESP_2019_1
1,80,I_BB049,1,"",2020,ESP,ESP_2020,260,0.6,6,150,4,100,36.60563691,1.273239545,37.5,83,127,100,,,,6,0.9,ESP_1,ESP_2020_1
2,82,653,1,"",2020,ESP,ESP_2020,225,5.94,14,424.2857143,0,100,33.42253805,2.864788976,37.5,83,93,100,,,,14,5.94,ESP_1,ESP_2020_1
3,90,29,1,"",2020,ESP,ESP_2020,177,1.705263158,19,94.73684211,3,0,27.05634033,0.318309886,62.5,80,127,100,,,,19,1.8,ESP_1,ESP_2020_1
5,46,653,1,"",2020,ESP,ESP_2020,218,2.24,5,448,0,100,36.60563691,1.591549431,12.5,90,100,106,,,,5,2.24,ESP_1,ESP_2020_1
5,89,12_O010,1,"",2020,ESP,ESP_2020,225,0.4,8,50,2,62.5,33.42253805,4.774648293,0,,,,,,,8,0.4,ESP_1,ESP_2020_1
5,121,12_J027,1,"",2020,ESP,ESP_2020,274,20.13,330,61,4,100,44.56338407,4.456338407,75,90,104,118,,,,20,1.22,ESP_1,ESP_2020_1
5,128,12_B064,1,"",2020,ESP,ESP_2020,260,9.928,68,146,2,100,57.29577951,7.957747155,50,90,94,136,,,,20,2.92,ESP_1,ESP_2020_1
6,111,66,1,"",2020,ESP,ESP_2020,,,,,,,73.21127382,44.56338407,,,,,,,,,,ESP_1,ESP_2020_1
7,27,51,1,"",2020,ESP,ESP_2020,197,1.46,5,292,0,100,39.78873577,1.909859317,12.5,118,94,100,,,,5,1.46,ESP_1,ESP_2020_1
7,32,740,1,"",2020,ESP,ESP_2020,225,0.765,4,255,3,100,33.42253805,0,50,92,99,106,,,,4,1.02,ESP_1,ESP_2020_1
8,118,1910,1,"",2020,ESP,ESP_2020,274,,3,73.33333333,0,100,35.01408748,2.864788976,50,83,91,100,,,,3,0.22,ESP_1,ESP_2020_1
9,109,12_F046,1,"",2020,ESP,ESP_2020,253,18.522,312,63,5,100,60.47887837,11.14084602,100,90,97,100,,,,20,1.26,ESP_1,ESP_2020_1
10,70,206,2,"",2020,ESP,ESP_2020,,,,,,,33.42253805,4.774648293,,,,,,,,,,ESP_2,ESP_2020_2
11,3,673,2,"",2020,ESP,ESP_2020,,,,,,,36.60563691,12.73239545,,,,,,,,,,ESP_2,ESP_2020_2
11,53,548,2,"",2020,ESP,ESP_2020,,,,,,,42.97183463,12.73239545,,,,,,,,,,ESP_2,ESP_2020_2
11,63,2003,2,"",2020,ESP,ESP_2020,,,,,,,39.78873577,15.59718442,,,,,,,,,,ESP_2,ESP_2020_2
11,81,2980,2,"",2020,ESP,ESP_2020,,,,,,,44.56338407,15.91549431,,,,,,,,,,ESP_2,ESP_2020_2
12,20,739,2,Gala,2020,ESP,ESP_2020,,,,,,,44.56338407,29.9211293,,,,,,,,,,ESP_2,ESP_2020_2
1,77,ACW_25628,1,"",2021,ESP,ESP_2021,,,1,,,,42.10009845,0.719813244,,,,,,,,,,ESP_1,ESP_2021_1
2,38,77,1,"",2021,ESP,ESP_2021,260,64.46066667,266,242.3333333,,,55.40012955,6.062097191,87.5,78,85,99,,,,20,4.846666667,ESP_1,ESP_2021_1
3,46,2071,1,"",2021,ESP,ESP_2021,,,1,,,,48.40011318,0.653630253,,105,,,,,,,,ESP_1,ESP_2021_1
4,121,TeBr_263,1,"",2021,ESP,ESP_2021,,,1,,,,59.60013937,8.670557581,,,,,,,,,,ESP_1,ESP_2021_1
4,124,2410,1,"",2021,ESP,ESP_2021,,,5,,,,50.90011903,4.74518553,0,78,96,102,,,,,,ESP_1,ESP_2021_1
5,65,1887,1,"",2021,ESP,ESP_2021,217,5.9,100,59,,,65.33015277,35.09071358,25,82,102,109,,,,20,1.18,ESP_1,ESP_2021_1
5,74,1448,1,"",2021,ESP,ESP_2021,203,2.0625,15,137.5,,,35.77008365,0.755996166,0,85,96,105,,,,20,2.75,ESP_1,ESP_2021_1
5,76,FuPi_005,1,"",2021,ESP,ESP_2021,259,42.075,510,82.5,,,50.75011868,6.18673461,0,85,96,105,,,,20,1.65,ESP_1,ESP_2021_1
5,95,673,1,"",2021,ESP,ESP_2021,273,1.5,15,100,,,29.30006852,2.243728191,0,91,96,105,,,,20,2,ESP_1,ESP_2021_1
7,85,I_J063,1,"",2021,ESP,ESP_2021,238,72.76,680,107,,,42.62009966,1.23981446,37.5,89,96,105,,,,20,2.14,ESP_1,ESP_2021_1
7,91,JoPr_1990_102_257,1,"",2021,ESP,ESP_2021,238,114.95,1045,110,,,51.20011973,1.862087369,37.5,78,96,105,,,,20,2.2,ESP_1,ESP_2021_1
8,10,691,1,"",2021,ESP,ESP_2021,,,4,,,,58.8001375,4.687456849,0,82,96,105,,,,,,ESP_1,ESP_2021_1
8,41,445,1,"",2021,ESP,ESP_2021,,,1,,,,56.70013259,4.179001369,,,,,,,,,,ESP_1,ESP_2021_1
9,22,3173,1,"",2021,ESP,ESP_2021,217,4.32,12,360,,,45.66010677,7.462920431,,,,,,,,3,1.08,ESP_1,ESP_2021_1
10,69,786,2,"",2021,ESP,ESP_2021,,,,,,,50.30011762,0.962085265,,,,,,,,,,ESP_2,ESP_2021_2
11,20,NOVADI_0356,2,"",2021,ESP,ESP_2021,,,,,,,43.37010142,19.49685995,,,,,,,,,,ESP_2,ESP_2021_2
11,88,I_M014,2,"",2021,ESP,ESP_2021,,,,,,,65.70015364,30.68606615,25,74,89,99,,,,,,ESP_2,ESP_2021_2
11,97,I_CC059,2,"",2021,ESP,ESP_2021,,,,,,,62.45014604,19.4783114,,,,,,,,,,ESP_2,ESP_2021_2
13,18,FuGa_016,2,"",2021,ESP,ESP_2021,,,,,,,45.1601056,3.7798204,0,96,102,105,,,,,,ESP_2,ESP_2021_2
13,24,12_I003,2,"",2021,ESP,ESP_2021,,,,,,,50.60011832,2.853635397,0,91,102,105,,,,,,ESP_2,ESP_2021_2
1,102,JoPr_1990_102_232,1,"",2022,ESP,ESP_2022,214,6.66,72,92.5,,,38.90009097,4.240009915,,,,,,,,20,1.85,ESP_1,ESP_2022_1
2,82,653,1,"",2022,ESP,ESP_2022,242,14.432,32,451,,,38.50009003,4.400010289,,,,,,,,20,9.02,ESP_1,ESP_2022_1
3,50,546,1,"",2022,ESP,ESP_2022,277,,2,,,,58.70013727,5.2600123,,,,,,,,2,,ESP_1,ESP_2022_1
3,76,330,1,"",2022,ESP,ESP_2022,277,,5,,,,60.90014241,17.1500401,,,,,,,,5,,ESP_1,ESP_2022_1
4,18,NOVADI_0256,1,"",2022,ESP,ESP_2022,263,,1,,,,46.00010757,0.800001871,,,,,,,,1,,ESP_1,ESP_2022_1
4,109,676,1,"",2022,ESP,ESP_2022,,,,,,,34.44008054,3.240007577,,,,,,,,,,ESP_1,ESP_2022_1
5,28,JoPr_1990_102_202,1,"",2022,ESP,ESP_2022,221,,1,,,,44.00010289,3.920009167,,,,,,,,1,,ESP_1,ESP_2022_1
6,110,290,1,"",2022,ESP,ESP_2022,242,3.29,17,193.5294118,,,93.54021874,61.54014391,,,,,,,,17,3.29,ESP_1,ESP_2022_1
7,25,809,1,"",2022,ESP,ESP_2022,265,1.71,13,131.5384615,,,26.9000629,0.530001239,,,,,,,,13,1.71,ESP_1,ESP_2022_1
