Genotype,Envir,Management,Row,Position,Color_over,R,P,Color_over_spats_residuals,Color_over_spats_geno_pred_values,Color_over_spats_adj_pheno
GaPi_033,ESP_2018_1,1,8,109,2,8,109,-0.332814544601147,2.3679524026213,2.03513785802015
GaPi_033,ESP_2018_1,1,8,44,3,8,44,0.591657433964555,2.3679524026213,2.95960983658586
GaPi_035,ESP_2018_1,1,8,20,1,8,20,-0.0429595463005184,1.13972006050398,1.09676051420346
GaPi_035,ESP_2018_1,1,4,115,1,4,115,-0.0994965751189465,1.13972006050398,1.04022348538504
GaPi_038,ESP_2018_1,1,7,86,0,7,86,-0.368454227112938,0.448020915448868,0.0795666883359299
GaPi_051,ESP_2018_1,1,5,90,2,5,90,0.564598415920368,1.57513327981674,2.13973169573711
GaPi_051,ESP_2018_1,1,5,62,1,5,62,-0.564792452064683,1.57513327981674,1.01034082775206
GaPi_056,ESP_2018_1,1,7,20,0,7,20,-0.366779641745123,0.453146220653023,0.0863665789079003
I_BB002,ESP_2018_1,1,9,102,2,9,102,0.402526109607044,1.56171201322212,1.96423812282917
I_BB002,ESP_2018_1,1,9,8,1,9,8,-0.407105261517473,1.56171201322212,1.15460675170465
I_BB012,ESP_2018_1,1,8,102,3,8,102,1.05510603133498,1.92519469483597,2.98030072617095
I_BB012,ESP_2018_1,1,5,39,1,5,39,-0.940924883938449,1.92519469483597,0.984269810897518
I_BB015,ESP_2018_1,1,3,70,3,3,70,0.349894459948684,2.64662860362974,2.99652306357843
I_BB022,ESP_2018_1,1,5,44,2,5,44,0.413417408432842,1.54229627326669,1.95571368169953
I_BB022,ESP_2018_1,1,7,129,1,7,129,-0.4243402438391,1.54229627326669,1.11795602942759
I_BB028,ESP_2018_1,1,2,90,1,2,90,-0.136097728926243,1.1591808194249,1.02308309049866
I_BB031,ESP_2018_1,1,4,44,2,4,44,0.0519042567063053,1.91655875081795,1.96846300752425
I_BB031,ESP_2018_1,1,2,70,2,2,70,0.0594552781395918,1.91655875081795,1.97601402895754
I_BB039,ESP_2018_1,1,4,75,2,4,75,0.12342294368349,1.94624141956661,2.06966436325009
I_BB039,ESP_2018_1,1,4,27,2,4,27,-0.00236522291806329,1.94624141956661,1.94387619664854
I_BB049,ESP_2018_1,1,7,10,2,7,10,-0.688854383961195,2.74180100009998,2.05294661613878
I_BB049,ESP_2018_1,1,1,80,4,1,80,1.06984441699298,2.74180100009998,3.81164541709296
I_BB056,ESP_2018_1,1,8,59,2,8,59,0.466160877419829,1.49866562275014,1.96482650016997
I_BB056,ESP_2018_1,1,1,72,1,1,72,-0.49133910758464,1.49866562275014,1.0073265151655
I_BB070,ESP_2018_1,1,9,126,1,9,126,-0.0678505012185691,1.10588807081241,1.03803756959384
I_BB070,ESP_2018_1,1,8,28,1,8,28,-0.0856595092172354,1.10588807081241,1.02022856159517
I_CC003,ESP_2018_1,1,9,124,0,9,124,-0.177363678483344,0.227422732012482,0.0500590535291378
I_CC003,ESP_2018_1,1,1,16,0,1,16,-0.263166352008059,0.227422732012482,-0.035743619995577
I_CC044,ESP_2018_1,1,5,120,0,5,120,-0.164836392740604,0.320180431632558,0.155344038891954
I_CC044,ESP_2018_1,1,9,15,0,9,15,-0.245387015930483,0.320180431632558,0.0747934157020745
I_CC048,ESP_2018_1,1,2,31,0,2,31,-0.227306992629581,0.196391099758789,-0.030915892870792
I_CC048,ESP_2018_1,1,9,100,0,9,100,-0.223361969153046,0.196391099758789,-0.0269708693942565
I_CC052,ESP_2018_1,1,3,41,0,3,41,-0.394703452936688,0.367681449748773,-0.0270220031879153
I_CC055,ESP_2018_1,1,4,91,0,4,91,-0.198435703098325,0.251168776327473,0.0527330732291483
I_CC055,ESP_2018_1,1,1,19,0,1,19,-0.234335808286518,0.251168776327473,0.0168329680409548
I_CC057,ESP_2018_1,1,8,101,0,8,101,-0.219375995566462,0.23667518135418,0.0172991857877179
I_CC057,ESP_2018_1,1,9,48,0,9,48,-0.218130992263697,0.23667518135418,0.0185441890904836
I_CC059,ESP_2018_1,1,2,10,1,2,10,0.286588165368823,0.680785914575722,0.967374079944545
I_CC059,ESP_2018_1,1,6,103,0,6,103,-0.57899133871008,0.680785914575722,0.101794575865643
I_CC067,ESP_2018_1,1,7,35,0,7,35,-0.248769262782445,0.2991187074708,0.0503494446883553
I_CC067,ESP_2018_1,1,6,109,0,6,109,-0.168335620005278,0.2991187074708,0.130783087465522
I_CC070,ESP_2018_1,1,7,126,1,7,126,0.396338754704095,0.706470912774624,1.10280966747872
I_CC070,ESP_2018_1,1,3,54,0,3,54,-0.680349896655419,0.706470912774624,0.026121016119205
I_CC075,ESP_2018_1,1,9,4,1,9,4,0.388569414815123,0.743535652732343,1.13210506754747
I_CC075,ESP_2018_1,1,9,125,0,9,125,-0.660470434788783,0.743535652732343,0.08306521794356
I_J012,ESP_2018_1,1,1,3,2,1,3,-0.392799760896466,2.32863790348036,1.93583814258389
I_J012,ESP_2018_1,1,9,87,3,9,87,0.638797466923077,2.32863790348036,2.96743537040344
I_J030,ESP_2018_1,1,6,37,2,6,37,0.0625216386564007,1.91675049158531,1.97927213024171
I_J030,ESP_2018_1,1,8,88,2,8,88,0.0489005434408634,1.91675049158531,1.96565103502617
I_J036,ESP_2018_1,1,1,38,3,1,38,0.182738383601968,2.82661628992418,3.00935467352615
I_J036,ESP_2018_1,1,5,88,3,5,88,0.22596325637793,2.82661628992418,3.05257954630211
I_J046,ESP_2018_1,1,9,86,3,9,86,0.606276401763159,2.40211349462865,3.00838989639181
I_J046,ESP_2018_1,1,9,19,2,9,19,-0.33627209614346,2.40211349462865,2.06584139848519
I_J054,ESP_2018_1,1,4,13,4,4,13,0.707733738258013,3.20874852322313,3.91648226148115
I_J054,ESP_2018_1,1,9,110,3,9,110,-0.174178451331506,3.20874852322313,3.03457007189163
I_J056,ESP_2018_1,1,9,37,4,9,37,1.16807162127232,2.81075246216413,3.97882408343646
I_J056,ESP_2018_1,1,4,68,2,4,68,-0.764553152398598,2.81075246216413,2.04619930976554
I_J063,ESP_2018_1,1,7,85,2,7,85,0.0816193772477165,1.94926670202417,2.03088607927189
I_J063,ESP_2018_1,1,3,62,2,3,62,0.0404267907486904,1.94926670202417,1.98969349277286
I_J064,ESP_2018_1,1,8,79,3,8,79,0.123677619878773,2.78098684855534,2.90466446843412
I_J064,ESP_2018_1,1,4,60,3,4,60,0.270115562591919,2.78098684855534,3.05110241114726
I_J069,ESP_2018_1,1,3,82,3,3,82,0.187625576490317,2.80178907970614,2.98941465619646
I_J069,ESP_2018_1,1,6,11,3,6,11,0.21296429622914,2.80178907970614,3.01475337593528
I_M007,ESP_2018_1,1,9,70,2,9,70,0.0908706918088644,1.8538497508093,1.94472044261816
I_M013,ESP_2018_1,1,2,27,2,2,27,0.413403095192482,1.54652451267708,1.95992760786957
I_M013,ESP_2018_1,1,5,108,1,5,108,-0.422944442557301,1.54652451267708,1.12358007011978
I_M014,ESP_2018_1,1,2,101,3,2,101,0.164877299979147,2.78871664061589,2.95359394059503
I_M014,ESP_2018_1,1,7,39,3,7,39,0.231441429003468,2.78871664061589,3.02015806961935
I_M024,ESP_2018_1,1,8,93,2,8,93,0.0694935190658166,1.94773660304464,2.01723012211046
I_M024,ESP_2018_1,1,4,46,2,4,46,0.0520527213632775,1.94773660304464,1.99978932440792
I_M026,ESP_2018_1,1,1,100,2,1,100,0.419167057478629,1.39981469064622,1.81898174812485
I_M026,ESP_2018_1,1,4,12,1,4,12,-0.476642744653801,1.39981469064622,0.923171945992424
I_M029,ESP_2018_1,1,3,38,3,3,38,0.140324672745476,2.83727125522353,2.977595927969
I_M029,ESP_2018_1,1,6,119,3,6,119,0.271858252401677,2.83727125522353,3.1091295076252
I_M047,ESP_2018_1,1,9,80,4,9,80,1.10770475689855,2.75225721363416,3.85996197053271
I_M047,ESP_2018_1,1,3,48,2,3,48,-0.723298376646532,2.75225721363416,2.02895883698763
I_M048,ESP_2018_1,1,3,27,2,3,27,0.0311783785625399,1.89713101782398,1.92830939638652
I_M048,ESP_2018_1,1,9,95,2,9,95,0.0738335543151589,1.89713101782398,1.97096457213914
I_M052,ESP_2018_1,1,9,40,2,9,40,0.0131167807518489,1.98895530708961,2.00207208784146
I_M052,ESP_2018_1,1,7,117,2,7,117,0.121896801801204,1.98895530708961,2.11085210889082
I_M056,ESP_2018_1,1,7,92,3,7,92,0.197751464807376,2.86112414011508,3.05887560492245
I_M056,ESP_2018_1,1,8,1,3,8,1,0.222224887351144,2.86112414011508,3.08334902746622
I_W002,ESP_2018_1,1,5,33,1,5,33,-0.0451801624972785,1.00557430521536,0.960394142718084
I_W002,ESP_2018_1,1,2,128,1,2,128,-0.141105254937338,1.00557430521536,0.864469050278025
I_W010,ESP_2018_1,1,3,30,3,3,30,0.577805492742645,2.34494258376378,2.92274807650643
I_W010,ESP_2018_1,1,2,71,2,2,71,-0.326480576346718,2.34494258376378,2.01846200741706
I_W034,ESP_2018_1,1,5,58,3,5,58,0.196736249958731,2.81647866842113,3.01321491837986
I_W034,ESP_2018_1,1,3,108,3,3,108,0.208653136027061,2.81647866842113,3.02513180444819
I_W036,ESP_2018_1,1,8,78,1,8,78,-0.0450651519723633,1.03485358025,0.98978842827764
I_W036,ESP_2018_1,1,3,13,1,3,13,-0.131653879930028,1.03485358025,0.903199700319975
I_W037,ESP_2018_1,1,3,20,1,3,20,-0.940646541095412,1.93059986114869,0.98995332005328
I_W037,ESP_2018_1,1,7,98,3,7,98,1.0565937125739,1.93059986114869,2.98719357372259
I_W044,ESP_2018_1,1,6,71,3,6,71,0.244043393516169,2.827118948593,3.07116234210917
I_W044,ESP_2018_1,1,7,51,3,7,51,0.164822479581232,2.827118948593,2.99194142817423
I_W045,ESP_2018_1,1,1,126,3,1,126,0.0501633775215722,2.64879403054507,2.69895740806664
I_W045,ESP_2018_1,1,6,36,3,6,36,0.300438589996526,2.64879403054507,2.9492326205416
I_W046,ESP_2018_1,1,5,64,1,5,64,-0.48322490470735,1.5276869107621,1.04446200605475
I_W046,ESP_2018_1,1,3,88,2,3,88,0.467528768256798,1.5276869107621,1.9952156790189
I_W049,ESP_2018_1,1,9,59,4,9,59,0.687579438888921,3.26013473658382,3.94771417547274
I_W049,ESP_2018_1,1,4,104,3,4,104,-0.13723479063199,3.26013473658382,3.12289994595183
I_W050,ESP_2018_1,1,4,29,3,4,29,0.172425824135917,2.75710074911701,2.92952657325293
I_W050,ESP_2018_1,1,2,73,3,2,73,0.213563079170831,2.75710074911701,2.97066382828784
JoPr_1990_102_001,ESP_2018_1,1,5,3,4,5,3,0.560864014528092,3.29233074386431,3.8531947583924
JoPr_1990_102_054,ESP_2018_1,1,1,39,3,1,39,0.180976654418232,2.8245970645668,3.00557371898503
JoPr_1990_102_054,ESP_2018_1,1,3,66,3,3,66,0.227065246267499,2.8245970645668,3.0516623108343
JoPr_1990_102_097,ESP_2018_1,1,3,112,3,3,112,-0.174024160073165,3.24951076291248,3.07548660283931
JoPr_1990_102_097,ESP_2018_1,1,2,4,4,2,4,0.720897649023585,3.24951076291248,3.97040841193606
JoPr_1990_102_108,ESP_2018_1,1,1,117,3,1,117,-0.365842778895639,3.1368547262643,2.77101194736866
JoPr_1990_102_108,ESP_2018_1,1,9,25,4,9,25,0.875908284115804,3.1368547262643,4.0127630103801
JoPr_1990_102_169,ESP_2018_1,1,3,72,2,3,72,-0.309352882370176,2.38852172355789,2.07916884118772
JoPr_1990_102_169,ESP_2018_1,1,2,22,3,2,22,0.574916363482615,2.38852172355789,2.96343808704051
JoPr_1990_102_179,ESP_2018_1,1,6,46,4,6,46,0.757646314442386,3.24370213653926,4.00134845098164
JoPr_1990_102_179,ESP_2018_1,1,3,92,3,3,92,-0.212670671638532,3.24370213653926,3.03103146490073
JoPr_1990_102_202,ESP_2018_1,1,5,28,4,5,28,1.1423602196186,2.81556056433344,3.95792078395204
JoPr_1990_102_202,ESP_2018_1,1,6,66,2,6,66,-0.737270804777963,2.81556056433344,2.07828975955548
JoPr_1990_102_232,ESP_2018_1,1,1,102,4,1,102,0.663704230526523,3.13371667801486,3.79742090854138
JoPr_1990_102_232,ESP_2018_1,1,9,60,3,9,60,-0.154664016381273,3.13371667801486,2.97905266163359
JoPr_1990_102_242,ESP_2018_1,1,5,21,3,5,21,0.155055651837682,2.77913620712042,2.9341918589581
JoPr_1990_102_242,ESP_2018_1,1,3,87,3,3,87,0.238132872579571,2.77913620712042,3.01726907969999
JoPr_1990_102_246,ESP_2018_1,1,1,101,2,1,101,0.0259699558990094,1.81456523624417,1.84053519214318
JoPr_1990_102_246,ESP_2018_1,1,3,2,2,3,2,0.0520653494007375,1.81456523624417,1.86663058564491
JoPr_1990_102_257,ESP_2018_1,1,7,40,3,7,40,0.208950820607071,2.81699294462719,3.02594376523426
JoPr_1990_102_257,ESP_2018_1,1,7,91,3,7,91,0.19660659428147,2.81699294462719,3.01359953890866
Modi,ESP_2018_1,1,1,88,4,1,88,0.341912772671233,3.51896168006813,3.86087445273936
Modi,ESP_2018_1,1,2,67,4,2,67,0.489253862502691,3.51896168006813,4.00821554257082
Modi,ESP_2018_1,1,9,39,4,9,39,0.479193628508617,3.51896168006813,3.99815530857675
Modi,ESP_2018_1,1,3,28,4,3,28,0.430468266246764,3.51896168006813,3.94942994631489
Modi,ESP_2018_1,1,5,24,4,5,24,0.476230073316042,3.51896168006813,3.99519175338417
Modi,ESP_2018_1,1,4,108,3,4,108,-0.404341077146706,3.51896168006813,3.11462060292143
Modi,ESP_2018_1,1,4,59,3,4,59,-0.501816438523842,3.51896168006813,3.01714524154429
Modi,ESP_2018_1,1,3,127,4,3,127,0.465132382392558,3.51896168006813,3.98409406246069
Modi,ESP_2018_1,1,7,56,4,7,56,0.521625665642687,3.51896168006813,4.04058734571082
Modi,ESP_2018_1,1,6,45,2,6,45,-1.48050865479509,3.51896168006813,2.03845302527305
Modi,ESP_2018_1,1,2,62,4,2,62,0.462455521173252,3.51896168006813,3.98141720124138
Modi,ESP_2018_1,1,9,79,4,9,79,0.365614601692262,3.51896168006813,3.88457628176039
Modi,ESP_2018_1,1,8,90,2,8,90,-1.46807438842635,3.51896168006813,2.05088729164178
Modi,ESP_2018_1,1,9,57,4,9,57,0.422144421921597,3.51896168006813,3.94110610198973
Modi,ESP_2018_1,1,3,79,4,3,79,0.419651395973106,3.51896168006813,3.93861307604124
Modi,ESP_2018_1,1,5,109,3,5,109,-0.384031140523853,3.51896168006813,3.13493053954428
NOVADI_0010,ESP_2018_1,1,3,63,3,3,63,0.323886032134921,2.72233638216757,3.04622241430249
NOVADI_0010,ESP_2018_1,1,1,98,3,1,98,0.0507443475530414,2.72233638216757,2.77308072972061
NOVADI_0023,ESP_2018_1,1,8,84,4,8,84,2.03534112058576,1.91946788195696,3.95480900254272
NOVADI_0023,ESP_2018_1,1,4,17,0,4,17,-1.92303108850225,1.91946788195696,-0.00356320654528552
NOVADI_0042,ESP_2018_1,1,1,41,3,1,41,0.350081968227631,2.64720249921989,2.99728446744752
NOVADI_0114,ESP_2018_1,1,1,24,2,1,24,-0.775074749044883,2.82343117872628,2.0483564296814
NOVADI_0114,ESP_2018_1,1,7,82,4,7,82,1.18273572112416,2.82343117872628,4.00616689985044
NOVADI_0256,ESP_2018_1,1,5,115,1,5,115,-0.128293542238272,1.18306663582746,1.05477309358919
NOVADI_0268,ESP_2018_1,1,4,16,4,4,16,0.572319882367211,3.3273930465587,3.89971292892591
NOVADI_0286,ESP_2018_1,1,7,96,2,7,96,-0.324106113961032,2.40333254898975,2.07922643502872
NOVADI_0286,ESP_2018_1,1,6,57,3,6,57,0.594508719879805,2.40333254898975,2.99784126886955
NOVADI_0296,ESP_2018_1,1,9,93,2,9,93,-0.351157211203968,2.34992503105121,1.99876781984724
NOVADI_0296,ESP_2018_1,1,1,57,3,1,57,0.60411003715671,2.34992503105121,2.95403506820792
NOVADI_0329,ESP_2018_1,1,6,99,4,6,99,0.405539991479771,3.66481412409975,4.07035411557952
NOVADI_0329,ESP_2018_1,1,2,47,4,2,47,0.277025110778892,3.66481412409975,3.94183923487864
NOVADI_0330,ESP_2018_1,1,2,79,4,2,79,0.5731415861287,3.32990798706039,3.90304957318909
NOVADI_0347,ESP_2018_1,1,4,21,2,4,21,-0.451682736352111,2.38961482522941,1.9379320888773
NOVADI_0347,ESP_2018_1,1,6,94,3,6,94,0.717603365379018,2.38961482522941,3.10721819060843
NOVADI_0356,ESP_2018_1,1,9,72,0,9,72,-0.612189606931332,0.638381705170736,0.0261920982394046
NOVADI_0356,ESP_2018_1,1,3,19,1,3,19,0.305931752595501,0.638381705170736,0.944313457766237
NOVADI_0371,ESP_2018_1,1,8,29,1,8,29,-0.921536685901144,1.90158551092482,0.980048825023674
NOVADI_0371,ESP_2018_1,1,2,91,3,2,91,1.02800403044128,1.90158551092482,2.9295895413661
NOVADI_0382,ESP_2018_1,1,3,40,2,3,40,-0.381318657464721,2.36551197969964,1.98419332223492
NOVADI_0382,ESP_2018_1,1,3,100,3,3,100,0.639364190114118,2.36551197969964,3.00487616981376
NOVADI_0622,ESP_2018_1,1,3,18,4,3,18,0.818754931824854,3.05035507350591,3.86911000533076
NOVADI_0622,ESP_2018_1,1,1,121,3,1,121,-0.336951363613419,3.05035507350591,2.71340370989249
NOVADI_0731,ESP_2018_1,1,7,83,3,7,83,0.19918026215978,2.81995711216551,3.01913737432529
NOVADI_0731,ESP_2018_1,1,2,45,3,2,45,0.207345631948964,2.81995711216551,3.02730274411447
NOVADI_0766,ESP_2018_1,1,4,30,3,4,30,-0.302583660125986,3.24167696080477,2.93909330067879
NOVADI_0766,ESP_2018_1,1,6,81,4,6,81,0.84689761947546,3.24167696080477,4.08857458028023
NOVADI_0830,ESP_2018_1,1,7,97,4,7,97,0.817576047819435,3.24333541043021,4.06091145824964
NOVADI_0830,ESP_2018_1,1,2,5,3,2,5,-0.272720225036389,3.24333541043021,2.97061518539382
NOVADI_0980,ESP_2018_1,1,8,58,3,8,58,0.647243139683317,2.32983564326951,2.97707878295283
NOVADI_0980,ESP_2018_1,1,1,69,2,1,69,-0.400854097444429,2.32983564326951,1.92898154582508
NOVADI_1015,ESP_2018_1,1,1,90,4,1,90,0.302491669929044,3.63353273640643,3.93602440633547
NOVADI_1015,ESP_2018_1,1,8,27,4,8,27,0.369852898716564,3.63353273640643,4.00338563512299
TeBr_012,ESP_2018_1,1,6,67,2,6,67,-0.342410274670653,2.39372810078976,2.05131782611911
TeBr_012,ESP_2018_1,1,5,59,3,5,59,0.60967482972592,2.39372810078976,3.00340293051568
TeBr_021,ESP_2018_1,1,7,5,2,7,5,-0.278450916403448,2.34847235290389,2.07002143650045
TeBr_021,ESP_2018_1,1,1,82,3,1,82,0.530929110412774,2.34847235290389,2.87940146331667
TeBr_022,ESP_2018_1,1,9,83,0,9,83,-0.24218913709441,0.191088611522941,-0.0511005255714687
TeBr_022,ESP_2018_1,1,9,29,0,9,29,-0.210212300874332,0.191088611522941,-0.0191236893513909
TeBr_027,ESP_2018_1,1,5,32,2,5,32,0.521760896606445,1.46821518106839,1.98997607767484
TeBr_027,ESP_2018_1,1,2,120,1,2,120,-0.556888166302096,1.46821518106839,0.911327014766297
TeBr_043,ESP_2018_1,1,3,24,2,3,24,0.104474689877303,1.88115064353692,1.98562533341422
TeBr_043,ESP_2018_1,1,2,80,2,2,80,-0.00468400722518014,1.88115064353692,1.87646663631174
TeBr_071,ESP_2018_1,1,3,26,2,3,26,0.0335581336418331,1.96795449259694,2.00151262623877
TeBr_071,ESP_2018_1,1,4,67,2,4,67,0.0945938757441873,1.96795449259694,2.06254836834112
TeBr_084,ESP_2018_1,1,6,20,3,6,20,0.21439891367696,2.82840237098399,3.04280128466095
TeBr_084,ESP_2018_1,1,3,124,3,3,124,0.194886290615566,2.82840237098399,3.02328866159955
TeBr_180,ESP_2018_1,1,5,5,2,5,5,0.395683510813406,1.54502351761493,1.94070702842834
TeBr_180,ESP_2018_1,1,6,116,1,6,116,-0.405715276654415,1.54502351761493,1.13930824096051
TeBr_248,ESP_2018_1,1,9,106,1,9,106,-0.901434313524301,1.93785760805006,1.03642329452576
TeBr_248,ESP_2018_1,1,4,31,3,4,31,1.01975280071575,1.93785760805006,2.9576104087658
TeBr_263,ESP_2018_1,1,4,121,3,4,121,0.270385629394553,2.83533384713369,3.10571947652825
TeBr_263,ESP_2018_1,1,6,12,3,6,12,0.141164288524839,2.83533384713369,2.97649813565853
1,ESP_2019_1,1,5,72,3,5,72,0.286273035075903,2.62475429170184,2.91102732677774
101,ESP_2019_1,1,3,126,3,3,126,0.772135096531644,2.32284445549546,3.09497955202711
101,ESP_2019_1,1,1,63,3,1,63,0.868028354045839,2.32284445549546,3.1908728095413
101,ESP_2019_1,1,9,45,1,9,45,-1.45680311592505,2.32284445549546,0.866041339570416
1015,ESP_2019_1,1,4,28,1,4,28,-0.202886773645755,1.18973065397568,0.98684388032992
1020,ESP_2019_1,1,9,121,3,9,121,0.612596975996969,2.29537499573025,2.90797197172722
1020,ESP_2019_1,1,8,63,2,8,63,-0.438600219289299,2.29537499573025,1.85677477644095
1106.1,ESP_2019_1,1,7,73,2,7,73,0.41408303974885,1.4082485941098,1.82233163385865
1106.1,ESP_2019_1,1,8,61,1,8,61,-0.542483100431725,1.4082485941098,0.865765493678071
1113,ESP_2019_1,1,9,47,5,9,47,0.86869255132111,4.00205463664673,4.87074718796784
1113,ESP_2019_1,1,9,98,4,9,98,-0.112935979128672,4.00205463664673,3.88911865751806
112,ESP_2019_1,1,5,71,3,5,71,0.293380831496233,2.64560607815988,2.93898690965612
1123,ESP_2019_1,1,1,33,2,1,33,0.271434933716612,2.02179991632359,2.2932348500402
1123,ESP_2019_1,1,7,81,2,7,81,-0.190692343696827,2.02179991632359,1.83110757262676
1125,ESP_2019_1,1,9,76,3,9,76,0.157250751781274,2.70569018525423,2.86294093703551
1125,ESP_2019_1,1,9,44,3,9,44,0.156611087526131,2.70569018525423,2.86230127278036
114,ESP_2019_1,1,3,91,1,3,91,-0.0293952261140202,1.10281366419439,1.07341843808037
114,ESP_2019_1,1,7,52,1,7,52,-0.20311914179453,1.10281366419439,0.899694522399865
118,ESP_2019_1,1,9,54,0,9,54,-0.484332612420065,0.364067089268094,-0.120265523151972
12_196,ESP_2019_1,1,5,122,3,5,122,0.241335616198013,2.80806583589498,3.04940145209299
12_196,ESP_2019_1,1,6,39,3,6,39,0.107423246662628,2.80806583589498,2.91548908255761
12_197,ESP_2019_1,1,5,81,3,5,81,0.457387960370527,2.47322258758294,2.93061054795347
12_197,ESP_2019_1,1,1,17,2,1,17,-0.22276788588245,2.47322258758294,2.25045470170049
12_204,ESP_2019_1,1,8,51,4,8,51,0.215280997784538,3.63497371994895,3.85025471773348
12_204,ESP_2019_1,1,4,128,4,4,128,0.415347857848618,3.63497371994895,4.05032157779756
12_205,ESP_2019_1,1,1,81,3,1,81,-0.224145090138413,3.30508350567066,3.08093841553225
12_205,ESP_2019_1,1,2,43,4,2,43,0.742323509504754,3.30508350567066,4.04740701517541
12_B020,ESP_2019_1,1,8,71,2,8,71,-0.503364679145889,2.37477409982186,1.87140942067597
12_B020,ESP_2019_1,1,5,2,3,5,2,0.704426391126118,2.37477409982186,3.07920049094797
12_B023,ESP_2019_1,1,2,13,0,2,13,-0.509510863829435,0.756406920756111,0.246896056926676
12_B023,ESP_2019_1,1,5,86,1,5,86,0.158916032362345,0.756406920756111,0.915322953118456
12_B061,ESP_2019_1,1,4,64,1,4,64,0.294851552192237,0.60034259063211,0.895194142824348
12_B061,ESP_2019_1,1,9,94,0,9,94,-0.698644390901,0.60034259063211,-0.0983018002688898
12_B064,ESP_2019_1,1,5,128,0,5,128,-0.441700567963924,0.489134583425136,0.0474340154612126
12_B074,ESP_2019_1,1,2,75,0,2,75,-0.448842748492006,0.46818192603186,0.0193391775398538
12_B081,ESP_2019_1,1,4,129,0,4,129,-0.193412226418161,0.241907115249984,0.0484948888318231
12_B081,ESP_2019_1,1,6,28,0,6,28,-0.33256133737942,0.241907115249984,-0.090654222129436
12_B093,ESP_2019_1,1,5,98,0,5,98,-0.392012590505364,0.367985175812632,-0.024027414692731
12_B093,ESP_2019_1,1,1,22,0,1,22,-0.09098445474055,0.367985175812632,0.277000721072082
12_B095,ESP_2019_1,1,4,49,2,4,49,0.0189947323142199,1.84065331800023,1.85964805031445
12_E003,ESP_2019_1,1,3,25,0,3,25,-0.177923441973413,0.230522475037868,0.052599033064455
12_E003,ESP_2019_1,1,6,75,0,6,75,-0.351930830324099,0.230522475037868,-0.121408355286231
12_E014,ESP_2019_1,1,6,70,0,6,70,-0.482167938852534,0.370417483724029,-0.111750455128505
12_E015,ESP_2019_1,1,2,129,2,2,129,-0.371274955121416,2.42994379920446,2.05866884408304
12_E015,ESP_2019_1,1,2,49,3,2,49,0.591142489450315,2.42994379920446,3.02108628865477
12_E017,ESP_2019_1,1,2,94,0,2,94,-0.199494553861054,0.271009138869444,0.0715145850083903
12_E017,ESP_2019_1,1,4,32,0,4,32,-0.316558936194983,0.271009138869444,-0.0455497973255385
12_E024,ESP_2019_1,1,8,5,0,8,5,-0.297356374103359,0.160976745618013,-0.136379628485346
12_E024,ESP_2019_1,1,7,110,0,7,110,-0.256204110974262,0.160976745618013,-0.0952273653562492
12_E025,ESP_2019_1,1,7,14,0,7,14,-0.298454616439706,0.229824149147806,-0.0686304672919004
12_E025,ESP_2019_1,1,5,101,0,5,101,-0.231637695810476,0.229824149147806,-0.00181354666267039
12_E034,ESP_2019_1,1,5,78,0,5,78,-0.470633679361231,0.404254963252328,-0.0663787161089026
12_E035,ESP_2019_1,1,7,53,0,7,53,-0.480413589880578,0.375564129459612,-0.104849460420967
12_E039,ESP_2019_1,1,2,9,0,2,9,-0.492241530897762,0.78321072892788,0.290969198030118
12_E039,ESP_2019_1,1,8,114,1,8,114,0.150783375185431,0.78321072892788,0.933994104113311
12_E043,ESP_2019_1,1,4,65,3,4,65,0.0755191895914433,2.77756977406709,2.85308896365854
12_E043,ESP_2019_1,1,1,124,3,1,124,0.262844410516506,2.77756977406709,3.0404141845836
12_F002,ESP_2019_1,1,6,128,3,6,128,0.194313197438278,2.849979979008,3.04429317644628
12_F002,ESP_2019_1,1,2,55,3,2,55,0.168733035810484,2.849979979008,3.01871301481849
12_F007,ESP_2019_1,1,1,85,1,1,85,0.389647873257383,0.658725340199827,1.04837321345721
12_F007,ESP_2019_1,1,7,49,0,7,49,-0.77353964980912,0.658725340199827,-0.114814309609293
12_F014,ESP_2019_1,1,9,14,3,9,14,0.0743055398156076,2.77073778773007,2.84504332754568
12_F014,ESP_2019_1,1,1,127,3,1,127,0.261729225392376,2.77073778773007,3.03246701312245
12_F019,ESP_2019_1,1,1,74,3,1,74,0.146718795449889,2.99620590538736,3.14292470083725
12_F019,ESP_2019_1,1,1,18,3,1,18,0.266171805722465,2.99620590538736,3.26237771110983
12_F023,ESP_2019_1,1,3,37,1,3,37,0.360729487304175,0.597939186008321,0.958668673312497
12_F023,ESP_2019_1,1,8,89,0,8,89,-0.765341580076179,0.597939186008321,-0.167402394067858
12_F040,ESP_2019_1,1,4,24,2,4,24,-0.31849096352357,2.33649947237738,2.01800850885381
12_F040,ESP_2019_1,1,7,66,3,7,66,0.506505915194475,2.33649947237738,2.84300538757186
12_F045,ESP_2019_1,1,7,72,2,7,72,-0.430061809539002,2.27902380652042,1.84896199698142
12_F045,ESP_2019_1,1,9,28,3,9,28,0.598484898764141,2.27902380652042,2.87750870528456
12_F046,ESP_2019_1,1,1,42,2,1,42,-0.203386365528379,2.47239936664602,2.26901300111764
12_F046,ESP_2019_1,1,9,109,3,9,109,0.43772582680183,2.47239936664602,2.91012519344785
