Genotype,Envir,Management,Row,Position,Fruit_weight,R,P,Fruit_weight_spats_residuals,Fruit_weight_spats_geno_pred_values,Fruit_weight_spats_adj_pheno
NOVADI_0766,BEL_2018_1,1,25,80,3.12,25,80,-1.38626276195457,4.90357622241807,3.5173134604635
NOVADI_0830,BEL_2018_1,1,19,28,10.18,19,28,1.53717141703634,9.00022500263982,10.5373964196762
NOVADI_0830,BEL_2018_1,1,23,82,12.3,23,82,3.02092172665228,9.00022500263982,12.0211467292921
NOVADI_0980,BEL_2018_1,1,23,50,10.2,23,50,3.17250010338311,6.59798708874755,9.77048719213066
NOVADI_0980,BEL_2018_1,1,18,62,6.04,18,62,-0.801289645102177,6.59798708874755,5.79669744364538
NOVADI_1015,BEL_2018_1,1,24,34,7.76,24,34,1.6440605519542,5.7992304450021,7.4432909969563
TeBr_012,BEL_2018_1,1,26,51,3.94,26,51,-1.37631893647605,5.01177579284107,3.63545685636502
TeBr_012,BEL_2018_1,1,24,96,7.46,24,96,2.30351837555053,5.01177579284107,7.3152941683916
TeBr_021,BEL_2018_1,1,21,80,1.62,21,80,-1.64058810567007,3.21244218482946,1.57185407915939
TeBr_021,BEL_2018_1,1,26,30,4.44,26,30,0.929760149590709,3.21244218482946,4.14220233442016
TeBr_022,BEL_2018_1,1,26,38,3.08,26,38,-2.09857574507758,4.79541040725782,2.69683466218024
TeBr_022,BEL_2018_1,1,21,83,7.78,21,83,2.82880646897309,4.79541040725782,7.62421687623091
TeBr_027,BEL_2018_1,1,20,91,0.9,20,91,-1.14870542368474,2.73144434194576,1.58273891826102
TeBr_043,BEL_2018_1,1,18,28,7.44,18,28,1.77089652513766,5.93855670409218,7.70945322922984
TeBr_071,BEL_2018_1,1,19,1,5.3,19,1,1.43465747911674,3.83410384410451,5.26876132322126
TeBr_071,BEL_2018_1,1,20,100,1.66,20,100,-1.57955434611105,3.83410384410451,2.25454949799346
TeBr_084,BEL_2018_1,1,17,15,2.06,17,15,-0.343859983942295,2.6174026879365,2.2735427039942
TeBr_084,BEL_2018_1,1,17,110,1.82,17,110,-0.908663515848009,2.6174026879365,1.70873917208849
TeBr_180,BEL_2018_1,1,20,69,4.78,20,69,0.0248226864818308,4.76242966310223,4.78725234958406
TeBr_180,BEL_2018_1,1,20,15,5.44,20,15,0.675383942827287,4.76242966310223,5.43781360592952
TeBr_248,BEL_2018_1,1,19,108,7.88,19,108,1.71814413778519,6.49046301224224,8.20860715002744
TeBr_248,BEL_2018_1,1,19,54,6.94,19,54,0.555181535723146,6.49046301224224,7.04564454796539
TeBr_263,BEL_2018_1,1,20,58,9.36,20,58,3.06688999714956,6.20375761332126,9.27064761047081
TeBr_263,BEL_2018_1,1,17,103,4.96,17,103,-1.0545672280943,6.20375761332126,5.14919038522696
1,BEL_2019_1,1,19,44,0.92,19,44,-2.61013173597022,3.44859021084232,0.838458474872105
101,BEL_2019_1,1,17,17,4.29,17,17,-0.646107215466716,5.48946520774205,4.84335799227534
101,BEL_2019_1,1,18,91,4.992,18,91,0.460166429512706,5.48946520774205,5.94963163725476
1015,BEL_2019_1,1,22,108,3.12,22,108,-1.64080434967246,4.26464639919335,2.62384204952089
1020,BEL_2019_1,1,26,35,5.408,26,35,-0.818604334521143,4.54915560584731,3.73055127132617
1020,BEL_2019_1,1,25,77,4.574444444,25,77,-0.484254455029045,4.54915560584731,4.06490115081827
1091,BEL_2019_1,1,24,15,1.575,24,15,-2.5685278358818,3.48361565282057,0.915087816938774
1106.1,BEL_2019_1,1,22,100,2.742857143,22,100,-1.92804784008089,4.02282219075265,2.09477435067177
1113,BEL_2019_1,1,22,96,5.984,22,96,-2.89549250256966,8.19087221684448,5.29537971427482
1113,BEL_2019_1,1,21,50,14.464,21,50,5.91833541660927,8.19087221684448,14.1092076334537
112,BEL_2019_1,1,18,57,2.28,18,57,-2.28937847638559,4.44538403833632,2.15600556195072
112,BEL_2019_1,1,23,63,6.004,23,63,0.863257803960999,4.44538403833632,5.30864184229732
1123,BEL_2019_1,1,20,9,15.093,20,9,6.45724058428428,8.30455554207173,14.761796126356
1123,BEL_2019_1,1,17,67,4.266,17,67,-3.29936240909331,8.30455554207173,5.00519313297843
1125,BEL_2019_1,1,24,44,15.438,24,44,4.56973938387203,8.99051118258002,13.560250566452
1125,BEL_2019_1,1,20,66,8.342,20,66,-0.59706977933881,8.99051118258002,8.39344140324121
114,BEL_2019_1,1,17,100,1.733333333,17,100,-1.34694101251569,4.84514991998268,3.49820890746699
114,BEL_2019_1,1,20,20,5.52,20,20,0.395670016766323,4.84514991998268,5.24081993674901
118,BEL_2019_1,1,18,42,2.824615385,18,42,-2.5915457801205,4.69638075594699,2.10483497582649
118,BEL_2019_1,1,20,73,6.068,20,73,1.46356388260369,4.69638075594699,6.15994463855068
12_196,BEL_2019_1,1,21,74,6.512,21,74,-0.230945103121995,6.3847416857588,6.1537965826368
12_196,BEL_2019_1,1,17,47,7.958,17,47,1.10843110179098,6.3847416857588,7.49317278754978
12_197,BEL_2019_1,1,18,14,6.615,18,14,-0.17228593758622,7.01920228686193,6.84691634927571
12_197,BEL_2019_1,1,19,72,8.184,19,72,1.80339655788685,7.01920228686193,8.82259884474878
12_204,BEL_2019_1,1,26,42,6.468,26,42,-1.1881819181368,5.91134747712301,4.72316555898621
12_204,BEL_2019_1,1,26,65,8.183,26,65,1.50336108365418,5.91134747712301,7.41470856077719
12_205,BEL_2019_1,1,21,84,6.474,21,84,-1.27348057233547,7.37770147637544,6.10422090403996
12_205,BEL_2019_1,1,23,46,11.776,23,46,3.33042349109974,7.37770147637544,10.7081249674752
12_B006,BEL_2019_1,1,26,53,2.958,26,53,-1.82668145688968,3.36069756460374,1.53401610771406
12_B006,BEL_2019_1,1,21,69,2.813,21,69,-0.887850870938566,3.36069756460374,2.47284669366517
12_B020,BEL_2019_1,1,24,32,6.422,24,32,-0.776627492407946,5.61621736935356,4.83958987694561
12_B020,BEL_2019_1,1,25,114,6.072,25,114,0.741245385226704,5.61621736935356,6.35746275458026
12_B057,BEL_2019_1,1,20,56,4.18,20,56,-2.11004196465632,6.28790459029842,4.1778626256421
12_B057,BEL_2019_1,1,21,66,9.486,21,66,2.87250298100275,6.28790459029842,9.16040757130117
12_B061,BEL_2019_1,1,17,45,5.796,17,45,1.1801809426478,4.09425285679133,5.27443379943913
12_B061,BEL_2019_1,1,21,79,1.44,21,79,-3.02338205060271,4.09425285679133,1.07087080618862
12_B064,BEL_2019_1,1,24,33,4.095,24,33,-0.497116467416707,2.96023474907414,2.46311828165743
12_B064,BEL_2019_1,1,25,88,0.44,25,88,-2.69309336868598,2.96023474907414,0.267141380388162
12_B074,BEL_2019_1,1,24,92,5.866666667,24,92,-1.22834289687216,6.58871829354813,5.36037539667597
12_B074,BEL_2019_1,1,17,42,9.504,17,42,2.34811627098995,6.58871829354813,8.93683456453808
12_B081,BEL_2019_1,1,22,34,8.308,22,34,0.685506203641586,6.73986940176861,7.4253756054102
12_B081,BEL_2019_1,1,18,68,6.9,18,68,0.61380739179776,6.73986940176861,7.35367679356637
12_B093,BEL_2019_1,1,20,93,6.396,20,93,2.44511508284521,4.31268461966741,6.75779970251262
12_B093,BEL_2019_1,1,23,11,0.64,23,11,-4.02885870145623,4.31268461966741,0.283825918211178
12_B095,BEL_2019_1,1,19,99,2.737,19,99,-0.352974741585921,4.16582051152066,3.81284576993474
12_B095,BEL_2019_1,1,23,23,3.325,23,23,-1.40521691641622,4.16582051152066,2.76060359510445
12_E003,BEL_2019_1,1,21,63,3.864,21,63,-1.77852142383864,5.32766398747198,3.54914256363334
12_E003,BEL_2019_1,1,19,19,6.464,19,19,1.40039000667197,5.32766398747198,6.72805399414396
12_E014,BEL_2019_1,1,19,78,6.72,19,78,0.993520137773332,6.4824283689317,7.47594850670503
12_E015,BEL_2019_1,1,17,96,5.04,17,96,1.21954331448704,5.50741517962637,6.72695849411341
12_E015,BEL_2019_1,1,22,36,4.998666667,22,36,-1.38416277529322,5.50741517962637,4.12325240433315
12_E017,BEL_2019_1,1,22,101,11.27,22,101,4.10914515399825,6.52526164714528,10.6344068011435
12_E017,BEL_2019_1,1,24,45,5.332,24,45,-3.06474681664746,6.52526164714528,3.46051483049782
12_E024,BEL_2019_1,1,18,93,1.6,18,93,-0.937841890743227,3.51133370746842,2.57349181672519
12_E024,BEL_2019_1,1,23,27,2.606666667,23,27,-1.59776190161242,3.51133370746842,1.913571805856
12_E025,BEL_2019_1,1,21,11,6.834,21,11,1.06273629529108,4.79698002501826,5.85971632030934
12_E025,BEL_2019_1,1,26,67,3.386666667,26,67,-2.07122442761834,4.79698002501826,2.72575559739992
12_E034,BEL_2019_1,1,23,16,13.585,23,16,4.10127204800108,9.06882431736348,13.1700963653646
12_E034,BEL_2019_1,1,25,84,9.31,25,84,-0.0355805813264567,9.06882431736348,9.03324373603702
12_E035,BEL_2019_1,1,25,43,7.161,25,43,-0.194726732039123,5.48206850589021,5.28734177385109
12_E039,BEL_2019_1,1,20,25,6.075,20,25,0.399708222607937,5.41061040167929,5.81031862428723
12_E039,BEL_2019_1,1,19,68,4.182857143,19,68,-0.679314278366828,5.41061040167929,4.73129612331246
12_E043,BEL_2019_1,1,19,88,5.004,19,88,0.876838159987938,5.05067570215058,5.92751386213852
12_E043,BEL_2019_1,1,21,48,3.835,21,48,-1.58398164088055,5.05067570215058,3.46669406127003
12_F002,BEL_2019_1,1,24,109,4.6,24,109,-1.81308608778076,6.32771291005366,4.51462682227289
12_F002,BEL_2019_1,1,22,6,10.011,22,6,2.62283219931069,6.32771291005366,8.95054510936434
12_F007,BEL_2019_1,1,20,97,2.565,20,97,-1.4409010543828,4.43294074793341,2.99203969355061
12_F014,BEL_2019_1,1,21,96,5.265,21,96,-0.445202412779025,5.39296689940186,4.94776448662284
12_F014,BEL_2019_1,1,21,6,6.552,21,6,0.144639062422224,5.39296689940186,5.53760596182408
12_F019,BEL_2019_1,1,19,4,0.5,19,4,-3.19331488761969,4.08401115890373,0.890696271284043
12_F019,BEL_2019_1,1,26,90,5.346,26,90,1.3379484920457,4.08401115890373,5.42195965094943
12_F023,BEL_2019_1,1,19,31,3.4,19,31,-1.35807155153475,4.73854660308534,3.38047505155059
12_F023,BEL_2019_1,1,25,99,4.97,25,99,0.280175066004377,4.73854660308534,5.01872166908972
12_F040,BEL_2019_1,1,18,109,0.58,18,109,-2.13548883492891,3.84818201246368,1.71269317753477
12_F045,BEL_2019_1,1,23,110,6.93,23,110,0.710542974614081,6.24419589100686,6.95473886562094
12_F046,BEL_2019_1,1,24,6,1.33,24,6,-2.92236026037436,3.86735164605162,0.944991385677262
12_F046,BEL_2019_1,1,17,88,3.136,17,88,0.809641488447641,3.86735164605162,4.67699313449926
12_F054,BEL_2019_1,1,18,96,4.212,18,96,-0.23738993901035,5.44615125589201,5.20876131688166
12_I002,BEL_2019_1,1,25,53,14.652,25,53,2.36270786540801,10.6801660983463,13.0428739637543
12_I002,BEL_2019_1,1,22,81,14.976,22,81,3.61696665695373,10.6801660983463,14.2971327553001
12_I003,BEL_2019_1,1,17,111,3.425714286,17,111,-0.860529337023063,6.29732031282962,5.43679097580656
12_I003,BEL_2019_1,1,25,10,8.307,25,10,1.6341745314219,6.29732031282962,7.93149484425153
12_I005,BEL_2019_1,1,19,111,5.017,19,111,1.39110652873765,4.82259767052558,6.21370419926323
12_I005,BEL_2019_1,1,25,50,4.18,25,50,-2.36916552430054,4.82259767052558,2.45343214622504
12_I010,BEL_2019_1,1,22,35,10.64,22,35,2.23399361366094,7.52675670504704,9.76075031870798
12_I037,BEL_2019_1,1,21,7,8.118,21,7,0.563152764017727,6.54671823231402,7.10987099633175
12_I037,BEL_2019_1,1,24,104,7.275,24,104,0.50673212182981,6.54671823231402,7.05345035414383
12_I049,BEL_2019_1,1,20,29,7.96,20,29,-1.30962817652139,9.01917244328361,7.70954426676222
12_I049,BEL_2019_1,1,25,92,14.421,25,92,5.31634218304851,9.01917244328361,14.3355146263321
12_I056,BEL_2019_1,1,22,114,11.178,22,114,-0.148427449540968,11.0047569393936,10.8563294898526
12_I056,BEL_2019_1,1,21,22,18.334,21,22,6.5136572756427,11.0047569393936,17.5184142150363
12_I059,BEL_2019_1,1,21,2,8.624,21,2,1.05868730414644,6.53729122553497,7.59597852968141
12_I062,BEL_2019_1,1,23,84,6.808,23,84,0.40135025135027,5.95034202026577,6.35169227161604
12_I062,BEL_2019_1,1,24,13,6.493,24,13,-0.0398526103111987,5.95034202026577,5.91048940995458
12_I064,BEL_2019_1,1,18,73,0.24,18,73,-4.62352090850808,5.51213791924161,0.888617010733532
12_I064,BEL_2019_1,1,19,38,10.092,19,38,4.4645112095207,5.51213791924161,9.97664912876231
12_J001,BEL_2019_1,1,19,50,9.844,19,50,2.29867713504672,7.58121239118299,9.8798895262297
12_J004,BEL_2019_1,1,26,85,8.568,26,85,2.84003386310657,5.70948500183566,8.54951886494223
12_J004,BEL_2019_1,1,23,32,3.808,23,32,-2.76463086540095,5.70948500183566,2.94485413643471
12_J013,BEL_2019_1,1,21,85,9.24,21,85,4.04991199596326,4.81773941253304,8.8676514084963
12_J013,BEL_2019_1,1,26,23,0.9,26,23,-5.03374172470497,4.81773941253304,-0.216002312171929
12_J015,BEL_2019_1,1,19,82,0.928888889,19,82,-1.05987958349945,2.81356653932339,1.75368695582394
12_J015,BEL_2019_1,1,17,28,0.66,17,28,-2.30454560007574,2.81356653932339,0.509020939247658
12_J019,BEL_2019_1,1,20,108,8.36,20,108,-0.0588073823232698,8.99163996972445,8.93283258740118
12_J019,BEL_2019_1,1,22,25,13.936,22,25,4.03281778214487,8.99163996972445,13.0244577518693
12_J028,BEL_2019_1,1,21,29,3.38,21,29,-1.48114770393317,4.17931862056393,2.69817091663075
12_J028,BEL_2019_1,1,26,77,4.147,26,77,-0.261010638047795,4.17931862056393,3.91830798251613
12_J029,BEL_2019_1,1,22,31,11.122,22,31,2.48965239908116,7.741990419577,10.2316428186582
12_J031,BEL_2019_1,1,25,106,9.92,25,106,0.425703518491147,9.66115363940991,10.0868571579011
12_J031,BEL_2019_1,1,25,32,15.655,25,32,4.34356821846728,9.66115363940991,14.0047218578772
12_K001,BEL_2019_1,1,19,18,1.19,19,18,-3.61962206960274,5.09646903867141,1.47684696906867
12_K001,BEL_2019_1,1,23,114,7.889,23,114,2.96687280302188,5.09646903867141,8.06334184169329
12_K010,BEL_2019_1,1,24,117,1.74,24,117,-2.03794505304311,3.9303020556692,1.89235700262609
12_K016,BEL_2019_1,1,18,66,2.494545455,18,66,-1.51377822461476,4.37158700244145,2.85780877782669
12_K018,BEL_2019_1,1,19,8,7.038,19,8,1.24347737753881,6.18413165802576,7.42760903556457
12_K018,BEL_2019_1,1,19,109,4.402,19,109,-0.604279865157153,6.18413165802576,5.57985179286861
12_K023,BEL_2019_1,1,25,35,16.443,25,35,4.89993056344701,9.77115253702272,14.6710831004697
12_K024,BEL_2019_1,1,26,69,13.608,26,69,1.9365619151969,11.1097831624907,13.0463450776876
12_K024,BEL_2019_1,1,24,42,17.538,24,42,4.55342009804667,11.1097831624907,15.6632032605374
12_K044,BEL_2019_1,1,19,71,3.108,19,71,-1.04210959391894,4.76867482887798,3.72656523495904
12_K045,BEL_2019_1,1,24,62,8.556,24,62,2.12998317680842,5.09418309871906,7.22416627552749
12_K045,BEL_2019_1,1,20,26,2.568,20,26,-2.78544772725194,5.09418309871906,2.30873537146713
12_K049,BEL_2019_1,1,17,66,5.18,17,66,0.114558096243432,5.74244884967382,5.85700694591725
12_L001,BEL_2019_1,1,19,70,2.02,19,70,-4.0431095948833,6.65911586969673,2.61600627481343
12_L001,BEL_2019_1,1,23,7,12.255,23,7,5.24650257689562,6.65911586969673,11.9056184465923
12_L005,BEL_2019_1,1,23,95,2.618,23,95,-2.07539855825946,4.34443126531874,2.26903270705929
12_L005,BEL_2019_1,1,17,58,4.73,17,58,0.529364221793707,4.34443126531874,4.87379548711245
12_L012,BEL_2019_1,1,17,31,0.7,17,31,-2.8565544536437,3.24113214605394,0.384577692410245
12_L013,BEL_2019_1,1,26,24,7.304,26,24,-0.329163337182862,6.45703674452871,6.12787340734585
12_L013,BEL_2019_1,1,23,106,7.854,23,106,1.29252281044835,6.45703674452871,7.74955955497706
12_L018,BEL_2019_1,1,26,115,5.775,26,115,0.290611960427301,5.86282670246601,6.15343866289331
12_L018,BEL_2019_1,1,19,11,5.453,19,11,-0.0330667131998474,5.86282670246601,5.82975998926616
12_L021,BEL_2019_1,1,24,54,9.785,24,54,2.02730725003232,6.11086598608895,8.13817323612127
12_L021,BEL_2019_1,1,20,105,4.095,20,105,-1.47513612541371,6.11086598608895,4.63572986067524
12_N021,BEL_2019_1,1,26,56,3.552,26,56,-1.39832936284771,3.67972990958847,2.28140054674077
12_N021,BEL_2019_1,1,24,64,4,24,64,-0.937250150795781,3.67972990958847,2.74247975879269
12_N034,BEL_2019_1,1,26,97,9.696,26,97,3.42799567780343,6.44571827328,9.87371395108343
12_N034,BEL_2019_1,1,23,57,4.814,23,57,-2.47808050446361,6.44571827328,3.9676377688164
12_N039,BEL_2019_1,1,21,111,7.448,21,111,0.314510133124506,7.01329052509471,7.32780065821922
12_N039,BEL_2019_1,1,17,18,7.832,17,18,1.30957838175736,7.01329052509471,8.32286890685207
12_N041,BEL_2019_1,1,18,1,2.64,18,1,-0.872283958862458,4.05841050222016,3.1861265433577
12_N041,BEL_2019_1,1,23,92,3.435294118,23,92,-1.01349139382114,4.05841050222016,3.04491910839902
12_N046,BEL_2019_1,1,23,8,2.805,23,8,-1.73132874109152,4.18843583209445,2.45710709100293
12_N052,BEL_2019_1,1,21,72,6.38,21,72,0.980128826906143,5.04838254661536,6.0285113735215
12_N052,BEL_2019_1,1,23,38,4.38,23,38,-1.68999616247085,5.04838254661536,3.3583863841445
12_N054,BEL_2019_1,1,24,21,2.977894737,24,21,-1.91041899677185,3.9350965267048,2.02467752993295
12_N054,BEL_2019_1,1,22,60,4.488,22,60,-0.12183109047854,3.9350965267048,3.81326543622626
12_N057,BEL_2019_1,1,26,71,7.31,26,71,0.65113056600137,6.19417784302988,6.84530840903125
12_N062,BEL_2019_1,1,18,108,9.23,18,108,3.14867645097044,7.20167799113453,10.350354442105
12_N062,BEL_2019_1,1,19,7,5.511,19,7,-1.30081764591206,7.20167799113453,5.90086034522246
12_N063,BEL_2019_1,1,19,83,8.364,19,83,3.323406960132,5.88296453010985,9.20637149024185
12_N063,BEL_2019_1,1,24,57,4.37,24,57,-3.04194161020285,5.88296453010985,2.841022919907
12_O010,BEL_2019_1,1,19,107,2.728,19,107,-0.678459526280049,4.5677757690577,3.88931624277765
12_O010,BEL_2019_1,1,20,19,4.248,20,19,-0.602281871851741,4.5677757690577,3.96549389720596
12_O011,BEL_2019_1,1,21,34,9.9,21,34,0.180643840107219,9.13285336885429,9.31349720896151
12_O011,BEL_2019_1,1,22,82,13.778,22,82,3.96110257721259,9.13285336885429,13.0939559460669
12_O014,BEL_2019_1,1,23,42,11.128,23,42,1.12934442613976,8.93153584330607,10.0608802694458
12_O014,BEL_2019_1,1,17,109,9.744,17,109,2.77327312524997,8.93153584330607,11.704808968556
12_O017,BEL_2019_1,1,21,82,8.888,21,82,1.81211029689627,6.70431509588328,8.51642539277956
12_O017,BEL_2019_1,1,22,4,7.22,22,4,-0.555028796363414,6.70431509588328,6.14928629951987
12_O026,BEL_2019_1,1,26,60,5.1,26,60,-0.780627386782503,4.83189843747169,4.05127105068918
12_O026,BEL_2019_1,1,18,35,5.313,18,35,-0.186383977204152,4.83189843747169,4.64551446026753
12_O056,BEL_2019_1,1,17,49,12.324,17,49,4.45424870314107,7.48491653807465,11.9391652412157
12_O056,BEL_2019_1,1,25,95,5.239,25,95,-2.26995365224157,7.48491653807465,5.21496288583308
12_O061,BEL_2019_1,1,19,64,9.454,19,64,1.97890772519189,7.92225121986103,9.90115894505292
12_O061,BEL_2019_1,1,20,43,8.792,20,43,0.72486195268146,7.92225121986103,8.64711317254249
12_O063,BEL_2019_1,1,24,14,7.35,24,14,0.164617265403702,6.56654879378031,6.73116605918401
12_O063,BEL_2019_1,1,18,103,6.435,18,103,0.9288227464135,6.56654879378031,7.49537154019381
12_O072,BEL_2019_1,1,23,66,5.508,23,66,-0.831023125086085,5.70394499189054,4.87292186680445
12_O072,BEL_2019_1,1,21,45,7.009,21,45,0.899845591405731,5.70394499189054,6.60379058329627
12_O074,BEL_2019_1,1,24,94,11.421,24,94,2.65969511260152,8.29867854225809,10.9583736548596
12_O074,BEL_2019_1,1,18,45,9.46,18,45,0.491202248094165,8.29867854225809,8.78988079035226
12_P001,BEL_2019_1,1,20,35,7.052,20,35,-0.466287259075153,7.29447468487879,6.82818742580364
12_P001,BEL_2019_1,1,22,107,10.24,22,107,2.42437177884315,7.29447468487879,9.71884646372194
12_P002,BEL_2019_1,1,17,94,6.6,17,94,0.290080147777804,7.96035712586412,8.25043727364193
12_P002,BEL_2019_1,1,19,16,10.105,19,16,2.45895246516764,7.96035712586412,10.4193095910318
12_P003,BEL_2019_1,1,25,90,6.206,25,90,-1.16284376505528,7.24137978274219,6.07853601768691
12_P003,BEL_2019_1,1,24,31,11.83,24,31,3.05786112909494,7.24137978274219,10.2992409118371
12_P018,BEL_2019_1,1,25,23,4.752,25,23,-0.831058353571399,4.45232712752011,3.62126877394871
12_P018,BEL_2019_1,1,26,118,3.46,26,118,-0.58681518270321,4.45232712752011,3.8655119448169
12_P025,BEL_2019_1,1,18,95,5.616,18,95,0.570249469991581,6.03575569874685,6.60600516873843
12_P025,BEL_2019_1,1,18,7,5.495,18,7,-0.107295803132239,6.03575569874685,5.92845989561461
12_P027,BEL_2019_1,1,20,23,7.5,20,23,-0.432771839312173,7.66669306695018,7.23392122763801
12_P027,BEL_2019_1,1,17,73,9.432,17,73,2.83298458085653,7.66669306695018,10.4996776478067
12_P029,BEL_2019_1,1,20,74,7.139,20,74,0.513880063090409,6.72281935009215,7.23669941318256
12_P029,BEL_2019_1,1,18,3,6.976,18,3,0.765181149898181,6.72281935009215,7.48800049999033
12_P034,BEL_2019_1,1,26,28,3.75,26,28,-3.38167718407756,5.73508767644514,2.35341049236758
12_P034,BEL_2019_1,1,21,68,9.558,21,68,3.48749153582437,5.73508767644514,9.2225792122695
12_P055,BEL_2019_1,1,20,33,8.778,20,33,0.310419350308944,8.23207394816174,8.54249329847069
12_P055,BEL_2019_1,1,25,69,11.844,25,69,2.76136378022411,8.23207394816174,10.9934377283859
12_P056,BEL_2019_1,1,22,85,8.134,22,85,2.00651242773438,5.42725242720178,7.43376485493616
12_P056,BEL_2019_1,1,18,18,3.0875,18,18,-2.26635076243107,5.42725242720178,3.16090166477071
1218,BEL_2019_1,1,19,48,2.84,19,48,-0.228032954682415,3.0608734958072,2.83284054112478
1218,BEL_2019_1,1,21,65,0.54,21,65,-2.84263622389745,3.0608734958072,0.218237271909749
1236,BEL_2019_1,1,25,116,6.633,25,116,0.707788357546452,6.24187683726263,6.94966519480908
13_10,BEL_2019_1,1,23,17,1.636363636,23,17,-2.44217999248203,3.6517794447052,1.20959945222317
13_10,BEL_2019_1,1,26,103,3.468,26,103,0.0734003739219249,3.6517794447052,3.72517981862713
13_109,BEL_2019_1,1,17,4,3.413333333,17,4,-0.198776524348372,4.9190822574885,4.72030573314013
13_109,BEL_2019_1,1,19,102,3.143636364,19,102,-0.66467620533012,4.9190822574885,4.25440605215838
13_139,BEL_2019_1,1,21,44,9.36,21,44,1.68753862393609,7.25367088585804,8.94120950979413
13_139,BEL_2019_1,1,20,64,7.434,20,64,0.222078351047116,7.25367088585804,7.47574923690515
13_32,BEL_2019_1,1,25,98,3.9,25,98,-0.513381309324783,4.44494145571567,3.93156014639089
13_32,BEL_2019_1,1,25,15,4.176,25,15,-0.91326507133045,4.44494145571567,3.53167638438522
13_35,BEL_2019_1,1,26,70,3.392857143,26,70,-1.1885310540566,4.06982178538405,2.88129073132745
13_35,BEL_2019_1,1,22,43,4.232727273,22,43,-0.683689754906284,4.06982178538405,3.38613203047777
13_38,BEL_2019_1,1,22,62,9.861,22,62,2.05847804175685,7.14237665228196,9.20085469403881
13_38,BEL_2019_1,1,26,43,8.6,26,43,-0.281058518471578,7.14237665228196,6.86131813381038
130,BEL_2019_1,1,22,27,4.756,22,27,-0.972501166881037,4.82727668873321,3.85477552185217
131,BEL_2019_1,1,17,34,2.0625,17,34,-1.99123092954452,3.60588204470639,1.61465111516187
131,BEL_2019_1,1,19,90,2.22,19,90,-0.432066511947136,3.60588204470639,3.17381553275925
133,BEL_2019_1,1,20,22,10.098,20,22,2.27035124128866,7.557365421399,9.82771666268767
135,BEL_2019_1,1,21,102,6.888,21,102,0.261719801030243,6.37589630355889,6.63761610458913
135,BEL_2019_1,1,23,25,7.998,23,25,0.993022834553456,6.37589630355889,7.36891913811235
135,BEL_2019_1,1,22,65,6.63,22,65,-0.387763353646995,6.37589630355889,5.9881329499119
1377,BEL_2019_1,1,17,92,2.916,17,92,-0.605918450010163,5.13589491088784,4.52997646087768
140,BEL_2019_1,1,22,32,1.72,22,32,-3.34594561339114,4.17905904679784,0.833113433406698
140,BEL_2019_1,1,22,92,6.49,22,92,1.60347894465053,4.17905904679784,5.78253799144837
1446,BEL_2019_1,1,24,28,4.074285714,24,28,-1.30265071157588,4.0163870455335,2.71373633395762
1446,BEL_2019_1,1,20,68,3.325,20,68,-0.633040918950793,4.0163870455335,3.38334612658271
1448,BEL_2019_1,1,19,98,3.489230769,19,98,-0.0649486891709468,4.61872307823667,4.55377438906572
1448,BEL_2019_1,1,24,23,4.526,24,23,-1.15527650584847,4.61872307823667,3.4634465723882
1478,BEL_2019_1,1,22,30,6.771,22,30,0.194741471700443,5.68323402149616,5.8779754931966
1478,BEL_2019_1,1,19,114,4.312,19,114,-0.150519898170586,5.68323402149616,5.53271412332557
1481,BEL_2019_1,1,19,80,11.69,19,80,5.89076284509313,6.58791186934031,12.4786747144334
1481,BEL_2019_1,1,18,55,2.053333333,18,55,-4.77194735730815,6.58791186934031,1.81596451203216
149,BEL_2019_1,1,26,81,3.1,26,81,-0.385734827929332,3.37457779869601,2.98884297076667
149,BEL_2019_1,1,19,3,0.68,19,3,-2.3123102883246,3.37457779869601,1.0622675103714
15,BEL_2019_1,1,22,93,5.366666667,22,93,-1.23102365585243,5.89317537413018,4.66215171827775
15,BEL_2019_1,1,17,41,7.992,17,41,1.52461764457805,5.89317537413018,7.41779301870823
152,BEL_2019_1,1,25,20,7.526,25,20,1.79198859596577,4.78622153966363,6.57821013562941
152,BEL_2019_1,1,21,103,2.20875,21,103,-2.81325586610018,4.78622153966363,1.97296567356345
163,BEL_2019_1,1,22,106,5.16,22,106,-0.697112427160832,5.31340260022078,4.61629017305995
163,BEL_2019_1,1,19,32,5.655,19,32,0.302041057296637,5.31340260022078,5.61544365751742
167,BEL_2019_1,1,18,64,0.38,18,64,-1.76984792430586,2.41214994773465,0.64230202342879
167,BEL_2019_1,1,23,55,1.24,23,55,-2.07138768126675,2.41214994773465,0.340762266467904
17,BEL_2019_1,1,22,24,4,22,24,-1.39008270168568,4.47572364232649,3.08564094064081
170,BEL_2019_1,1,26,14,4.06,26,14,-1.17030920060016,4.66074629631484,3.49043709571468
173,BEL_2019_1,1,17,113,0.6,17,113,-1.62138949370538,4.28099135506878,2.6596018613634
1870,BEL_2019_1,1,21,86,3.508235294,21,86,-1.35942228035245,4.50153600141188,3.14211372105943
1872,BEL_2019_1,1,18,69,0.28,18,69,-1.66434590571643,2.44053207880549,0.776186173089057
1872,BEL_2019_1,1,23,21,0.81,23,21,-2.14317685346009,2.44053207880549,0.297355225345394
1887,BEL_2019_1,1,21,89,4.32,21,89,-0.671717763306904,4.63259752505086,3.96087976174396
