Genotype,Envir,Management,Row,Position,Powdery_mildew,R,P,Powdery_mildew_spats_residuals,Powdery_mildew_spats_geno_pred_values,Powdery_mildew_spats_adj_pheno
489,BEL_2023_1,1,19,12,2,19,12,0.575278153809614,1.37890791518816,1.95418606899777
489,BEL_2023_1,1,24,77,1,24,77,-0.266244127185082,1.37890791518816,1.11266378800307
49,BEL_2023_1,1,18,56,1,18,56,-0.168566890105603,1.15448116221671,0.985914272111105
49,BEL_2023_1,1,23,61,1,23,61,-0.0684956449012268,1.15448116221671,1.08598551731548
491,BEL_2023_1,1,23,31,1,23,31,-0.137541721467914,1.13583589348109,0.998294172013171
491,BEL_2023_1,1,17,90,1,17,90,-0.144890258190249,1.13583589348109,0.990945635290836
5,BEL_2023_1,1,26,96,1,26,96,-0.0884429471446779,1.13570494776578,1.0472620006211
5,BEL_2023_1,1,20,10,1,20,10,-0.194307662106169,1.13570494776578,0.941397285659614
50,BEL_2023_1,1,17,6,1,17,6,-0.233262212473091,1.1297563282107,0.896494115737604
50,BEL_2023_1,1,19,85,1,19,85,-0.0639631447410669,1.1297563282107,1.06579318346963
508,BEL_2023_1,1,23,56,1,23,56,-0.13023371826145,1.19838410200876,1.06815038374731
51,BEL_2023_1,1,26,49,1,26,49,-0.241720895535587,1.13651864205209,0.894797746516501
51,BEL_2023_1,1,20,96,1,20,96,-0.0390497552384437,1.13651864205209,1.09746888681364
515,BEL_2023_1,1,23,43,1,23,43,-0.156185623348899,1.17234463772947,1.01615901438057
515,BEL_2023_1,1,25,102,1,25,102,-0.0374098007758936,1.17234463772947,1.13493483695358
52,BEL_2023_1,1,21,4,1,21,4,-0.214638795707075,1.16479209912298,0.950153303415905
52,BEL_2023_1,1,21,109,1,21,109,0.00266581494082463,1.16479209912298,1.16745791406381
522,BEL_2023_1,1,20,92,1,20,92,-0.0563069546217874,1.13353202355085,1.07722506892907
522,BEL_2023_1,1,24,12,1,24,12,-0.231731020893317,1.13353202355085,0.901801002657536
526,BEL_2023_1,1,22,64,1,22,64,-0.111702793939677,1.2059996694144,1.09429687547473
533,BEL_2023_1,1,24,56,2,24,56,0.627056554723678,1.40693670828856,2.03399326301224
533,BEL_2023_1,1,21,94,1,21,94,-0.249820197779132,1.40693670828856,1.15711651050943
543,BEL_2023_1,1,26,78,1,26,78,-0.102164120600919,1.11613599957034,1.01397187896942
543,BEL_2023_1,1,24,11,1,24,11,-0.228203518183093,1.11613599957034,0.887932481387247
546,BEL_2023_1,1,26,2,2,26,2,0.384194942712925,1.34212257319143,1.72631751590435
546,BEL_2023_1,1,24,110,1,24,110,-0.164670515620862,1.34212257319143,1.17745205757057
548,BEL_2023_1,1,23,1,2,23,1,0.503230490189888,1.3354512596706,1.83868174986049
548,BEL_2023_1,1,18,86,1,18,86,-0.299939338886268,1.3354512596706,1.03551192078433
549,BEL_2023_1,1,18,98,2,18,98,0.648104474203401,1.37275952916986,2.02086400337326
549,BEL_2023_1,1,23,33,1,23,33,-0.354031286336812,1.37275952916986,1.01872824283304
55,BEL_2023_1,1,25,17,1,25,17,-0.498084378891877,1.32672072528141,0.828636346389534
55,BEL_2023_1,1,25,62,2,25,62,0.680131561960815,1.32672072528141,2.00685228724223
56,BEL_2023_1,1,18,101,1,18,101,-0.0862988272922802,1.12680022533248,1.04050139804019
56,BEL_2023_1,1,17,25,1,17,25,-0.218119601141112,1.12680022533248,0.908680624191362
560,BEL_2023_1,1,23,41,3,23,41,1.39037769539619,1.59620558473462,2.98658328013081
560,BEL_2023_1,1,18,117,1,18,117,-0.552594272281795,1.59620558473462,1.04361131245282
562,BEL_2023_1,1,26,40,1,26,40,-0.261913124104201,1.13474273854392,0.872829614439715
562,BEL_2023_1,1,26,111,1,26,111,-0.0231788243171052,1.13474273854392,1.11156391422681
564,BEL_2023_1,1,24,61,1,24,61,-0.0932497360472819,1.14652529263606,1.05327555658878
564,BEL_2023_1,1,23,29,1,23,29,-0.163171778961947,1.14652529263606,0.983353513674115
565,BEL_2023_1,1,18,46,1,18,46,-0.18903680565306,1.16476182812171,0.975725022468652
565,BEL_2023_1,1,24,90,1,24,90,-0.0230098333980986,1.16476182812171,1.14175199472361
567,BEL_2023_1,1,18,30,1,18,30,-0.226548628412066,1.14138721816388,0.914838589751813
567,BEL_2023_1,1,19,116,1,19,116,-0.0423753390254726,1.14138721816388,1.09901187913841
57,BEL_2023_1,1,24,60,2,24,60,0.0188335847949652,2.04332920303617,2.06216278783114
57,BEL_2023_1,1,22,9,4,22,9,1.90693363412703,2.04332920303617,3.9502628371632
570,BEL_2023_1,1,20,84,1,20,84,-0.0537410845451698,1.14555302932107,1.0918119447759
570,BEL_2023_1,1,20,2,1,20,2,-0.20504623421201,1.14555302932107,0.940506795109058
575,BEL_2023_1,1,21,99,1,21,99,0.0262281420438093,1.11961923093635,1.14584737298016
575,BEL_2023_1,1,26,13,1,26,13,-0.34812005034044,1.11961923093635,0.771499180595906
577,BEL_2023_1,1,22,16,1,22,16,-0.228983968287708,1.16027764663845,0.931293678350741
577,BEL_2023_1,1,22,98,1,22,98,0.00602599154032113,1.16027764663845,1.16630363817877
58,BEL_2023_1,1,20,89,1,20,89,-0.0410165585559144,1.15895766085807,1.11794110230215
58,BEL_2023_1,1,19,20,1,19,20,-0.185153333377716,1.15895766085807,0.973804327480353
582,BEL_2023_1,1,26,75,7,26,75,4.48621015660462,2.46604680560542,6.95225696221004
582,BEL_2023_1,1,18,26,1,18,26,-1.53184618507761,2.46604680560542,0.934200620527811
584,BEL_2023_1,1,22,75,1,22,75,-0.09004794274843,1.16721633359247,1.07716839084404
584,BEL_2023_1,1,21,47,1,21,47,-0.116026159694046,1.16721633359247,1.05119017389843
587,BEL_2023_1,1,21,108,1,21,108,-0.00121768986425286,1.1628950136307,1.16167732376644
587,BEL_2023_1,1,17,50,1,17,50,-0.215371460100817,1.1628950136307,0.947523553529879
592,BEL_2023_1,1,22,39,1,22,39,-0.339637560100961,1.40076727109646,1.0611297109955
592,BEL_2023_1,1,20,107,2,20,107,0.701861854565455,1.40076727109646,2.10262912566192
6,BEL_2023_1,1,23,24,1,23,24,-0.125911073863821,1.0881775443328,0.962266470468978
6,BEL_2023_1,1,19,67,1,19,67,-0.0645815887826655,1.0881775443328,1.02359595555013
6,BEL_2023_1,1,20,12,1,20,12,-0.113595273690503,1.0881775443328,0.974582270642296
6,BEL_2023_1,1,17,70,1,17,70,-0.139872762212596,1.0881775443328,0.948304782120204
6,BEL_2023_1,1,21,55,1,21,55,0.00245661635902683,1.0881775443328,1.09063416069183
6,BEL_2023_1,1,20,104,1,20,104,0.0431052658771541,1.0881775443328,1.13128281020995
601,BEL_2023_1,1,23,73,1,23,73,-0.00626795698601179,1.11516162936537,1.10889367237936
601,BEL_2023_1,1,18,102,1,18,102,-0.0747055142962669,1.11516162936537,1.0404561150691
601,BEL_2023_1,1,21,58,1,21,58,-0.0306866619693684,1.11516162936537,1.084474967396
601,BEL_2023_1,1,25,58,1,25,58,-0.118486425248965,1.11516162936537,0.996675204116404
601,BEL_2023_1,1,19,46,1,19,46,-0.105962309006725,1.11516162936537,1.00919932035864
601,BEL_2023_1,1,22,73,1,22,73,0.00337029828992064,1.11516162936537,1.11853192765529
603,BEL_2023_1,1,24,66,1,24,66,-0.1040106283279,1.16340462138758,1.05939399305968
603,BEL_2023_1,1,22,38,1,22,38,-0.111338495481052,1.16340462138758,1.05206612590653
61,BEL_2023_1,1,24,103,1,24,103,-0.0106315938476182,1.16694366533052,1.1563120714829
61,BEL_2023_1,1,21,19,1,21,19,-0.196105990993232,1.16694366533052,0.970837674337285
629,BEL_2023_1,1,25,5,5,25,5,2.75377006054422,2.02422064311577,4.77799070365998
629,BEL_2023_1,1,22,88,1,22,88,-0.874499610532776,2.02422064311577,1.14972103258299
639,BEL_2023_1,1,24,18,3,24,18,1.29507358407878,1.59555623642742,2.8906298205062
639,BEL_2023_1,1,20,102,1,20,102,-0.458870217143807,1.59555623642742,1.13668601928362
65,BEL_2023_1,1,23,30,2,23,30,0.82013684071557,1.13916341961664,1.95930026033221
65,BEL_2023_1,1,21,3,1,21,3,-0.188563447921933,1.13916341961664,0.950599971694706
65,BEL_2023_1,1,17,33,1,17,33,-0.19642151062384,1.13916341961664,0.942741908992799
65,BEL_2023_1,1,25,31,1,25,31,-0.236402193993548,1.13916341961664,0.902761225623091
65,BEL_2023_1,1,20,27,1,20,27,-0.136138672934568,1.13916341961664,1.00302474668207
65,BEL_2023_1,1,26,16,1,26,16,-0.40136103363374,1.13916341961664,0.737802385982899
65,BEL_2023_1,1,24,1,2,24,1,0.649319360069806,1.13916341961664,1.78848277968645
65,BEL_2023_1,1,25,110,1,25,110,0.00708002914970274,1.13916341961664,1.14624344876634
65,BEL_2023_1,1,17,46,1,17,46,-0.194369678531292,1.13916341961664,0.944793741085348
65,BEL_2023_1,1,24,106,1,24,106,0.036517059988509,1.13916341961664,1.17568047960515
65,BEL_2023_1,1,25,86,1,25,86,-0.0416380292441407,1.13916341961664,1.0975253903725
65,BEL_2023_1,1,26,117,1,26,117,-0.00429866222671027,1.13916341961664,1.13486475738993
65,BEL_2023_1,1,26,73,1,26,73,-0.147858331002142,1.13916341961664,0.991305088614497
65,BEL_2023_1,1,18,110,1,18,110,-0.103635904859988,1.13916341961664,1.03552751475665
65,BEL_2023_1,1,23,100,1,23,100,0.0498233370256459,1.13916341961664,1.18898675664229
65,BEL_2023_1,1,26,101,1,26,101,-0.044520870888787,1.13916341961664,1.09464254872785
65,BEL_2023_1,1,23,77,1,23,77,0.00158057645872844,1.13916341961664,1.14074399607537
65,BEL_2023_1,1,24,89,1,24,89,-0.00451974495117979,1.13916341961664,1.13464367466546
65,BEL_2023_1,1,24,47,1,24,47,-0.139064248571245,1.13916341961664,1.00009917104539
652,BEL_2023_1,1,23,18,1,23,18,-0.203597132871069,1.13944573978009,0.935848606909017
652,BEL_2023_1,1,19,97,1,19,97,-0.0700510247792361,1.13944573978009,1.06939471500085
653,BEL_2023_1,1,26,62,1,26,62,-0.163895252531263,1.12114478432876,0.957249531797501
653,BEL_2023_1,1,19,23,1,19,23,-0.154284533876364,1.12114478432876,0.9668602504524
66,BEL_2023_1,1,24,24,1,24,24,-0.236081867758663,1.15488418245473,0.918802314696067
662,BEL_2023_1,1,18,58,1,18,58,-0.187627963384964,1.17902092559247,0.991392962207508
662,BEL_2023_1,1,23,102,1,23,102,0.0102779190920108,1.17902092559247,1.18929884468448
67,BEL_2023_1,1,21,106,1,21,106,-0.0114549337749967,1.18695807208351,1.17550313830852
67,BEL_2023_1,1,23,54,1,23,54,-0.146581689321366,1.18695807208351,1.04037638276215
670,BEL_2023_1,1,19,63,1,19,63,-0.115889997995872,1.15677879698804,1.04088879899217
670,BEL_2023_1,1,21,33,1,21,33,-0.115581713136822,1.15677879698804,1.04119708385121
673,BEL_2023_1,1,25,34,1,25,34,-0.26227972209352,1.16458771682504,0.902307994731524
673,BEL_2023_1,1,23,116,1,23,116,0.0498094188437248,1.16458771682504,1.21439713566877
676,BEL_2023_1,1,22,49,1,22,49,-0.127736281075685,1.17754992036603,1.04981363929035
676,BEL_2023_1,1,20,94,1,20,94,-0.0531931533107608,1.17754992036603,1.12435676705527
678,BEL_2023_1,1,24,98,1,24,98,-0.0779561432492324,1.21986837280908,1.14191222955985
68,BEL_2023_1,1,22,115,1,22,115,0.01255392010653,1.19677459140549,1.20932851151203
68,BEL_2023_1,1,20,48,1,20,48,-0.146704052942954,1.19677459140549,1.05007053846254
681,BEL_2023_1,1,20,21,1,20,21,-0.135034589425812,1.12525112317099,0.990216533745177
681,BEL_2023_1,1,17,64,1,17,64,-0.173153262005517,1.12525112317099,0.952097861165472
691,BEL_2023_1,1,25,13,2,25,13,0.482782073559186,1.35258174114887,1.83536381470805
691,BEL_2023_1,1,20,98,1,20,98,-0.237807402307461,1.35258174114887,1.11477433884141
697,BEL_2023_1,1,21,27,2,21,27,0.638470888190954,1.37788108303322,2.01635197122417
697,BEL_2023_1,1,26,82,1,26,82,-0.331935447415743,1.37788108303322,1.04594563561748
71,BEL_2023_1,1,20,40,1,20,40,-0.154253088143212,1.17463008302918,1.02037699488597
71,BEL_2023_1,1,26,114,1,26,114,-0.0337811726913542,1.17463008302918,1.14084891033783
72,BEL_2023_1,1,20,103,1,20,103,-0.025029739314097,1.14840495561311,1.12337521629901
72,BEL_2023_1,1,19,10,1,19,10,-0.226818000620639,1.14840495561311,0.92158695499247
722,BEL_2023_1,1,19,112,1,19,112,-0.488512180289591,1.58218701569715,1.09367483540756
722,BEL_2023_1,1,25,26,3,25,26,1.29218428535035,1.58218701569715,2.87437130104749
737,BEL_2023_1,1,17,26,1,17,26,-0.230687490722708,1.13978100520254,0.909093514479828
737,BEL_2023_1,1,19,115,1,19,115,-0.0421448671532398,1.13978100520254,1.0976361380493
739,BEL_2023_1,1,21,61,2,21,61,1.00941404932715,1.0827861335084,2.09220018283555
739,BEL_2023_1,1,22,17,1,22,17,-0.124522841578455,1.0827861335084,0.95826329192994
739,BEL_2023_1,1,17,51,1,17,51,-0.118819654792393,1.0827861335084,0.963966478716003
739,BEL_2023_1,1,22,29,1,22,29,-0.0770285376549167,1.0827861335084,1.00575759585348
739,BEL_2023_1,1,22,83,1,22,83,0.077016581279258,1.0827861335084,1.15980271478765
739,BEL_2023_1,1,17,77,1,17,77,-0.0945695138990523,1.0827861335084,0.988216619609343
739,BEL_2023_1,1,19,9,1,19,9,-0.151852643517629,1.0827861335084,0.930933489990766
739,BEL_2023_1,1,22,66,1,22,66,0.0195348324238626,1.0827861335084,1.10232096593226
739,BEL_2023_1,1,20,75,1,20,75,-0.0438198908931802,1.0827861335084,1.03896624261522
739,BEL_2023_1,1,26,47,1,26,47,-0.186092355974815,1.0827861335084,0.896693777533581
739,BEL_2023_1,1,18,71,1,18,71,-0.0773160853658121,1.0827861335084,1.00547004814258
739,BEL_2023_1,1,24,4,1,24,4,-0.221386259337167,1.0827861335084,0.861399874171228
739,BEL_2023_1,1,17,55,1,17,55,-0.116168647025261,1.0827861335084,0.966617486483135
739,BEL_2023_1,1,17,102,1,17,102,-0.0894811304485474,1.0827861335084,0.993305003059848
739,BEL_2023_1,1,24,40,1,24,40,-0.102484283776188,1.0827861335084,0.980301849732207
739,BEL_2023_1,1,18,41,1,18,41,-0.15668423880123,1.0827861335084,0.926101894707165
739,BEL_2023_1,1,20,87,1,20,87,0.0427429091392585,1.0827861335084,1.12552904264765
74,BEL_2023_1,1,21,77,1,21,77,-0.470046618518382,1.60774577475253,1.13769915623415
74,BEL_2023_1,1,19,30,3,19,30,1.33591073168383,1.60774577475253,2.94365650643636
740,BEL_2023_1,1,23,93,1,23,93,-0.0321104599809141,1.19942195111819,1.16731149113728
740,BEL_2023_1,1,25,46,1,25,46,-0.242757020802801,1.19942195111819,0.956664930315391
740,BEL_2023_1,1,18,5,1,18,5,-0.318575382674204,1.19942195111819,0.880846568443988
740,BEL_2023_1,1,22,102,1,22,102,-0.00888706373478687,1.19942195111819,1.19053488738341
740,BEL_2023_1,1,25,14,2,25,14,0.576696703416717,1.19942195111819,1.77611865453491
740,BEL_2023_1,1,25,89,1,25,89,-0.102075101132621,1.19942195111819,1.09734684998557
743,BEL_2023_1,1,25,48,1,25,48,-0.123726936163637,1.09384876724478,0.970121831081146
743,BEL_2023_1,1,19,87,1,19,87,-0.0105073448822863,1.09384876724478,1.0833414223625
743,BEL_2023_1,1,24,9,1,24,9,-0.219694634254754,1.09384876724478,0.874154132990029
743,BEL_2023_1,1,23,97,1,23,97,0.0688957029641252,1.09384876724478,1.16274447020891
743,BEL_2023_1,1,20,115,1,20,115,0.0540923897149964,1.09384876724478,1.14794115695978
743,BEL_2023_1,1,23,19,1,23,19,-0.153658233674497,1.09384876724478,0.940190533570286
748,BEL_2023_1,1,22,50,1,22,50,-0.124776667030387,1.19423245102452,1.06945578399413
748,BEL_2023_1,1,21,113,1,21,113,-0.0155592440292489,1.19423245102452,1.17867320699527
75,BEL_2023_1,1,21,92,1,21,92,-0.0652296223749722,1.17463470389189,1.10940508151692
75,BEL_2023_1,1,21,38,1,21,38,-0.122793394536117,1.17463470389189,1.05184130935577
750,BEL_2023_1,1,19,113,2,19,113,0.594468067557632,1.49621140965216,2.09067947720979
757,BEL_2023_1,1,19,21,1,19,21,-0.169689242679939,1.13687539801144,0.967186155331502
757,BEL_2023_1,1,25,65,1,25,65,-0.110213315497445,1.13687539801144,1.026662082514
764,BEL_2023_1,1,22,41,3,22,41,1.37633569608518,1.62915589559286,3.00549159167804
764,BEL_2023_1,1,22,90,1,22,90,-0.458374436656149,1.62915589559286,1.17078145893671
77,BEL_2023_1,1,26,57,1,26,57,-0.184802637546714,1.14331217938791,0.958509541841192
77,BEL_2023_1,1,20,70,1,20,70,-0.0794373308051675,1.14331217938791,1.06387484858274
779,BEL_2023_1,1,21,10,2,21,10,0.562183229771009,1.38756777466001,1.94975100443102
779,BEL_2023_1,1,21,90,1,21,90,-0.232077207855459,1.38756777466001,1.15549056680455
7828,BEL_2023_1,1,26,8,2,26,8,0.5597086073161,1.19753968266276,1.75724828997886
7828,BEL_2023_1,1,17,95,1,17,95,-0.196737965536316,1.19753968266276,1.00080171712644
7828,BEL_2023_1,1,25,18,1,25,18,-0.364821061994175,1.19753968266276,0.832718620668586
7828,BEL_2023_1,1,26,93,1,26,93,-0.130438019667003,1.19753968266276,1.06710166299576
786,BEL_2023_1,1,18,106,1,18,106,-0.321869217055951,1.36258381056462,1.04071459350867
786,BEL_2023_1,1,20,17,2,20,17,0.591181876737395,1.36258381056462,1.95376568730201
787,BEL_2023_1,1,17,1,1,17,1,-0.307383957148834,1.12625090436109,0.818866947212257
787,BEL_2023_1,1,22,68,1,22,68,0.00162886858142153,1.12625090436109,1.12787977294251
8,BEL_2023_1,1,26,88,1,26,88,-0.103324550403705,1.14319401272609,1.03986946232239
8,BEL_2023_1,1,22,15,1,22,15,-0.16120295233017,1.14319401272609,0.98199106039592
80,BEL_2023_1,1,18,105,1,18,105,-0.0584392952606305,1.09638741721327,1.03794812195264
80,BEL_2023_1,1,25,36,1,25,36,-0.182542533917981,1.09638741721327,0.913844883295286
80,BEL_2023_1,1,25,76,1,25,76,-0.0327973068055527,1.09638741721327,1.06359011040771
80,BEL_2023_1,1,23,28,1,23,28,-0.104642635292974,1.09638741721327,0.991744781920292
809,BEL_2023_1,1,24,3,1,24,3,-0.244776732114501,1.10574390028147,0.860967168166969
809,BEL_2023_1,1,26,68,1,26,68,-0.110877952953627,1.10574390028147,0.994865947327843
81,BEL_2023_1,1,25,47,1,25,47,-0.21261652317603,1.16325786118376,0.950641338007726
81,BEL_2023_1,1,22,91,1,22,91,-0.00308971154609861,1.16325786118376,1.16016814963766
810,BEL_2023_1,1,20,18,1,20,18,-0.198364012553117,1.15474876199489,0.956384749441773
810,BEL_2023_1,1,24,80,1,24,80,-0.0380473731730489,1.15474876199489,1.11670138882184
82,BEL_2023_1,1,17,83,1,17,83,-0.59159296068432,1.58170060458596,0.990107643901642
82,BEL_2023_1,1,19,34,3,19,34,1.39408148387776,1.58170060458596,2.97578208846372
89,BEL_2023_1,1,22,86,1,22,86,-0.407238600446329,1.57427772095493,1.1670391205086
89,BEL_2023_1,1,26,17,3,26,17,1.1916650558398,1.57427772095493,2.76594277679473
9,BEL_2023_1,1,17,22,1,17,22,-0.224502968261731,1.15533784177158,0.930834873509848
9,BEL_2023_1,1,23,96,1,23,96,-0.0104750124166133,1.15533784177158,1.14486282935497
918,BEL_2023_1,1,18,16,1,18,16,-0.253529787115909,1.13461799732611,0.881088210210198
918,BEL_2023_1,1,20,81,1,20,81,-0.0318656935235397,1.13461799732611,1.10275230380257
929,BEL_2023_1,1,23,83,1,23,83,-0.445763390105713,1.5988230994603,1.15305970935458
929,BEL_2023_1,1,17,19,3,17,19,1.28991599948148,1.5988230994603,2.88873909894178
93,BEL_2023_1,1,20,82,1,20,82,-0.039608079721269,1.16010244563701,1.12049436591574
93,BEL_2023_1,1,24,35,1,24,35,-0.183776212798256,1.16010244563701,0.976326232838752
94,BEL_2023_1,1,17,84,1,17,84,-0.154302628495732,1.1183854502697,0.964082821773964
94,BEL_2023_1,1,24,27,1,24,27,-0.170591432489671,1.1183854502697,0.947794017780026
95,BEL_2023_1,1,23,109,1,23,109,0.013520383313129,1.17553051989047,1.1890509032036
95,BEL_2023_1,1,18,38,1,18,38,-0.199363615371471,1.17553051989047,0.976166904518998
950,BEL_2023_1,1,24,72,1,24,72,-0.050668274302075,1.16767639355598,1.1170081192539
950,BEL_2023_1,1,19,42,1,19,42,-0.154286366396699,1.16767639355598,1.01339002715928
953,BEL_2023_1,1,25,67,3,25,67,1.4068169428533,1.60073401562946,3.00755095848276
953,BEL_2023_1,1,22,37,1,22,37,-0.558014510157767,1.60073401562946,1.04271950547169
97,BEL_2023_1,1,18,54,3,18,54,1.33855727827451,1.62247878333373,2.96103606160825
97,BEL_2023_1,1,23,104,1,23,104,-0.436843404676527,1.62247878333373,1.18563537865721
997,BEL_2023_1,1,19,39,1,19,39,-0.129736352399861,1.14524316750583,1.01550681510597
997,BEL_2023_1,1,25,66,1,25,66,-0.129804951653808,1.14524316750583,1.01543821585203
ACW_25358,BEL_2023_1,1,22,11,1,22,11,-0.194642460284154,1.15751176411017,0.962869303826018
ACW_25358,BEL_2023_1,1,20,86,1,20,86,-0.0350457254003167,1.15751176411017,1.12246603870985
ACW_25363,BEL_2023_1,1,23,79,1,23,79,-0.0595424701719014,1.18061220063113,1.12106973045922
ACW_25363,BEL_2023_1,1,23,53,1,23,53,-0.113935532059614,1.18061220063113,1.06667666857151
ACW_25365,BEL_2023_1,1,22,52,1,22,52,-0.127265200224732,1.18854683414721,1.06128163392248
ACW_25365,BEL_2023_1,1,23,99,1,23,99,-0.0269054956203147,1.18854683414721,1.1616413385269
ACW_25366,BEL_2023_1,1,21,9,1,21,9,-0.203898497645969,1.16241006274552,0.958511565099554
ACW_25366,BEL_2023_1,1,20,117,1,20,117,-0.0138706810253344,1.16241006274552,1.14853938172019
ACW_25368,BEL_2023_1,1,23,51,1,23,51,-0.109397017316638,1.18073935437816,1.07134233706153
ACW_25368,BEL_2023_1,1,20,83,1,20,83,-0.0637715823007179,1.18073935437816,1.11696777207745
ACW_25371,BEL_2023_1,1,17,53,1,17,53,-0.189741614489672,1.14556530872302,0.955823694233351
ACW_25371,BEL_2023_1,1,19,103,1,19,103,-0.0690158248565234,1.14556530872302,1.0765494838665
ACW_25372,BEL_2023_1,1,18,99,1,18,99,-0.109393186675345,1.12654103564647,1.01714784897112
ACW_25372,BEL_2023_1,1,17,40,1,17,40,-0.195655926801011,1.12654103564647,0.930885108845455
ACW_25375,BEL_2023_1,1,24,19,1,24,19,-0.226950307258784,1.12221464257118,0.895264335312396
ACW_25375,BEL_2023_1,1,19,92,1,19,92,-0.088626198123382,1.12221464257118,1.0335884444478
ACW_25454,BEL_2023_1,1,25,24,2,25,24,0.539277336365737,1.32336840911677,1.8626457454825
ACW_25454,BEL_2023_1,1,26,61,1,26,61,-0.365387328440915,1.32336840911677,0.957981080675853
ACW_25469,BEL_2023_1,1,26,108,1,26,108,-0.0534750469430723,1.14900269653617,1.0955276495931
ACW_25469,BEL_2023_1,1,17,56,1,17,56,-0.196918212817139,1.14900269653617,0.952084483719031
ACW_25580,BEL_2023_1,1,25,33,1,25,33,-0.221621540101413,1.14598327271078,0.924361732609365
ACW_25580,BEL_2023_1,1,20,77,1,20,77,-0.0361188694407308,1.14598327271078,1.10986440327005
ACW_25581,BEL_2023_1,1,24,114,1,24,114,0.0217155626174881,1.18372085517104,1.20543641778853
ACW_25581,BEL_2023_1,1,23,34,1,23,34,-0.187629290389429,1.18372085517104,0.99609156478161
ACW_25584,BEL_2023_1,1,21,36,1,21,36,-0.159268182936716,1.18645194368887,1.02718376075215
ACW_25586,BEL_2023_1,1,19,96,1,19,96,-0.757812230892401,1.81048496960473,1.05267273871233
ACW_25586,BEL_2023_1,1,24,25,4,24,25,2.11700067260072,1.81048496960473,3.92748564220545
ACW_25591,BEL_2023_1,1,25,57,1,25,57,-0.153971416027799,1.16353071388644,1.00955929785864
ACW_25591,BEL_2023_1,1,23,65,1,23,65,-0.0610708874972141,1.16353071388644,1.10245982638922
ACW_25592,BEL_2023_1,1,21,110,1,21,110,0.0417450196098538,1.13205036826837,1.17379538787823
ACW_25592,BEL_2023_1,1,25,3,1,25,3,-0.333388299949686,1.13205036826837,0.798662068318687
ACW_25607,BEL_2023_1,1,26,104,1,26,104,-0.0529469049303935,1.14794008096709,1.0949931760367
ACW_25607,BEL_2023_1,1,18,20,1,18,20,-0.200032012292334,1.14794008096709,0.947908068674759
ACW_25619,BEL_2023_1,1,23,107,1,23,107,0.0047660690072836,1.15482521002357,1.15959127903086
ACW_25619,BEL_2023_1,1,23,10,1,23,10,-0.240991434105093,1.15482521002357,0.913833775918481
ACW_25622,BEL_2023_1,1,24,105,1,24,105,-0.0152963363571468,1.18647061799971,1.17117428164256
ACW_25622,BEL_2023_1,1,20,42,1,20,42,-0.143926406466903,1.18647061799971,1.0425442115328
ACW_25628,BEL_2023_1,1,24,67,1,24,67,-0.095004464788129,1.14622189904069,1.05121743425256
ACW_25628,BEL_2023_1,1,18,39,1,18,39,-0.162155296428655,1.14622189904069,0.984066602612033
DLO_12_066,BEL_2023_1,1,19,47,1,19,47,-0.175151625435181,1.1765861046826,1.00143447924742
DLO_12_066,BEL_2023_1,1,24,102,1,24,102,-0.00812305711708805,1.1765861046826,1.16846304756552
DLO_12_084,BEL_2023_1,1,25,61,1,25,61,-0.120453305931921,1.12832648827189,1.00787318233997
DLO_12_084,BEL_2023_1,1,24,41,1,24,41,-0.18025127407509,1.12832648827189,0.948075214196801
DLO_12_120,BEL_2023_1,1,21,57,1,21,57,-0.312469208032527,1.41098612383365,1.09851691580112
DLO_12_120,BEL_2023_1,1,26,110,2,26,110,0.699558988762388,1.41098612383365,2.11054511259604
DLO_12_140,BEL_2023_1,1,25,16,8,25,16,4.44041284701444,3.36037580286944,7.80078864988387
DLO_12_140,BEL_2023_1,1,19,84,4,19,84,0.690117663959138,3.36037580286944,4.05049346682857
DLO_12_141,BEL_2023_1,1,26,25,1,26,25,-0.318170340017821,1.12943754050064,0.811267200482816
DLO_12_141,BEL_2023_1,1,20,116,1,20,116,0.0201692781693075,1.12943754050064,1.14960681866994
DLO_12_162,BEL_2023_1,1,25,19,1,25,19,-0.273956005107111,1.11160172872613,0.83764572361902
DLO_12_162,BEL_2023_1,1,26,83,1,26,83,-0.0674448535793546,1.11160172872613,1.04415687514678
DLO_12_221,BEL_2023_1,1,24,85,1,24,85,-0.0415145395233856,1.16098248893287,1.11946794940949
DLO_12_221,BEL_2023_1,1,19,22,1,19,22,-0.179728347786665,1.16098248893287,0.981254141146208
DLO_12_233,BEL_2023_1,1,21,28,1,21,28,-0.584637394847209,1.60176841431696,1.01713101946975
DLO_12_233,BEL_2023_1,1,25,73,3,25,73,1.43595682500013,1.60176841431696,3.03772523931709
DLO_12_259,BEL_2023_1,1,18,17,3,18,17,1.33770602674585,1.56918101979674,2.90688704654259
DLO_12_259,BEL_2023_1,1,18,107,1,18,107,-0.565681350290507,1.56918101979674,1.00349966950623
DLO_12_289,BEL_2023_1,1,25,55,1,25,55,-0.180891770081733,1.18025207883023,0.999360308748498
DLO_12_289,BEL_2023_1,1,21,115,1,21,115,0.00653748516718811,1.18025207883023,1.18678956399742
FuGa_015,BEL_2023_1,1,23,3,2,23,3,0.520810650117508,1.38976920445536,1.91057985457287
FuGa_015,BEL_2023_1,1,23,112,1,23,112,-0.185347899443051,1.38976920445536,1.20442130501231
