Genotype,Envir,Management,Row,Position,Harvest_date,R,P,Harvest_date_spats_residuals,Harvest_date_spats_geno_pred_values,Harvest_date_spats_adj_pheno
2802,BEL_2022_2,2,12,87,285,12,87,1.15093315670754,281.739375217805,282.890308374513
2813,BEL_2022_2,2,12,69,285,12,69,4.10914300985303,279.447963662393,283.557106672246
2817,BEL_2022_2,2,15,69,250,15,69,1.8247326194593,247.978478748867,249.803211368326
2817,BEL_2022_2,2,15,8,243,15,8,-4.74418212705515,247.978478748867,243.234296621812
2827,BEL_2022_2,2,14,69,250,14,69,1.8887537949945,247.499089320604,249.387843115598
2827,BEL_2022_2,2,13,33,243,13,33,-4.91527315002142,247.499089320604,242.583816170582
2830,BEL_2022_2,2,13,30,243,13,30,-4.66837159537391,247.37852881714,242.710157221766
2830,BEL_2022_2,2,13,80,250,13,80,1.61492549989057,247.37852881714,248.993454317031
2850,BEL_2022_2,2,13,70,271,13,70,1.62925516666235,268.344632109912,269.973887276574
2855,BEL_2022_2,2,14,28,236,14,28,-4.6623319850975,240.174979869736,235.512647884638
2865,BEL_2022_2,2,12,44,243,12,44,3.65208975658308,238.74200491617,242.394094672754
2865,BEL_2022_2,2,14,102,229,14,102,-8.63447137274389,238.74200491617,230.107533543427
2902,BEL_2022_2,2,15,33,292,15,33,5.47918153699624,285.582108820737,291.061290357733
3062,BEL_2022_2,2,13,39,215,13,39,-9.66614436318545,224.039528311783,214.373383948597
3062,BEL_2022_2,2,15,106,222,15,106,1.40001923061465,224.039528311783,225.439547542398
3173,BEL_2022_2,2,12,3,236,12,3,-5.08861289082202,242.687500519491,237.598887628668
3173,BEL_2022_2,2,15,80,243,15,80,0.987443056530168,242.687500519491,243.674943576021
3190,BEL_2022_2,2,15,86,250,15,86,-3.63941805546691,254.889606760496,251.250188705029
3190,BEL_2022_2,2,13,21,257,13,21,2.26354330809247,254.889606760496,257.153150068589
321,BEL_2022_2,2,13,14,292,13,14,5.75239302322285,286.805372898524,292.557765921747
333,BEL_2022_2,2,14,19,250,14,19,-0.807844378805726,250.754379423799,249.946535044993
333,BEL_2022_2,2,13,104,250,13,104,-1.49161802806006,250.754379423799,249.262761395739
345,BEL_2022_2,2,15,5,207,15,5,-9.79351487808603,217.200866313063,207.407351434977
353,BEL_2022_2,2,12,78,285,12,78,4.04890790102212,279.178269858988,283.22717776001
409,BEL_2022_2,2,14,36,299,14,36,6.78765343514073,291.44059849078,298.22825192592
424,BEL_2022_2,2,15,42,291,15,42,24.6800174834049,265.235447112318,289.915464595723
424,BEL_2022_2,2,12,71,243,12,71,-23.7451872324822,265.235447112318,241.490259879836
43,BEL_2022_2,2,15,16,264,15,16,0.499603137905751,263.286781994367,263.786385132273
435,BEL_2022_2,2,13,44,299,13,44,19.5940034284274,278.640482162713,298.234485591141
435,BEL_2022_2,2,13,71,264,13,71,-15.6652084109932,278.640482162713,262.97527375172
45,BEL_2022_2,2,15,100,250,15,100,-1.5142430193186,254.270083259079,252.75584023976
468,BEL_2022_2,2,14,34,194,14,34,-5.89161176426589,199.181794517454,193.290182753188
468,BEL_2022_2,2,12,105,194,12,105,-7.92639584199813,199.181794517454,191.255398675456
473,BEL_2022_2,2,15,15,243,15,15,-1.43825959707439,244.280384474809,242.842124877735
473,BEL_2022_2,2,13,74,243,13,74,-2.30714552482223,244.280384474809,241.973238949987
49,BEL_2022_2,2,15,77,257,15,77,3.13735288637562,254.273580908606,257.410933794982
49,BEL_2022_2,2,13,32,250,13,32,-4.65081471866989,254.273580908606,249.622766189936
526,BEL_2022_2,2,15,64,250,15,64,-10.9150995943774,260.417976028505,249.502876434127
526,BEL_2022_2,2,12,26,271,12,26,10.7739655800526,260.417976028505,271.191941608557
546,BEL_2022_2,2,12,91,292,12,91,5.23774215203872,284.501099633821,289.738841785859
56,BEL_2022_2,2,15,25,277,15,25,2.79252380353745,273.552995623321,276.345519426859
560,BEL_2022_2,2,15,74,264,15,74,0.415509880969864,263.749970560846,264.165480441815
560,BEL_2022_2,2,12,31,264,12,31,0.187544702088303,263.749970560846,263.937515262934
564,BEL_2022_2,2,15,76,271,15,76,4.54018051570768,266.787819545134,271.328000060842
564,BEL_2022_2,2,15,21,264,15,21,-3.25863365040254,266.787819545134,263.529185894732
575,BEL_2022_2,2,13,13,215,13,13,-7.25814486963915,222.877574688079,215.61942981844
575,BEL_2022_2,2,14,75,222,14,75,-1.26749828706346,222.877574688079,221.610076401015
587,BEL_2022_2,2,15,105,271,15,105,-3.35103532249303,277.676111436214,274.325076113721
587,BEL_2022_2,2,14,23,285,14,23,7.06444172168489,277.676111436214,284.740553157899
6,BEL_2022_2,2,15,41,215,15,41,-18.8984413188131,232.823510343998,213.925069025184
6,BEL_2022_2,2,14,86,236,14,86,3.31839432171591,232.823510343998,236.141904665713
6,BEL_2022_2,2,14,42,243,14,42,9.27579161087542,232.823510343998,242.099301954873
601,BEL_2022_2,2,13,93,215,13,93,-4.18020396089796,218.284880467089,214.104676506191
601,BEL_2022_2,2,14,105,215,14,105,-1.98303013675616,218.284880467089,216.301850330332
601,BEL_2022_2,2,13,26,215,13,26,-3.38817024723653,218.284880467089,214.896710219852
603,BEL_2022_2,2,12,18,207,12,18,-9.75030986585742,217.394310374181,207.644000508323
65,BEL_2022_2,2,12,90,243,12,90,-1.72386709894857,242.498915681002,240.775048582053
65,BEL_2022_2,2,12,40,243,12,40,0.0485718388889325,242.498915681002,242.547487519891
65,BEL_2022_2,2,15,18,243,15,18,0.182924614708838,242.498915681002,242.68184029571
65,BEL_2022_2,2,15,104,236,15,104,-3.28793761684622,242.498915681002,239.210978064155
65,BEL_2022_2,2,15,1,243,15,1,1.14039190874976,242.498915681002,243.639307589751
65,BEL_2022_2,2,13,62,243,13,62,-0.503373203755416,242.498915681002,241.995542477246
652,BEL_2022_2,2,14,26,207,14,26,-32.1282125704616,238.729691436571,206.601478866109
652,BEL_2022_2,2,15,92,264,15,92,27.1430807843886,238.729691436571,265.872772220959
653,BEL_2022_2,2,13,99,257,13,99,-0.831925711908127,257.019685667621,256.187759955713
653,BEL_2022_2,2,15,13,257,15,13,-0.0682038267565872,257.019685667621,256.951481840864
67,BEL_2022_2,2,15,65,285,15,65,11.5299034072604,273.026027774706,284.555931181966
67,BEL_2022_2,2,14,15,264,14,15,-8.85507591454331,273.026027774706,264.170951860162
68,BEL_2022_2,2,15,3,250,15,3,-2.01191772575882,252.53581203038,250.523894304621
68,BEL_2022_2,2,15,99,250,15,99,0.110331671918289,252.53581203038,252.646143702298
691,BEL_2022_2,2,12,89,292,12,89,5.05942391335719,284.753398660451,289.812822573808
691,BEL_2022_2,2,12,30,285,12,30,0.234668288756836,284.753398660451,284.988066949208
737,BEL_2022_2,2,13,84,236,13,84,-3.03146193217597,238.049030206129,235.017568273953
737,BEL_2022_2,2,13,25,236,13,25,-2.10569301043569,238.049030206129,235.943337195694
739,BEL_2022_2,2,12,32,264,12,32,-3.52388960399423,267.413881018845,263.889991414851
739,BEL_2022_2,2,12,63,264,12,63,-4.65099566173802,267.413881018845,262.762885357107
739,BEL_2022_2,2,14,39,277,14,39,8.74452325433265,267.413881018845,276.158404273178
739,BEL_2022_2,2,12,22,277,12,22,9.99388452810012,267.413881018845,277.407765546945
739,BEL_2022_2,2,12,68,264,12,68,-4.82041524834318,267.413881018845,262.593465770502
739,BEL_2022_2,2,13,92,264,13,92,-4.32173189929063,267.413881018845,263.092149119554
74,BEL_2022_2,2,13,36,285,13,36,5.35633912159807,279.112452185019,284.468791306617
74,BEL_2022_2,2,14,97,277,14,97,-1.32213135348377,279.112452185019,277.790320831536
740,BEL_2022_2,2,14,61,277,14,61,4.21379079189319,271.962658756779,276.176449548672
740,BEL_2022_2,2,15,29,271,15,29,-1.77646281793869,271.962658756779,270.18619593884
743,BEL_2022_2,2,15,43,243,15,43,-6.91247600136205,248.829624108798,241.917148107436
743,BEL_2022_2,2,12,7,257,12,7,9.50851784152147,248.829624108798,258.338141950319
743,BEL_2022_2,2,12,83,250,12,83,-0.790445771075838,248.829624108798,248.039178337722
743,BEL_2022_2,2,13,65,250,13,65,0.152604430196902,248.829624108798,248.982228538995
743,BEL_2022_2,2,15,26,250,15,26,0.47662342920853,248.829624108798,249.306247538006
743,BEL_2022_2,2,14,95,243,14,95,-5.16417328272999,248.829624108798,243.665450826068
750,BEL_2022_2,2,15,71,285,15,71,2.86369557312537,282.081605893645,284.94530146677
750,BEL_2022_2,2,15,44,285,15,44,1.8336616426829,282.081605893645,283.915267536328
8,BEL_2022_2,2,13,75,264,13,75,5.6403407328857,257.334826843636,262.975167576521
8,BEL_2022_2,2,13,9,250,13,9,-6.47008466092586,257.334826843636,250.86474218271
80,BEL_2022_2,2,13,61,236,13,61,-4.7552721397422,239.758854054048,235.003581914306
81,BEL_2022_2,2,13,12,215,13,12,-0.998669136729774,216.678019544541,215.679350407811
81,BEL_2022_2,2,15,81,207,15,81,-8.91162162425093,216.678019544541,207.76639792029
89,BEL_2022_2,2,14,64,257,14,64,-0.930721551021634,257.176606441238,256.245884890216
89,BEL_2022_2,2,12,25,257,12,25,0.0656396840392404,257.176606441238,257.242246125277
9,BEL_2022_2,2,15,66,250,15,66,-13.1065311815975,262.723259337837,249.616728156239
9,BEL_2022_2,2,14,37,277,14,37,13.4802736281706,262.723259337837,276.203532966007
929,BEL_2022_2,2,12,103,236,12,103,-5.0622399258373,238.384451129214,233.322211203376
95,BEL_2022_2,2,12,5,277,12,5,5.56339146925404,272.904581869697,278.467973338951
95,BEL_2022_2,2,13,64,271,13,64,-2.91568846813732,272.904581869697,269.988893401559
ACW_25454,BEL_2022_2,2,12,20,264,12,20,3.51627018747479,261.008069657273,264.524339844748
ACW_25454,BEL_2022_2,2,14,92,257,14,92,-3.52560898255331,261.008069657273,257.48246067472
ACW_25469,BEL_2022_2,2,15,36,285,15,36,11.7388244752346,272.248888125047,283.987712600281
ACW_25469,BEL_2022_2,2,13,60,264,13,60,-9.23756823548177,272.248888125047,263.011319889565
ACW_25584,BEL_2022_2,2,12,4,229,12,4,-17.7715917759108,248.306217422089,230.534625646178
ACW_25584,BEL_2022_2,2,13,102,264,13,102,14.9253414831296,248.306217422089,263.231558905219
ACW_25591,BEL_2022_2,2,14,25,285,14,25,4.30765527769478,280.336773022516,284.64442830021
DLO_12_066,BEL_2022_2,2,15,73,257,15,73,-0.723214560874965,257.811796351335,257.08858179046
DLO_12_084,BEL_2022_2,2,14,48,236,14,48,-25.0810550179597,260.135223510354,235.054168492394
DLO_12_084,BEL_2022_2,2,15,72,285,15,72,24.8767692793906,260.135223510354,285.011992789745
DLO_12_233,BEL_2022_2,2,12,6,264,12,6,14.0989400001673,251.302194327868,265.401134328036
DLO_12_233,BEL_2022_2,2,13,85,236,13,85,-16.2760499838435,251.302194327868,235.026144344025
DLO_12_289,BEL_2022_2,2,15,47,285,15,47,4.17832795792202,279.757729049145,283.936057007067
FuGa_187,BEL_2022_2,2,15,32,292,15,32,6.09444251358241,284.993873344114,291.088315857696
FuGa_187,BEL_2022_2,2,13,103,285,13,103,-0.746641184454802,284.993873344114,284.247232159659
FuGa_215,BEL_2022_2,2,14,91,285,14,91,3.05843513079498,282.365572146778,285.424007277573
FuGa_215,BEL_2022_2,2,14,45,285,14,45,1.70234489245496,282.365572146778,284.067917039233
FuGa_243,BEL_2022_2,2,14,43,285,14,43,2.02211667447386,282.06711846879,284.089235143263
FuGa_243,BEL_2022_2,2,15,68,285,15,68,2.67200482882635,282.06711846879,284.739123297616
FuPi_005,BEL_2022_2,2,13,79,264,13,79,0.35377044513757,262.633837651161,262.987608096299
FuPi_023,BEL_2022_2,2,15,95,250,15,95,0.432817051625221,251.767356938872,252.200173990497
FuPi_023,BEL_2022_2,2,13,43,250,13,43,-2.50603469463928,251.767356938872,249.261322244232
FuPi_114,BEL_2022_2,2,14,21,285,14,21,12.208381027581,272.632786949993,284.841167977574
FuPi_114,BEL_2022_2,2,13,83,264,13,83,-9.62138241181265,272.632786949993,263.011404538181
GaCr_010,BEL_2022_2,2,12,45,264,12,45,-6.42019554745275,269.780895333024,263.360699785572
GaCr_010,BEL_2022_2,2,15,85,277,15,85,8.37023476796276,269.780895333024,278.151130100987
GaCr_041,BEL_2022_2,2,15,38,292,15,38,6.51235354497192,284.440790803889,290.953144348861
GaCr_041,BEL_2022_2,2,12,80,285,12,80,-1.28808114599536,284.440790803889,283.152709657893
GaCr_043,BEL_2022_2,2,12,16,250,12,16,-6.5225223674459,257.287457013096,250.76493464565
GaCr_043,BEL_2022_2,2,13,72,264,13,72,5.68219856377709,257.287457013096,262.969655576873
GaCr_052,BEL_2022_2,2,15,45,271,15,45,0.292806606109252,269.628719135916,269.921525742026
GaCr_052,BEL_2022_2,2,14,88,271,14,88,1.62324462625099,269.628719135916,271.251963762167
GaPi_014,BEL_2022_2,2,14,99,222,14,99,-6.77376019223181,229.69071203801,222.916951845778
GaPi_014,BEL_2022_2,2,14,10,229,14,10,-0.230194054414511,229.69071203801,229.460517983595
GaPi_023,BEL_2022_2,2,15,30,243,15,30,-13.7124859914098,255.866823870475,242.154337879065
GaPi_023,BEL_2022_2,2,12,100,271,12,100,12.5548690542912,255.866823870475,268.421692924766
GaPi_035,BEL_2022_2,2,13,41,229,13,41,-0.219145680344127,228.533983703474,228.31483802313
GaPi_035,BEL_2022_2,2,14,72,222,14,72,-7.04315954151525,228.533983703474,221.490824161959
GaPi_038,BEL_2022_2,2,12,33,243,12,33,-1.11851903353627,243.963598170286,242.845079136749
GaPi_038,BEL_2022_2,2,12,77,243,12,77,-2.69763913232353,243.963598170286,241.265959037962
I_BB002,BEL_2022_2,2,13,29,285,13,29,4.32721979818029,280.424370273422,284.751590071602
I_BB012,BEL_2022_2,2,12,94,264,12,94,0.106096531449737,261.524914282657,261.631010814107
I_BB028,BEL_2022_2,2,14,40,285,14,40,2.7453739956415,281.391601362889,284.136975358531
I_BB028,BEL_2022_2,2,12,79,285,12,79,1.79787327222215,281.391601362889,283.189474635112
I_BB039,BEL_2022_2,2,12,15,277,12,15,5.94621139024775,271.882394428645,277.828605818893
I_BB039,BEL_2022_2,2,12,102,271,12,102,-3.52681015572642,271.882394428645,268.355584272919
I_CC003,BEL_2022_2,2,12,24,264,12,24,0.592750693448068,263.703836416942,264.29658711039
I_CC057,BEL_2022_2,2,13,46,250,13,46,-2.16491744915774,251.356784600407,249.19186715125
I_CC059,BEL_2022_2,2,12,47,264,12,47,3.46678909219202,259.822373306774,263.289162398966
I_CC059,BEL_2022_2,2,13,91,257,13,91,-3.74094876120705,259.822373306774,256.081424545567
I_CC067,BEL_2022_2,2,15,88,285,15,88,-0.371840998368327,286.824825191665,286.452984193296
I_CC067,BEL_2022_2,2,12,13,292,12,13,6.12857861898038,286.824825191665,292.953403810645
I_J030,BEL_2022_2,2,14,20,264,14,20,-8.66524432574238,272.559631162352,263.89438683661
I_J030,BEL_2022_2,2,12,62,285,12,62,11.2359038681818,272.559631162352,283.795535030534
I_J033,BEL_2022_2,2,15,35,236,15,35,-2.80093135801738,237.812650922526,235.011719564509
I_J033,BEL_2022_2,2,14,70,236,14,70,-2.38901801922123,237.812650922526,235.423632903305
I_J046,BEL_2022_2,2,12,81,285,12,81,4.02832188820133,279.08609902702,283.114420915222
I_J056,BEL_2022_2,2,15,67,236,15,67,-4.63260833099318,240.30806314097,235.675454809977
I_J063,BEL_2022_2,2,15,34,257,15,34,-0.915505522933188,256.950841969005,256.035336446072
I_M056,BEL_2022_2,2,13,96,243,13,96,-2.28685208190473,244.431230311826,242.144378229921
I_M056,BEL_2022_2,2,15,12,243,15,12,-1.42486218282377,244.431230311826,243.006368129002
I_W046,BEL_2022_2,2,14,16,277,14,16,10.1865767533429,266.925991549266,277.112568302609
I_W046,BEL_2022_2,2,15,84,257,15,84,-8.87416968435008,266.925991549266,258.051821864916
I_W049,BEL_2022_2,2,12,70,271,12,70,-5.88787234982527,275.412013964524,269.524141614699
I_W049,BEL_2022_2,2,13,35,285,13,35,9.09560099191253,275.412013964524,284.507614956436
I_W050,BEL_2022_2,2,13,38,285,13,38,1.32970714863836,283.071603143973,284.401310292611
I_W050,BEL_2022_2,2,15,90,285,15,90,3.58876227428317,283.071603143973,286.660365418256
JoPr_1990_102_097,BEL_2022_2,2,14,6,229,14,6,-1.66157229660922,231.3604231617,229.69885086509
JoPr_1990_102_097,BEL_2022_2,2,12,101,229,12,101,-4.96945817506881,231.3604231617,226.390964986631
JoPr_1990_102_202,BEL_2022_2,2,14,71,250,14,71,4.66504737484564,244.79524021217,249.460287587016
JoPr_1990_102_202,BEL_2022_2,2,13,15,236,13,15,-8.29546138096325,244.79524021217,236.499778831207
JoPr_1990_102_242,BEL_2022_2,2,12,36,243,12,36,-1.76191156823879,244.471242289013,242.709330720774
JoPr_1990_102_242,BEL_2022_2,2,14,73,243,14,73,-1.94086617006602,244.471242289013,242.530376118947
JoPr_1990_102_257,BEL_2022_2,2,14,85,243,14,85,-1.78523801343542,244.873875228668,243.088637215232
JoPr_1990_102_257,BEL_2022_2,2,13,23,243,13,23,-1.82761315394868,244.873875228668,243.046262074719
Modi,BEL_2022_2,2,15,24,257,15,24,3.16287410676952,253.226541366309,256.389415473078
Modi,BEL_2022_2,2,14,44,250,14,44,-4.15166483547711,253.226541366309,249.074876530832
Modi,BEL_2022_2,2,14,12,250,14,12,-2.88368208763583,253.226541366309,250.342859278673
Modi,BEL_2022_2,2,13,73,257,13,73,2.74562912202737,253.226541366309,255.972170488336
Modi,BEL_2022_2,2,14,80,250,14,80,-3.39234243337751,253.226541366309,249.834198932931
Modi,BEL_2022_2,2,13,81,257,13,81,2.77187190433861,253.226541366309,255.998413270648
NOVADI_0114,BEL_2022_2,2,14,2,285,14,2,3.3149844512854,282.626626541021,285.941610992307
NOVADI_0114,BEL_2022_2,2,13,95,285,13,95,1.5041011008621,282.626626541021,284.130727641883
NOVADI_0268,BEL_2022_2,2,15,46,285,15,46,1.95228134380676,281.974735446461,283.927016790267
NOVADI_0268,BEL_2022_2,2,14,77,285,14,77,2.72120675474469,281.974735446461,284.695942201205
NOVADI_0347,BEL_2022_2,2,15,79,285,15,79,9.32868526504831,276.255189696595,285.583874961643
NOVADI_0347,BEL_2022_2,2,14,33,271,14,33,-5.9326364563745,276.255189696595,270.322553240221
NOVADI_0356,BEL_2022_2,2,14,81,285,14,81,2.50969348174681,282.372712101258,284.882405583005
NOVADI_0356,BEL_2022_2,2,12,38,285,12,38,2.25268122380555,282.372712101258,284.625393325064
NOVADI_0382,BEL_2022_2,2,13,87,264,13,87,2.85841823743294,260.186359553324,263.044777790757
NOVADI_0382,BEL_2022_2,2,12,27,257,12,27,-3.05128293082214,260.186359553324,257.135076622502
NOVADI_0830,BEL_2022_2,2,13,97,285,13,97,1.86334390674864,282.295233504597,284.158577411345
NOVADI_0830,BEL_2022_2,2,15,9,285,15,9,2.88172624214292,282.295233504597,285.17695974674
NOVADI_0980,BEL_2022_2,2,15,91,285,15,91,4.69509825846632,282.071491745784,286.76659000425
NOVADI_1015,BEL_2022_2,2,14,67,243,14,67,-1.72112773318167,244.047279788832,242.32615205565
NOVADI_1015,BEL_2022_2,2,15,37,243,15,37,-2.07634045412956,244.047279788832,241.970939334702
TeBr_021,BEL_2022_2,2,13,7,271,13,7,-7.91688970477514,279.906295608975,271.9894059042
TeBr_021,BEL_2022_2,2,14,84,292,14,84,12.1283994517739,279.906295608975,292.034695060749
TeBr_027,BEL_2022_2,2,14,87,264,14,87,0.574979344311373,263.62426782591,264.199247170221
TeBr_043,BEL_2022_2,2,12,95,285,12,95,4.52303795868244,278.072966482862,282.596004441545
TeBr_043,BEL_2022_2,2,12,23,277,12,23,-0.72099545950249,278.072966482862,277.35197102336
101,BEL_2023_1,1,18,91,304,18,91,7.40527693401805,294.138544623814,301.543821557832
101,BEL_2023_1,1,17,17,290,17,17,-3.93805942449501,294.138544623814,290.200485199319
1015,BEL_2023_1,1,22,108,284,22,108,4.17506448444749,278.680577475176,282.855641959623
1015,BEL_2023_1,1,18,40,277,18,40,-3.19645152817083,278.680577475176,275.484125947005
1020,BEL_2023_1,1,26,35,297,26,35,-1.8910233612994,297.911301018057,296.020277656758
1020,BEL_2023_1,1,25,77,304,25,77,5.96562337142694,297.911301018057,303.876924389484
1091,BEL_2023_1,1,22,94,263,22,94,-1.82004592140152,263.882754656047,262.062708734646
1091,BEL_2023_1,1,24,15,263,24,15,0.416332088410684,263.882754656047,264.299086744458
1106.1,BEL_2023_1,1,17,35,235,17,35,-5.0991830414425,240.928347718027,235.829164676585
1113,BEL_2023_1,1,22,96,290,22,96,-3.72453790798494,292.737755304524,289.013217396539
1113,BEL_2023_1,1,21,50,297,21,50,6.96623995065488,292.737755304524,299.703995255179
112,BEL_2023_1,1,18,57,304,18,57,0.753609878572433,301.810362137637,302.563972016209
112,BEL_2023_1,1,23,63,304,23,63,3.94870664578212,301.810362137637,305.759068783419
1123,BEL_2023_1,1,17,67,297,17,67,-0.317019258061919,298.248682473902,297.93166321584
1123,BEL_2023_1,1,20,9,304,20,9,4.4459348854453,298.248682473902,302.694617359347
1125,BEL_2023_1,1,24,44,304,24,44,3.15421957465423,301.061200072613,304.215419647267
1125,BEL_2023_1,1,20,66,304,20,66,1.42748806832532,301.061200072613,302.488688140938
114,BEL_2023_1,1,20,20,277,20,20,3.5292839606397,272.041156417509,275.570440378148
114,BEL_2023_1,1,17,100,269,17,100,-3.6195627490635,272.041156417509,268.421593668445
118,BEL_2023_1,1,20,73,304,20,73,5.33106217778806,296.944809599614,302.275871777402
118,BEL_2023_1,1,18,42,297,18,42,-1.41205927311881,296.944809599614,295.532750326495
12_196,BEL_2023_1,1,17,47,277,17,47,8.96280304785205,269.015893733498,277.97869678135
12_196,BEL_2023_1,1,21,74,257,21,74,-9.54012404679452,269.015893733498,259.475769686703
12_197,BEL_2023_1,1,19,72,290,19,72,2.41802622334438,287.910737859184,290.328764082529
12_197,BEL_2023_1,1,18,14,290,18,14,0.0465660300783952,287.910737859184,287.957303889263
12_204,BEL_2023_1,1,26,65,257,26,65,-10.8199748031155,265.829982139328,255.010007336212
12_204,BEL_2023_1,1,26,42,277,26,42,9.72974845101299,265.829982139328,275.559730590341
12_205,BEL_2023_1,1,23,46,284,23,46,13.2930813998856,272.596965249805,285.89004664969
12_205,BEL_2023_1,1,21,84,257,21,84,-13.2938795743652,272.596965249805,259.30308567544
12_B006,BEL_2023_1,1,21,69,269,21,69,4.62476996491597,266.697948315545,271.322718280461
12_B006,BEL_2023_1,1,26,53,263,26,53,-5.57526095871236,266.697948315545,261.122687356833
12_B020,BEL_2023_1,1,24,32,277,24,32,4.13949573487952,273.485820542109,277.625316276989
12_B020,BEL_2023_1,1,25,114,269,25,114,-3.99719557654976,273.485820542109,269.48862496556
12_B023,BEL_2023_1,1,18,116,257,18,116,-3.5193734606317,257.039574257439,253.520200796807
12_B023,BEL_2023_1,1,17,54,257,17,54,1.01396431835954,257.039574257439,258.053538575798
12_B057,BEL_2023_1,1,20,56,297,20,56,-0.153142107620909,295.694048662961,295.54090655534
12_B057,BEL_2023_1,1,21,66,297,21,66,3.870782871198,295.694048662961,299.564831534159
12_B061,BEL_2023_1,1,17,45,263,17,45,-16.905101830625,280.958640910959,264.053539080334
12_B061,BEL_2023_1,1,21,79,297,21,79,18.2504641132761,280.958640910959,299.209105024235
12_B064,BEL_2023_1,1,25,88,263,25,88,-0.933736471623263,263.911522459499,262.977785987876
12_B064,BEL_2023_1,1,24,33,263,24,33,-0.46534598351866,263.911522459499,263.44617647598
12_B074,BEL_2023_1,1,24,92,249,24,92,-15.1922315397048,264.090426252403,248.898194712698
12_B074,BEL_2023_1,1,17,42,277,17,42,13.8219511119791,264.090426252403,277.912377364382
12_B081,BEL_2023_1,1,18,68,263,18,68,-13.8550073027366,275.465813157438,261.610805854702
12_B081,BEL_2023_1,1,22,34,290,22,34,14.3160698565693,275.465813157438,289.781883014008
12_B093,BEL_2023_1,1,20,93,257,20,93,-9.34017356472691,264.080649708797,254.74047614407
12_B093,BEL_2023_1,1,23,11,269,23,11,7.96831919453587,264.080649708797,272.048968903333
12_B095,BEL_2023_1,1,19,99,249,19,99,-16.1168956964015,264.813278867484,248.696383171083
12_B095,BEL_2023_1,1,23,23,277,23,23,14.8629885467356,264.813278867484,279.67626741422
12_E003,BEL_2023_1,1,21,63,249,21,63,2.63761857000279,248.852925558091,251.490544128094
12_E003,BEL_2023_1,1,19,19,242,19,19,-6.46101027965386,248.852925558091,242.391915278437
12_E014,BEL_2023_1,1,22,13,297,22,13,1.78784553363937,295.440338939414,297.228184473053
12_E014,BEL_2023_1,1,19,78,297,19,78,1.88895006788238,295.440338939414,297.329289007296
12_E015,BEL_2023_1,1,17,96,297,17,96,10.9918083970196,285.620444224938,296.612252621957
12_E015,BEL_2023_1,1,22,36,277,22,36,-8.89593443052672,285.620444224938,276.724509794411
12_E017,BEL_2023_1,1,22,101,277,22,101,-6.30427346973937,282.339833217774,276.035559748035
12_E017,BEL_2023_1,1,24,45,290,24,45,7.87199626270791,282.339833217774,290.211829480482
12_E024,BEL_2023_1,1,23,27,297,23,27,1.18091730383753,298.515918359149,299.696835662987
12_E024,BEL_2023_1,1,18,93,304,18,93,2.99102108549221,298.515918359149,301.506939444641
12_E025,BEL_2023_1,1,21,11,304,21,11,4.97911426627996,302.020924936586,307.000039202866
12_E025,BEL_2023_1,1,26,67,304,26,67,-0.242898877011783,302.020924936586,301.778026059574
12_E034,BEL_2023_1,1,23,16,269,23,16,-5.617187690224,277.558690961888,271.941503271664
12_E034,BEL_2023_1,1,25,84,284,25,84,6.41518621910859,277.558690961888,283.973877180996
12_E035,BEL_2023_1,1,25,43,284,25,43,1.62619883111745,282.703057127944,284.329255959062
12_E039,BEL_2023_1,1,19,68,297,19,68,-0.415151200621324,298.017842948049,297.602691747427
12_E039,BEL_2023_1,1,20,25,304,20,25,4.50690357816825,298.017842948049,302.524746526217
12_E043,BEL_2023_1,1,19,88,263,19,88,0.798073240903193,262.138298356183,262.936371597086
12_E043,BEL_2023_1,1,21,48,257,21,48,-2.48263007537383,262.138298356183,259.655668280809
12_F002,BEL_2023_1,1,22,6,284,22,6,4.2204612472251,280.001324267438,284.221785514663
12_F002,BEL_2023_1,1,24,109,277,24,109,-3.0292190073373,280.001324267438,276.972105260101
12_F007,BEL_2023_1,1,20,97,297,20,97,1.07190095150406,293.487225154673,294.559126106177
12_F007,BEL_2023_1,1,20,51,297,20,51,2.29045952339567,293.487225154673,295.777684678068
12_F014,BEL_2023_1,1,21,96,269,21,96,2.19656629032932,268.744474783563,270.941041073892
12_F014,BEL_2023_1,1,21,6,263,21,6,-2.81758348995294,268.744474783563,265.92689129361
12_F019,BEL_2023_1,1,26,90,304,26,90,10.4719780943393,291.751320324962,302.223298419301
12_F019,BEL_2023_1,1,19,4,284,19,4,-7.38908390512256,291.751320324962,284.362236419839
12_F023,BEL_2023_1,1,19,31,304,19,31,2.43861424190305,302.07812429634,304.516738538243
12_F023,BEL_2023_1,1,25,99,304,25,99,2.30680977006188,302.07812429634,304.384934066401
12_F040,BEL_2023_1,1,18,109,284,18,109,1.13249558710476,279.636419434476,280.76891502158
12_F045,BEL_2023_1,1,23,110,257,23,110,-1.94449006624239,260.523723090564,258.579233024321
12_F046,BEL_2023_1,1,17,88,263,17,88,-7.78821406025503,270.933490924454,263.145276864199
12_F046,BEL_2023_1,1,24,6,277,24,6,7.51961031079304,270.933490924454,278.453101235247
12_F052,BEL_2023_1,1,18,12,297,18,12,19.1212013684251,275.509995469115,294.63119683754
12_F052,BEL_2023_1,1,25,74,257,25,74,-18.6530258287157,275.509995469115,256.856969640399
